Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    район Печатники																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №3708	УИК №3709									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7703	280	204	315	350	333	324	308	297	278	310	214	282	330	374	309	346	316	183	260	250	333	188	259	413	388	13	246									
		39.60%	37.99%	41.21%	40.03%	40.32%	37.54%	41.49%	39.79%	41.08%	42.25%	37.26%	37.74%	39.44%	36.87%	41.33%	41.64%	41.69%	40.51%	41.78%	35.71%	38.05%	43.87%	38.68%	45.36%	43.89%	39.96%	48.15%	27.36%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	364	17	10	16	23	3	18	12	11	16	11	15	20	18	19	11	16	13	8	15	16	7	10	10	7	14	0	28									
		1.87%	2.31%	2.02%	2.03%	2.65%	0.34%	2.30%	1.55%	1.52%	2.43%	1.32%	2.65%	2.80%	2.01%	2.10%	1.48%	1.93%	1.67%	1.83%	2.06%	2.44%	0.92%	2.06%	1.75%	0.74%	1.44%	0.00%	3.11%									
24	"6. Политическая партия ""Гражданская Платформа"""	53	0	2	0	3	2	1	4	0	0	0	6	2	2	4	4	4	3	0	2	3	3	1	0	2	1	0	4									
		0.27%	0.00%	0.40%	0.00%	0.35%	0.23%	0.13%	0.52%	0.00%	0.00%	0.00%	1.06%	0.28%	0.22%	0.44%	0.54%	0.48%	0.38%	0.00%	0.27%	0.46%	0.40%	0.21%	0.00%	0.21%	0.10%	0.00%	0.44%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3282	68	73	105	136	118	135	128	121	116	120	85	110	131	121	142	139	111	72	130	108	129	72	79	212	186	4	331									
		16.87%	9.23%	14.75%	13.34%	15.67%	13.30%	17.29%	16.54%	16.74%	17.63%	14.42%	14.99%	15.38%	14.64%	13.37%	19.14%	16.75%	14.23%	16.44%	17.86%	16.44%	16.99%	14.81%	13.84%	22.53%	19.16%	14.81%	36.82%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	446	33	9	20	15	27	24	13	24	11	17	11	11	26	16	10	17	11	8	13	18	10	9	4	26	10	1	52									
		2.29%	4.48%	1.82%	2.54%	1.73%	3.04%	3.07%	1.68%	3.32%	1.67%	2.04%	1.94%	1.54%	2.91%	1.77%	1.35%	2.05%	1.41%	1.83%	1.79%	2.74%	1.32%	1.85%	0.70%	2.76%	1.03%	3.70%	5.78%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	532	37	16	21	28	35	14	22	15	17	24	16	22	23	21	12	24	17	16	28	16	17	13	9	13	20	0	36									
		2.73%	5.02%	3.23%	2.67%	3.23%	3.95%	1.79%	2.84%	2.07%	2.58%	2.88%	2.82%	3.08%	2.57%	2.32%	1.62%	2.89%	2.18%	3.65%	3.85%	2.44%	2.24%	2.67%	1.58%	1.38%	2.06%	0.00%	4.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	33	2	0	0	1	0	2	0	1	0	3	1	0	3	1	0	2	1	2	1	3	2	0	2	1	2	0	3									
		0.17%	0.27%	0.00%	0.00%	0.12%	0.00%	0.26%	0.00%	0.14%	0.00%	0.36%	0.18%	0.00%	0.34%	0.11%	0.00%	0.24%	0.13%	0.46%	0.14%	0.46%	0.26%	0.00%	0.35%	0.11%	0.21%	0.00%	0.33%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1243	88	30	80	49	81	53	54	34	34	59	25	49	71	65	29	32	55	19	34	47	41	49	38	31	52	1	43									
		6.39%	11.94%	6.06%	10.17%	5.65%	9.13%	6.79%	6.98%	4.70%	5.17%	7.09%	4.41%	6.85%	7.93%	7.18%	3.91%	3.86%	7.05%	4.34%	4.67%	7.15%	5.40%	10.08%	6.65%	3.29%	5.36%	3.70%	4.78%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2548	91	70	85	139	152	85	104	96	74	144	90	91	147	130	97	116	94	53	102	88	98	69	70	105	124	4	30									
		13.10%	12.35%	14.14%	10.80%	16.01%	17.14%	10.88%	13.44%	13.28%	11.25%	17.31%	15.87%	12.73%	16.42%	14.36%	13.07%	13.98%	12.05%	12.10%	14.01%	13.39%	12.91%	14.20%	12.26%	11.16%	12.77%	14.81%	3.34%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	132	5	7	5	1	12	2	3	4	6	8	2	3	4	6	4	5	5	1	4	6	6	2	2	12	3	0	14									
		0.68%	0.68%	1.41%	0.64%	0.12%	1.35%	0.26%	0.39%	0.55%	0.91%	0.96%	0.35%	0.42%	0.45%	0.66%	0.54%	0.60%	0.64%	0.23%	0.55%	0.91%	0.79%	0.41%	0.35%	1.28%	0.31%	0.00%	1.56%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1114	44	28	52	38	43	50	58	43	42	50	41	35	50	60	40	54	51	25	60	41	45	29	28	44	36	0	27									
		5.73%	5.97%	5.66%	6.61%	4.38%	4.85%	6.40%	7.49%	5.95%	6.38%	6.01%	7.23%	4.90%	5.59%	6.63%	5.39%	6.51%	6.54%	5.71%	8.24%	6.24%	5.93%	5.97%	4.90%	4.68%	3.71%	0.00%	3.00%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
