Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Фроловская городская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №4601	УИК №4602	УИК №4603	УИК №4604	УИК №4605	УИК №4606	УИК №4607	УИК №4608	УИК №4609	УИК №4610	УИК №4611	УИК №4612	УИК №4613	УИК №4614	УИК №4615	УИК №4616	УИК №4617	УИК №4618	УИК №4619	УИК №4620	УИК №4621									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	79	9	3	8	3	4	3	3	6	1	0	8	5	8	4	3	1	1	3	2	4	0									
		0.51%	1.09%	0.56%	1.26%	0.43%	0.69%	0.57%	0.33%	0.76%	0.11%	0.00%	0.89%	0.63%	0.99%	0.59%	0.33%	0.14%	0.15%	0.49%	0.29%	0.41%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	139	17	8	9	2	10	6	5	6	1	3	11	9	0	12	7	3	6	10	5	9	0									
		0.90%	2.07%	1.48%	1.41%	0.28%	1.74%	1.14%	0.54%	0.76%	0.11%	0.43%	1.23%	1.13%	0.00%	1.77%	0.77%	0.42%	0.87%	1.62%	0.72%	0.93%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	128	9	3	14	2	8	6	6	5	1	1	9	8	7	7	10	1	5	6	9	11	0									
		0.83%	1.09%	0.56%	2.20%	0.28%	1.39%	1.14%	0.65%	0.63%	0.11%	0.14%	1.01%	1.00%	0.87%	1.03%	1.10%	0.14%	0.73%	0.97%	1.30%	1.14%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10906	517	390	378	495	353	360	690	572	647	501	592	573	573	486	678	562	507	413	484	692	443									
		70.40%	62.82%	72.22%	59.34%	70.21%	61.28%	68.44%	74.76%	72.04%	72.05%	72.09%	66.15%	71.71%	71.00%	71.68%	74.59%	79.04%	73.91%	66.83%	69.94%	71.56%	72.27%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	26	1	0	5	0	0	2	3	2	0	2	2	3	0	1	0	0	2	0	0	3	0									
		0.17%	0.12%	0.00%	0.78%	0.00%	0.00%	0.38%	0.33%	0.25%	0.00%	0.29%	0.22%	0.38%	0.00%	0.15%	0.00%	0.00%	0.29%	0.00%	0.00%	0.31%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	2	0	0	0	1	0	0	1	0	0	1	2	0	1	1	0	1	0	0	3	0									
		0.08%	0.24%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.13%	0.00%	0.00%	0.11%	0.25%	0.00%	0.15%	0.11%	0.00%	0.15%	0.00%	0.00%	0.31%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1249	103	41	80	90	94	49	62	64	89	39	94	46	52	40	38	32	57	72	51	27	29									
		8.06%	12.52%	7.59%	12.56%	12.77%	16.32%	9.32%	6.72%	8.06%	9.91%	5.61%	10.50%	5.76%	6.44%	5.90%	4.18%	4.50%	8.31%	11.65%	7.37%	2.79%	4.73%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	31	6	2	1	0	2	2	1	2	0	1	1	4	0	3	1	1	1	2	1	0	0									
		0.20%	0.73%	0.37%	0.16%	0.00%	0.35%	0.38%	0.11%	0.25%	0.00%	0.14%	0.11%	0.50%	0.00%	0.44%	0.11%	0.14%	0.15%	0.32%	0.14%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	43	4	2	2	0	1	2	2	0	0	3	1	0	0	4	2	1	0	1	1	17	0									
		0.28%	0.49%	0.37%	0.31%	0.00%	0.17%	0.38%	0.22%	0.00%	0.00%	0.43%	0.11%	0.00%	0.00%	0.59%	0.22%	0.14%	0.00%	0.16%	0.14%	1.76%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	1	0	0	1	0	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0									
		0.05%	0.00%	0.19%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.14%	0.11%	0.00%	0.25%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	48	3	3	2	1	2	7	1	3	0	3	2	3	2	7	4	1	0	1	1	2	0									
		0.31%	0.36%	0.56%	0.31%	0.14%	0.35%	1.33%	0.11%	0.38%	0.00%	0.43%	0.22%	0.38%	0.25%	1.03%	0.44%	0.14%	0.00%	0.16%	0.14%	0.21%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2035	110	78	75	76	71	49	87	109	112	101	102	115	104	91	136	53	93	82	95	185	111									
		13.14%	13.37%	14.44%	11.77%	10.78%	12.33%	9.32%	9.43%	13.73%	12.47%	14.53%	11.40%	14.39%	12.89%	13.42%	14.96%	7.45%	13.56%	13.27%	13.73%	19.13%	18.11%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	5	1	3	0	0	2	2	2	1	1	2	1	0	4	0	0	2	2	1	3	0									
		0.21%	0.61%	0.19%	0.47%	0.00%	0.00%	0.38%	0.22%	0.25%	0.11%	0.14%	0.22%	0.13%	0.00%	0.59%	0.00%	0.00%	0.29%	0.32%	0.14%	0.31%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	637	29	4	53	31	19	17	56	14	46	36	66	22	56	18	20	53	10	19	33	11	24									
		4.11%	3.52%	0.74%	8.32%	4.40%	3.30%	3.23%	6.07%	1.76%	5.12%	5.18%	7.37%	2.75%	6.94%	2.65%	2.20%	7.45%	1.46%	3.07%	4.77%	1.14%	3.92%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
