Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Безенчукская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233									
		0.26%	0.36%	0.26%	0.09%	0.36%	0.27%	0.73%	0.17%	0.30%	0.15%	0.00%	0.75%	0.00%	0.25%	0.15%	0.00%	0.00%	0.15%	0.29%	0.31%	0.00%	0.08%	0.49%	0.00%	0.00%	0.15%	0.00%	0.67%	0.38%	0.00%	0.32%	0.00%	0.00%	0.16%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	505	14	33	23	14	25	19	43	33	11	32	34	7	26	11	8	2	8	42	6	2	9	10	6	1	12	31	5	10	3	10	3	7	5									
		2.12%	0.73%	2.13%	2.06%	1.69%	2.26%	1.54%	3.56%	5.01%	1.65%	4.46%	2.54%	3.06%	2.19%	1.60%	7.41%	1.40%	1.21%	4.09%	1.88%	1.35%	0.75%	1.63%	1.75%	0.47%	1.79%	3.33%	1.12%	3.77%	2.10%	1.62%	2.31%	0.96%	0.79%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
