Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Радужнинская городская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	355	17	13	15	28	8	27	27	16	31	26	12	4	39	33	30	29					
		1.92%	1.36%	1.19%	1.46%	2.12%	1.12%	2.29%	1.99%	1.36%	2.66%	2.24%	1.84%	1.75%	2.37%	2.10%	1.98%	2.05%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13055	893	774	717	930	512	850	960	797	788	854	480	171	1190	1054	1069	1016					
		70.72%	71.67%	71.01%	69.88%	70.40%	71.41%	72.22%	70.95%	67.77%	67.58%	73.68%	73.51%	75.00%	72.34%	67.18%	70.51%	71.65%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	171	5	14	8	15	12	7	10	8	21	3	2	2	17	18	12	17					
		0.93%	0.40%	1.28%	0.78%	1.14%	1.67%	0.59%	0.74%	0.68%	1.80%	0.26%	0.31%	0.88%	1.03%	1.15%	0.79%	1.20%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
