Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Борисоглебская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409									
		0.48%	0.43%	1.25%	0.66%	0.75%	0.74%	0.00%	0.00%	0.46%	0.37%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	592	22	12	201	119	34	13	8	17	27	15	20	16	7	14	6	16	6	28	11									
		11.95%	9.57%	7.50%	18.91%	12.75%	12.64%	10.83%	8.79%	7.76%	4.97%	6.76%	11.98%	15.84%	11.86%	13.33%	5.31%	8.56%	7.06%	21.54%	7.05%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
