Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Кадомская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79									
14	Число погашенных неиспользованных открепительных удостоверений	8	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	0	0	1	0	0	0	0	0	0	0	0	0	0	8	2	1	4	2	3	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	46	4	1	1	0	2	1	0	1	2	0	5	1	2	4	3	5	0	7	5	2									
		1.22%	1.85%	1.23%	1.19%	0.00%	1.43%	2.08%	0.00%	1.09%	1.24%	0.00%	8.77%	2.27%	2.27%	1.04%	0.77%	1.16%	0.00%	2.28%	1.36%	0.94%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	128	2	3	4	1	7	0	3	3	1	8	2	4	3	25	13	10	7	8	9	15									
		3.40%	0.93%	3.70%	4.76%	0.79%	5.00%	0.00%	2.50%	3.26%	0.62%	6.30%	3.51%	9.09%	3.41%	6.51%	3.32%	2.32%	2.42%	2.61%	2.45%	7.08%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	60	8	1	0	1	1	0	1	3	6	1	1	2	0	3	8	5	2	7	6	4									
		1.59%	3.70%	1.23%	0.00%	0.79%	0.71%	0.00%	0.83%	3.26%	3.73%	0.79%	1.75%	4.55%	0.00%	0.78%	2.05%	1.16%	0.69%	2.28%	1.63%	1.89%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2274	112	55	41	103	82	25	71	54	101	63	29	24	50	220	202	275	207	167	280	113									
		60.38%	51.85%	67.90%	48.81%	81.10%	58.57%	52.08%	59.17%	58.70%	62.73%	49.61%	50.88%	54.55%	56.82%	57.29%	51.66%	63.81%	71.63%	54.40%	76.29%	53.30%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	17	0	0	0	0	0	1	0	0	0	2	1	1	1	1	3	2	1	2	2	0									
		0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	2.08%	0.00%	0.00%	0.00%	1.57%	1.75%	2.27%	1.14%	0.26%	0.77%	0.46%	0.35%	0.65%	0.54%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	0	1	0	0	0	0	2	0	0	1	0	0	1	1	0	0	0	0	1									
		0.19%	0.00%	0.00%	1.19%	0.00%	0.00%	0.00%	0.00%	2.17%	0.00%	0.00%	1.75%	0.00%	0.00%	0.26%	0.26%	0.00%	0.00%	0.00%	0.00%	0.47%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	516	42	11	17	5	17	5	17	12	23	12	7	3	15	70	59	64	36	39	33	29									
		13.70%	19.44%	13.58%	20.24%	3.94%	12.14%	10.42%	14.17%	13.04%	14.29%	9.45%	12.28%	6.82%	17.05%	18.23%	15.09%	14.85%	12.46%	12.70%	8.99%	13.68%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	21	2	0	2	0	1	2	2	0	0	2	1	1	0	1	2	3	1	1	0	0									
		0.56%	0.93%	0.00%	2.38%	0.00%	0.71%	4.17%	1.67%	0.00%	0.00%	1.57%	1.75%	2.27%	0.00%	0.26%	0.51%	0.70%	0.35%	0.33%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	9	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	1	0									
		0.24%	0.93%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.65%	0.27%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	16	0	0	0	1	0	1	0	2	1	0	0	0	1	0	1	1	1	7	0	0									
		0.42%	0.00%	0.00%	0.00%	0.79%	0.00%	2.08%	0.00%	2.17%	0.62%	0.00%	0.00%	0.00%	1.14%	0.00%	0.26%	0.23%	0.35%	2.28%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	506	32	8	16	16	20	11	21	9	20	35	10	7	9	46	74	45	24	44	26	33									
		13.44%	14.81%	9.88%	19.05%	12.60%	14.29%	22.92%	17.50%	9.78%	12.42%	27.56%	17.54%	15.91%	10.23%	11.98%	18.93%	10.44%	8.30%	14.33%	7.08%	15.57%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	11	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	3	0	3	0	0									
		0.29%	0.00%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	2.17%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%	0.26%	0.70%	0.00%	0.98%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	83	8	1	1	0	4	0	0	1	2	0	0	1	3	6	14	8	6	14	4	10									
		2.20%	3.70%	1.23%	1.19%	0.00%	2.86%	0.00%	0.00%	1.09%	1.24%	0.00%	0.00%	2.27%	3.41%	1.56%	3.58%	1.86%	2.08%	4.56%	1.09%	4.72%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
