Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
Наименование Избирательной комиссии:    Нижнетавдинская																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №1301	УИК №1302	УИК №1303	УИК №1304	УИК №1305	УИК №1306	УИК №1307	УИК №1308	УИК №1309	УИК №1310	УИК №1311	УИК №1312	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	359	10	3	10	3	8	15	6	25	18	6	7	7	5	9	8	2	50	30	20	22	4	3	7	3	4	3	4	11	20	6	4	10	14	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	257	7	3	10	0	1	15	2	8	18	6	4	7	5	9	5	0	50	14	20	22	4	3	7	3	4	1	0	6	10	3	4	0	6	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	99	4	1	2	0	0	5	3	1	0	0	1	2	3	3	1	2	13	13	5	15	1	1	2	2	5	2	4	1	2	1	1	1	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	102	3	0	0	3	7	0	4	17	0	0	3	0	0	0	3	2	0	16	0	0	0	0	0	0	0	2	4	5	10	3	0	10	8	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	41	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	12	2	1	0	1	0	0	0	0	1	0	0	0	0	0	19	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	35	0	0	0	0	3	0	0	2	2	0	0	0	0	0	2	0	5	8	7	3	0	0	0	0	0	0	1	0	0	0	0	0	2	0									
		0.20%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.17%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.22%	0.48%	0.46%	1.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	42	0	0	0	0	4	1	0	1	1	1	0	0	1	0	0	0	4	3	20	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.24%	0.00%	0.00%	0.00%	0.00%	0.97%	0.14%	0.00%	0.08%	0.11%	0.30%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.17%	0.18%	1.32%	1.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	55	0	0	2	0	1	1	0	6	1	0	0	0	0	1	2	0	5	13	18	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.31%	0.00%	0.00%	0.39%	0.00%	0.24%	0.14%	0.00%	0.51%	0.11%	0.00%	0.00%	0.00%	0.00%	0.21%	0.48%	0.00%	0.22%	0.79%	1.18%	0.00%	1.90%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15018	471	114	423	129	360	677	261	1000	754	282	338	278	200	440	364	80	2041	1380	1184	160	151	158	317	115	185	151	182	498	951	251	175	254	602	92									
		84.92%	90.06%	77.03%	82.62%	92.14%	87.38%	92.11%	83.39%	84.53%	84.25%	84.18%	86.67%	83.48%	74.63%	93.42%	88.14%	83.33%	88.09%	83.64%	77.89%	62.50%	71.56%	85.41%	89.55%	79.86%	88.10%	89.35%	88.35%	91.04%	84.16%	90.29%	93.09%	73.62%	85.88%	86.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	17	0	0	0	0	0	0	0	1	1	0	4	0	0	2	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.11%	0.00%	1.03%	0.00%	0.00%	0.42%	0.00%	0.00%	0.13%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.17%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.20%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	993	14	11	31	4	23	33	17	74	46	21	12	23	59	6	26	5	71	73	103	52	26	9	21	16	9	8	8	27	73	14	7	23	42	6									
		5.62%	2.68%	7.43%	6.05%	2.86%	5.58%	4.49%	5.43%	6.26%	5.14%	6.27%	3.08%	6.91%	22.01%	1.27%	6.30%	5.21%	3.06%	4.42%	6.78%	20.31%	12.32%	4.86%	5.93%	11.11%	4.29%	4.73%	3.88%	4.94%	6.46%	5.04%	3.72%	6.67%	5.99%	5.66%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.20%	0.00%	0.47%	0.00%	0.00%	1.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.18%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	2	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.13%	0.12%	0.26%	0.78%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	32	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	4	2	7	1	3	0	0	0	0	0	2	0	3	3	0	0	1	2									
		0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.17%	0.12%	0.46%	0.39%	1.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.27%	1.08%	0.00%	0.00%	0.14%	1.89%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	689	35	20	39	4	15	6	16	29	34	5	5	10	3	15	2	5	101	71	78	18	18	11	5	0	7	7	10	5	42	6	2	50	12	3									
		3.90%	6.69%	13.51%	7.62%	2.86%	3.64%	0.82%	5.11%	2.45%	3.80%	1.49%	1.28%	3.00%	1.12%	3.18%	0.48%	5.21%	4.36%	4.30%	5.13%	7.03%	8.53%	5.95%	1.41%	0.00%	3.33%	4.14%	4.85%	0.91%	3.72%	2.16%	1.06%	14.49%	1.71%	2.83%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	5	1	3	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.11%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.22%	0.06%	0.20%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	710	3	3	17	3	5	16	17	65	52	26	31	20	5	6	15	6	67	90	71	8	6	7	11	11	9	1	3	15	61	4	4	15	34	3									
		4.01%	0.57%	2.03%	3.32%	2.14%	1.21%	2.18%	5.43%	5.49%	5.81%	7.76%	7.95%	6.01%	1.87%	1.27%	3.63%	6.25%	2.89%	5.45%	4.67%	3.13%	2.84%	3.78%	3.11%	7.64%	4.29%	0.59%	1.46%	2.74%	5.40%	1.44%	2.13%	4.35%	4.85%	2.83%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
