Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Парфинская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	155	9	12	5	12	12	4	1	9	2	9	20	21	15	19	5					
		1.95%	1.12%	1.58%	0.71%	1.69%	1.69%	1.72%	0.47%	1.75%	0.46%	1.78%	2.60%	2.77%	4.73%	5.32%	3.31%					
19	2.Всероссийская политическая партия «Гражданская Сила»	43	3	2	1	5	9	2	2	4	3	4	2	0	2	3	1					
		0.54%	0.37%	0.26%	0.14%	0.71%	1.27%	0.86%	0.93%	0.78%	0.68%	0.79%	0.26%	0.00%	0.63%	0.84%	0.66%					
20	3.Политическая партия «Демократическая партия России»	10	2	1	1	0	0	0	0	0	3	1	2	0	0	0	0					
		0.13%	0.25%	0.13%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.20%	0.26%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	762	92	84	72	81	88	21	18	42	31	49	55	58	16	50	5					
		9.59%	11.41%	11.05%	10.23%	11.42%	12.43%	9.05%	8.41%	8.17%	7.06%	9.70%	7.15%	7.65%	5.05%	14.01%	3.31%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	10	1	1	1	2	0	0	0	1	2	1	0	0	0	1	0					
		0.13%	0.12%	0.13%	0.14%	0.28%	0.00%	0.00%	0.00%	0.19%	0.46%	0.20%	0.00%	0.00%	0.00%	0.28%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	18	1	3	0	2	3	0	0	1	1	2	0	3	0	1	1					
		0.23%	0.12%	0.39%	0.00%	0.28%	0.42%	0.00%	0.00%	0.19%	0.23%	0.40%	0.00%	0.40%	0.00%	0.28%	0.66%					
24	7.Политическая партия «Либерально-демократическая партия России»	718	82	78	87	70	95	14	11	42	40	43	38	51	33	26	8					
		9.04%	10.17%	10.26%	12.36%	9.87%	13.42%	6.03%	5.14%	8.17%	9.11%	8.51%	4.94%	6.73%	10.41%	7.28%	5.30%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	503	44	57	24	59	61	10	11	45	24	33	47	38	24	22	4					
		6.33%	5.46%	7.50%	3.41%	8.32%	8.62%	4.31%	5.14%	8.75%	5.47%	6.53%	6.11%	5.01%	7.57%	6.16%	2.65%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	129	11	9	17	22	23	4	1	8	10	6	9	3	4	1	1					
		1.62%	1.36%	1.18%	2.41%	3.10%	3.25%	1.72%	0.47%	1.56%	2.28%	1.19%	1.17%	0.40%	1.26%	0.28%	0.66%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5492	547	509	479	451	403	175	168	358	318	342	589	576	222	229	126					
		69.14%	67.87%	66.97%	68.04%	63.61%	56.92%	75.43%	78.50%	69.65%	72.44%	67.72%	76.59%	75.99%	70.03%	64.15%	83.44%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	48	7	2	8	2	8	2	2	1	0	4	6	3	1	2	0					
		0.60%	0.87%	0.26%	1.14%	0.28%	1.13%	0.86%	0.93%	0.19%	0.00%	0.79%	0.78%	0.40%	0.32%	0.56%	0.00%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
