Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Пестовская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	501	7	6	11	3	1	6	6	0	12	2	15	1	4	5	6	6	30	100	20	37	37	41	20	37	88									
		7.75%	4.40%	3.70%	5.02%	1.14%	1.12%	2.90%	4.65%	0.00%	5.50%	2.50%	6.67%	1.45%	3.45%	4.03%	4.23%	6.19%	6.99%	15.72%	6.19%	8.01%	8.08%	9.32%	10.05%	8.35%	12.39%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
