Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Гаврилово-Посадская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК  405	УИК  406	УИК  407	УИК  408	УИК  409	УИК  410	УИК  411	УИК  412	УИК  413	УИК  414	УИК  415	УИК  416	УИК  417	УИК  418	УИК  419	УИК  420	УИК  421	УИК  422	УИК  423	УИК  424	УИК  425	УИК  426	УИК  427					
25	"8. ""Народно-республиканская партия России"""	14	1	0	3	0	0	0	0	1	0	0	0	1	1	1	0	0	2	1	0	0	0	2	1					
		0.16%	0.08%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.46%	0.59%	0.71%	0.0%	0.0%	1.13%	0.45%	0.0%	0.0%	0.0%	0.15%	0.40%					
26	"9. ""Российская экологическая партия ""Зеленые"""	18	2	4	1	1	0	1	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	3	1					
		0.20%	0.17%	0.33%	0.15%	0.34%	0.0%	0.48%	0.0%	0.0%	0.65%	0.0%	0.0%	1.40%	0.0%	0.0%	0.72%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.40%					
27	"10. ""Аграрная партия России"""	656	47	47	33	49	7	27	3	90	14	14	17	37	13	12	9	63	16	33	17	13	24	59	12					
		7.55%	4.07%	3.97%	5.00%	16.83%	2.34%	13.10%	3.65%	24.32%	9.15%	9.58%	8.21%	17.37%	7.73%	8.57%	6.56%	14.85%	9.09%	15.06%	7.39%	7.97%	4.83%	4.47%	4.89%					
28	"11. ""Истинные патриоты России"""	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0					
		0.04%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	69	24	11	5	1	2	0	0	0	2	0	0	4	1	2	0	3	0	0	1	0	3	8	2					
		0.79%	2.07%	0.92%	0.75%	0.34%	0.66%	0.0%	0.0%	0.0%	1.30%	0.0%	0.0%	1.87%	0.59%	1.42%	0.0%	0.70%	0.0%	0.0%	0.43%	0.0%	0.60%	0.60%	0.81%					
30	"13. ""Демократическая партия России"""	19	2	1	4	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	3	5					
		0.21%	0.17%	0.08%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	2.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	2.04%					
31	"14. ""Великая Россия - Евразийский Союз"""	17	1	1	4	1	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	2	1					
		0.19%	0.08%	0.08%	0.60%	0.34%	0.0%	0.97%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.71%	0.0%	0.23%	0.0%	0.0%	0.0%	0.61%	0.20%	0.15%	0.40%					
32	"15. ""Партия СЛОН"""	10	1	3	1	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0					
		0.11%	0.08%	0.25%	0.15%	0.0%	0.0%	0.48%	0.0%	0.27%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	465	69	78	45	15	12	9	3	16	1	9	8	25	9	4	6	19	8	9	11	4	27	74	4					
		5.35%	5.97%	6.59%	6.82%	5.15%	4.01%	4.36%	3.65%	4.32%	0.65%	6.16%	3.86%	11.73%	5.35%	2.85%	4.37%	4.48%	4.54%	4.10%	4.78%	2.45%	5.44%	5.61%	1.63%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	22	2	1	2	0	0	1	1	3	0	0	0	0	0	2	1	0	2	0	1	2	2	2	0					
		0.25%	0.17%	0.08%	0.30%	0.0%	0.0%	0.48%	1.21%	0.81%	0.0%	0.0%	0.0%	0.0%	0.0%	1.42%	0.72%	0.0%	1.13%	0.0%	0.43%	1.22%	0.40%	0.15%	0.0%					
35	"18. ""ЛДПР"""	1382	169	170	91	33	75	33	6	89	16	16	32	27	34	17	15	91	18	40	45	22	102	205	36					
		15.92%	14.64%	14.37%	13.80%	11.34%	25.08%	16.01%	7.31%	24.05%	10.45%	10.95%	15.45%	12.67%	20.23%	12.14%	10.94%	21.46%	10.22%	18.26%	19.56%	13.49%	20.56%	15.54%	14.69%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	304	55	61	20	9	6	5	1	6	2	7	7	12	10	4	8	13	6	6	7	2	14	33	10					
		3.50%	4.76%	5.15%	3.03%	3.09%	2.00%	2.42%	1.21%	1.62%	1.30%	4.79%	3.38%	5.63%	5.95%	2.85%	5.83%	3.06%	3.40%	2.73%	3.04%	1.22%	2.82%	2.50%	4.08%					
37	"20. ""Политическая партия ""Единая Россия"""	3144	386	460	221	108	103	69	50	82	71	78	89	49	72	36	68	156	72	100	58	61	158	526	71					
		36.22%	33.44%	38.88%	33.53%	37.11%	34.44%	33.49%	60.97%	22.16%	46.40%	53.42%	42.99%	23.00%	42.85%	25.71%	49.63%	36.79%	40.90%	45.66%	25.21%	37.42%	31.85%	39.87%	28.97%					
38	"21. ""Российская Конституционно-демократическая партия"""	16	1	2	0	0	0	1	0	2	2	0	0	2	1	0	0	0	1	0	0	2	0	1	1					
		0.18%	0.08%	0.16%	0.0%	0.0%	0.0%	0.48%	0.0%	0.54%	1.30%	0.0%	0.0%	0.93%	0.59%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	1.22%	0.0%	0.07%	0.40%					
39	"22. ""Развитие предпринимательства"""	15	0	1	3	3	1	0	0	1	2	0	0	1	0	0	1	1	0	0	0	0	0	1	0					
		0.17%	0.0%	0.08%	0.45%	1.03%	0.33%	0.0%	0.0%	0.27%	1.30%	0.0%	0.0%	0.46%	0.0%	0.0%	0.72%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1067	190	152	87	31	44	24	7	27	13	6	27	27	7	29	7	22	31	10	32	29	85	139	41					
		12.29%	16.46%	12.84%	13.20%	10.65%	14.71%	11.65%	8.53%	7.29%	8.49%	4.10%	13.04%	12.67%	4.16%	20.71%	5.10%	5.18%	17.61%	4.56%	13.91%	17.79%	17.13%	10.53%	16.73%					
																														
41	Против всех	457	63	59	40	13	15	6	2	14	1	2	11	7	4	12	5	19	9	7	21	2	37	96	12					
		5.26%	5.45%	4.98%	6.06%	4.46%	5.01%	2.91%	2.43%	3.78%	0.65%	1.36%	5.31%	3.28%	2.38%	8.57%	3.64%	4.48%	5.11%	3.19%	9.13%	1.22%	7.45%	7.27%	4.89%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
