7	Число избирательных бюллетеней в переносных ящиках для голосования	8031	129	217	131	184	118	53	52	60	79	57	79	95	100	74	124	99	91	103	126	67	89	70	65	59	72	86	82	77	97	48	38	58	101	59	62	40	109	72	71	67	297	136	47	72	38	45	72	44	92	67	26	264	55	213	105	0	60	110	60	132	45	41	114	74	32	23	43	35	24	45	53	42	117	65	26	39	107	62	86	50	16	68	68	57	65	34	125	33	150	86	119	85	65	93	56	94	103	95	101					
8	Число бюллетеней в стационарных ящиках для голосования	115949	1024	852	1549	1210	1076	1207	1130	1093	1110	971	1507	860	1279	1432	1258	1218	1655	2022	1475	1542	1457	1338	1197	1645	1603	1332	1493	1310	1419	1442	1462	1432	1430	1619	1477	991	1429	1536	1789	1890	1122	1513	1259	1312	1309	1329	1266	1329	1326	1167	1455	1205	214	232	666	900	801	1181	924	804	904	574	635	1210	1323	1143	1404	1373	1197	1201	1399	1575	1457	972	1637	1415	1309	1141	1340	127	278	1085	1016	1307	1225	1317	1111	477	1252	506	524	491	475	144	1368	1037	1300	658	967					
9	Число недействительных избирательных бюллетеней	1431	20	15	25	12	46	12	7	12	14	5	10	4	23	12	9	12	17	24	12	16	18	10	11	27	16	8	14	19	14	23	20	22	15	19	18	10	12	10	15	29	16	18	9	14	18	32	14	13	21	6	15	19	3	3	7	43	18	15	7	11	14	6	7	16	24	8	12	18	21	24	21	18	11	13	32	22	14	16	19	0	1	7	15	12	16	18	8	7	18	7	3	9	7	3	6	11	14	2	12					
10	Число действительных избирательных бюллетеней	122549	1133	1054	1655	1382	1148	1248	1175	1141	1175	1023	1576	951	1356	1494	1373	1305	1729	2101	1589	1593	1528	1398	1251	1677	1659	1410	1561	1368	1502	1467	1480	1468	1516	1659	1521	1021	1526	1598	1845	1928	1403	1631	1297	1370	1329	1342	1324	1360	1397	1228	1466	1450	266	442	764	857	843	1276	977	925	935	609	742	1268	1331	1158	1435	1390	1200	1222	1431	1599	1563	1024	1631	1432	1402	1187	1407	177	293	1146	1069	1352	1274	1333	1228	503	1384	585	640	567	533	234	1418	1120	1389	751	1056					
11	Число полученных открепительных  удостоверений	4191	25	25	30	30	30	30	30	40	30	40	30	35	30	35	35	30	50	83	35	30	35	30	30	43	40	52	30	30	38	50	52	30	45	48	40	40	152	44	50	49	30	30	30	45	32	30	40	45	40	33	50	30	0	0	33	0	35	32	40	30	50	30	75	40	50	60	100	60	50	50	55	30	35	40	195	45	40	40	50	0	20	45	40	70	50	50	62	30	50	88	45	30	20	0	55	50	65	40	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3953	25	25	30	29	30	30	23	40	30	33	30	31	30	35	35	18	50	83	35	24	34	30	24	37	39	52	30	30	36	37	48	30	41	46	36	33	141	44	46	49	30	30	30	45	32	29	37	37	40	32	47	28	0	0	33	0	35	32	36	25	33	28	75	35	45	38	100	47	50	44	48	30	35	37	195	30	40	26	50	0	20	45	40	70	50	50	62	30	50	88	45	30	20	0	55	50	65	40	50					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2741	21	10	21	27	25	21	16	18	14	22	19	21	12	34	28	27	41	36	30	23	32	28	11	24	24	20	15	21	24	54	19	16	29	32	18	16	39	28	37	28	28	20	14	21	17	16	14	79	32	22	14	52	12	22	39	46	12	18	18	23	43	24	28	19	17	16	25	22	16	23	26	30	26	34	306	40	59	22	22	19	70	25	17	19	16	29	29	19	23	20	9	20	21	23	17	26	10	15	16					
14	Число неиспользованных открепительных удостоверений	238	0	0	0	1	0	0	7	0	0	7	0	4	0	0	0	12	0	0	0	6	1	0	6	6	1	0	0	0	2	13	4	0	4	2	4	7	11	0	4	0	0	0	0	0	0	1	3	8	0	1	3	2	0	0	0	0	0	0	4	5	17	2	0	5	5	22	0	13	0	6	7	0	0	3	0	15	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	51	0	0	0	1	2	1	0	2	1	0	0	1	0	0	1	1	2	0	1	0	3	0	0	1	2	0	1	1	0	2	0	1	0	3	2	0	0	0	3	2	1	2	0	1	0	1	1	1	0	0	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																																										
18	Богданов Андрей Владимирович	2253	12	27	24	25	21	22	28	36	13	10	46	12	20	23	20	40	36	36	22	32	16	42	18	26	36	57	25	22	29	37	27	18	24	40	26	16	31	26	25	24	19	22	19	32	28	34	30	16	24	20	39	37	7	7	8	9	12	25	14	24	14	6	9	31	34	29	29	24	35	28	41	34	24	22	33	25	31	31	32	2	3	16	12	25	16	11	10	8	20	9	4	9	10	4	22	20	18	12	14					
		1.82%	1.04%	2.53%	1.43%	1.79%	1.76%	1.75%	2.37%	3.12%	1.09%	0.97%	2.90%	1.26%	1.45%	1.53%	1.45%	3.04%	2.06%	1.69%	1.37%	1.99%	1.03%	2.98%	1.43%	1.53%	2.15%	4.02%	1.59%	1.59%	1.91%	2.48%	1.80%	1.21%	1.57%	2.38%	1.69%	1.55%	2.02%	1.62%	1.34%	1.23%	1.34%	1.33%	1.45%	2.31%	2.08%	2.47%	2.24%	1.17%	1.69%	1.62%	2.63%	2.52%	2.60%	1.57%	1.04%	1.00%	1.39%	1.94%	1.42%	2.56%	1.48%	0.98%	1.20%	2.41%	2.51%	2.49%	2.00%	1.70%	2.87%	2.25%	2.82%	2.10%	1.52%	2.12%	1.98%	1.72%	2.19%	2.58%	2.24%	1.13%	1.02%	1.39%	1.11%	1.83%	1.24%	0.81%	0.81%	1.57%	1.43%	1.52%	0.62%	1.56%	1.85%	1.69%	1.54%	1.77%	1.28%	1.59%	1.31%					
19	Жириновский Владимир Вольфович	20404	152	180	296	252	200	227	200	168	202	199	294	177	208	243	171	273	241	295	275	243	221	262	181	297	261	314	282	210	241	237	250	266	271	284	259	180	324	239	265	253	237	227	191	234	251	284	200	274	220	204	248	240	49	59	182	379	131	290	162	150	175	103	129	207	211	221	248	213	194	184	180	221	223	166	274	241	203	146	194	24	42	159	166	214	186	205	202	92	273	96	87	88	87	42	242	183	203	128	147					
		16.46%	13.18%	16.84%	17.62%	18.08%	16.75%	18.02%	16.92%	14.57%	16.99%	19.36%	18.54%	18.53%	15.08%	16.14%	12.37%	20.73%	13.80%	13.88%	17.18%	15.10%	14.29%	18.61%	14.34%	17.43%	15.58%	22.14%	17.90%	15.14%	15.90%	15.91%	16.67%	17.85%	17.70%	16.92%	16.83%	17.46%	21.07%	14.86%	14.25%	12.93%	16.70%	13.77%	14.62%	16.91%	18.63%	20.67%	14.95%	19.96%	15.51%	16.53%	16.75%	16.34%	18.22%	13.26%	23.61%	42.11%	15.21%	22.46%	16.46%	16.03%	18.44%	16.75%	17.22%	16.12%	15.57%	18.95%	17.14%	15.13%	15.89%	14.77%	12.40%	13.67%	14.17%	16.01%	16.48%	16.57%	14.34%	12.14%	13.60%	13.56%	14.29%	13.79%	15.31%	15.69%	14.42%	15.17%	16.34%	18.04%	19.47%	16.22%	13.53%	15.28%	16.11%	17.72%	16.99%	16.18%	14.47%	16.99%	13.76%					
20	Зюганов Геннадий Андреевич	27987	179	201	265	313	301	267	243	288	265	204	383	217	188	231	254	274	458	483	390	379	324	264	240	389	408	317	329	355	300	355	327	295	352	380	347	244	231	406	360	386	300	342	283	343	301	327	378	338	384	301	351	321	71	83	147	29	180	239	254	268	213	172	189	264	316	262	382	282	246	307	403	456	482	268	289	369	375	324	424	39	63	263	271	368	312	379	252	122	371	120	111	133	129	51	374	315	298	151	210					
		22.57%	15.52%	18.80%	15.77%	22.45%	25.21%	21.19%	20.56%	24.98%	22.29%	19.84%	24.15%	22.72%	13.63%	15.34%	18.38%	20.80%	26.23%	22.73%	24.36%	23.56%	20.96%	18.75%	19.02%	22.83%	24.36%	22.36%	20.89%	25.59%	19.79%	23.83%	21.80%	19.80%	22.99%	22.65%	22.55%	23.67%	15.02%	25.25%	19.35%	19.72%	21.14%	20.74%	21.67%	24.78%	22.35%	23.80%	28.25%	24.62%	27.08%	24.39%	23.70%	21.85%	26.39%	18.65%	19.07%	3.22%	20.91%	18.51%	25.81%	28.63%	22.44%	27.97%	25.23%	20.56%	23.32%	22.47%	26.40%	20.03%	20.15%	24.64%	27.75%	28.20%	30.62%	25.84%	17.38%	25.38%	26.48%	26.93%	29.73%	22.03%	21.43%	22.81%	25.00%	26.98%	24.19%	28.05%	20.39%	23.92%	26.46%	20.27%	17.26%	23.09%	23.89%	21.52%	26.26%	27.85%	21.24%	20.05%	19.66%					
21	Медведев Дмитрий Анатольевич	71905	790	646	1070	792	626	732	704	649	695	610	853	545	940	997	928	718	994	1287	902	939	967	830	812	965	954	722	925	781	932	838	876	889	869	955	889	581	940	927	1195	1265	847	1040	804	761	749	697	716	732	769	703	828	852	139	293	427	440	520	722	547	483	533	328	415	766	770	646	776	871	725	703	807	888	834	568	1035	797	793	686	757	112	185	708	620	745	760	738	764	281	720	360	438	337	307	137	780	602	870	460	685					
		57.99%	68.52%	60.43%	63.69%	56.81%	52.43%	58.10%	59.56%	56.29%	58.45%	59.34%	53.78%	57.07%	68.17%	66.20%	67.15%	54.52%	56.93%	60.56%	56.34%	58.36%	62.55%	58.95%	64.34%	56.63%	56.96%	50.92%	58.73%	56.31%	61.48%	56.24%	58.40%	59.66%	56.76%	56.91%	57.76%	56.35%	61.12%	57.65%	64.25%	64.64%	59.69%	63.07%	61.56%	54.99%	55.61%	50.73%	53.51%	53.31%	54.23%	56.97%	55.91%	57.99%	51.67%	65.84%	55.38%	48.89%	60.39%	55.93%	55.59%	51.60%	56.16%	53.33%	55.41%	59.66%	56.83%	55.40%	53.63%	61.86%	59.38%	56.42%	55.58%	54.92%	52.99%	54.77%	62.24%	54.81%	56.00%	57.02%	53.09%	63.28%	62.93%	61.41%	57.20%	54.62%	58.91%	54.63%	61.81%	55.10%	51.36%	60.81%	68.12%	58.51%	56.85%	57.81%	54.78%	53.23%	62.01%	61.09%	64.14%					
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
																																																																																																										
