Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Амурская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436					
		14.02%	10.00%	15.14%	17.19%	15.47%	13.74%	15.94%	17.73%	14.96%	15.31%	13.73%	16.95%	15.15%	15.87%	16.58%	14.49%	14.65%	14.03%	16.37%	9.45%	13.02%	11.33%	18.18%	10.96%	11.82%	14.68%	16.49%	14.46%	12.74%	10.52%	5.45%	12.32%	5.73%	10.00%	9.72%	11.23%	12.07%	5.83%	12.14%	8.77%	15.14%	11.72%	12.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4738	1	182	191	146	112	130	121	138	119	126	134	138	156	186	188	176	247	210	195	154	40	46	150	145	157	131	101	144	108	22	80	47	7	96	16	103	14	45	7	172	27	30					
		19.47%	5.00%	20.11%	20.65%	17.78%	18.54%	20.12%	17.87%	17.21%	18.59%	16.32%	20.46%	19.35%	18.75%	20.42%	21.96%	19.69%	22.96%	22.32%	21.43%	20.67%	26.67%	24.60%	18.68%	20.66%	18.74%	19.29%	20.28%	19.94%	22.27%	10.89%	16.16%	29.94%	14.00%	12.96%	5.61%	29.60%	6.80%	11.87%	12.28%	21.88%	18.62%	40.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	257	0	9	10	9	4	8	2	6	9	15	9	11	9	8	9	5	12	12	14	8	1	3	4	6	6	7	2	3	3	3	11	2	0	7	6	5	3	3	1	9	3	0					
		1.06%	0.00%	0.99%	1.08%	1.10%	0.66%	1.24%	0.30%	0.75%	1.41%	1.94%	1.37%	1.54%	1.08%	0.88%	1.05%	0.56%	1.12%	1.28%	1.54%	1.07%	0.67%	1.60%	0.50%	0.85%	0.72%	1.03%	0.40%	0.42%	0.62%	1.49%	2.22%	1.27%	0.00%	0.94%	2.11%	1.44%	1.46%	0.79%	1.75%	1.15%	2.07%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5116	0	239	230	205	166	174	173	237	164	230	136	181	210	212	188	229	204	211	214	184	21	31	133	119	139	122	71	116	44	16	98	29	12	112	30	36	16	72	3	84	19	6					
		21.02%	0.00%	26.41%	24.86%	24.97%	27.48%	26.93%	25.55%	29.55%	25.63%	29.79%	20.76%	25.39%	25.24%	23.27%	21.96%	25.62%	18.96%	22.42%	23.52%	24.70%	14.00%	16.58%	16.56%	16.95%	16.59%	17.97%	14.26%	16.07%	9.07%	7.92%	19.80%	18.47%	24.00%	15.11%	10.53%	10.34%	7.77%	18.99%	5.26%	10.69%	13.10%	8.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	546	0	36	22	30	8	17	21	25	24	16	13	19	17	18	29	31	30	31	16	10	1	5	8	10	13	10	10	9	8	0	12	2	1	13	3	4	1	10	0	10	1	2					
		2.24%	0.00%	3.98%	2.38%	3.65%	1.32%	2.63%	3.10%	3.12%	3.75%	2.07%	1.98%	2.66%	2.04%	1.98%	3.39%	3.47%	2.79%	3.29%	1.76%	1.34%	0.67%	2.67%	0.99%	1.42%	1.55%	1.47%	2.01%	1.25%	1.65%	0.00%	2.42%	1.27%	2.00%	1.75%	1.05%	1.15%	0.49%	2.64%	0.00%	1.27%	0.69%	2.67%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9808	17	289	300	283	219	195	235	261	208	265	242	242	296	311	304	309	409	301	365	280	68	65	397	322	388	282	233	342	263	146	230	65	25	433	197	149	154	197	41	381	72	27					
		40.30%	85.00%	31.93%	32.43%	34.47%	36.26%	30.19%	34.71%	32.54%	32.50%	34.33%	36.95%	33.94%	35.58%	34.14%	35.51%	34.56%	38.01%	31.99%	40.11%	37.58%	45.33%	34.76%	49.44%	45.87%	46.30%	41.53%	46.79%	47.37%	54.23%	72.28%	46.46%	41.40%	50.00%	58.43%	69.12%	42.82%	74.76%	51.98%	71.93%	48.47%	49.66%	36.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	113	0	2	6	6	2	6	0	1	6	4	3	4	3	7	3	5	5	4	8	4	0	0	4	4	1	2	5	3	1	1	0	0	0	3	1	1	1	4	0	2	1	0					
		0.46%	0.00%	0.22%	0.65%	0.73%	0.33%	0.93%	0.00%	0.12%	0.94%	0.52%	0.46%	0.56%	0.36%	0.77%	0.35%	0.56%	0.46%	0.43%	0.88%	0.54%	0.00%	0.00%	0.50%	0.57%	0.12%	0.29%	1.00%	0.42%	0.21%	0.50%	0.00%	0.00%	0.00%	0.40%	0.35%	0.29%	0.49%	1.06%	0.00%	0.25%	0.69%	0.00%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
