Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																													
Дата голосования: 04.12.2011																																																																													
																																																																													
Наименование Избирательной комиссии:    ТИК Правобережной части г.  Владикавказа																																																																													
																																																																													
Сводная таблица результатов выборов																																																																													
																																																																													
		Сумма	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298					
		3.80%	3.16%	5.99%	2.46%	3.29%	3.10%	3.19%	3.15%	3.15%	4.02%	3.21%	3.16%	3.19%	3.28%	3.17%	3.18%	3.17%	3.18%	3.18%	3.41%	7.76%	3.10%	3.18%	3.14%	12.02%	3.17%	3.19%	3.13%	3.13%	0.00%	3.17%	3.17%	3.18%	6.55%	4.65%	3.17%	1.02%	3.18%	3.17%	3.16%	3.17%	3.21%	3.18%	3.20%	3.20%	3.19%	4.37%	3.18%	3.18%	3.17%	3.18%	15.96%	3.38%	3.15%	3.16%	3.17%	3.17%	6.67%	3.18%	4.02%	1.60%	3.35%	3.42%	9.68%	3.62%	1.08%	3.15%	2.27%	3.20%	3.91%	3.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1216	12	7	8	19	11	12	21	7	126	9	10	12	2	16	9	5	18	6	1	4	4	10	19	103	7	19	13	6	0	16	18	18	54	20	19	106	20	17	19	12	11	16	5	3	6	16	11	9	13	12	20	15	16	20	7	20	2	13	85	2	1	1	17	12	22	7	9	11	11	8					
		1.25%	0.79%	2.62%	0.79%	1.08%	0.81%	0.80%	0.81%	0.76%	8.05%	0.80%	0.79%	0.80%	0.82%	0.77%	0.77%	0.72%	0.78%	0.83%	1.14%	3.45%	0.69%	0.82%	0.91%	4.22%	0.82%	0.78%	0.80%	0.78%	0.00%	0.74%	0.78%	0.77%	7.86%	1.66%	0.79%	4.51%	0.81%	0.81%	0.80%	0.79%	0.80%	0.79%	0.73%	0.80%	0.74%	2.41%	0.78%	0.75%	0.81%	0.79%	0.80%	0.79%	0.80%	0.80%	0.82%	0.80%	1.90%	0.76%	11.02%	0.40%	0.56%	0.68%	1.13%	0.57%	0.88%	0.82%	0.57%	0.76%	0.81%	0.73%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	205	3	2	2	3	3	3	5	2	7	2	2	3	1	3	2	2	3	1	1	1	1	2	3	1	2	4	3	2	0	4	5	5	11	8	5	6	5	4	5	3	3	4	1	1	1	0	3	2	3	3	5	4	4	5	2	2	1	3	4	0	1	1	0	4	5	2	3	3	3	2					
		0.21%	0.20%	0.75%	0.20%	0.17%	0.22%	0.20%	0.19%	0.22%	0.45%	0.18%	0.16%	0.20%	0.41%	0.14%	0.17%	0.29%	0.13%	0.14%	1.14%	0.86%	0.17%	0.16%	0.14%	0.04%	0.23%	0.16%	0.18%	0.26%	0.00%	0.19%	0.22%	0.22%	1.60%	0.66%	0.21%	0.26%	0.20%	0.19%	0.21%	0.20%	0.22%	0.20%	0.15%	0.27%	0.12%	0.00%	0.21%	0.17%	0.19%	0.20%	0.20%	0.21%	0.20%	0.20%	0.23%	0.08%	0.95%	0.18%	0.52%	0.00%	0.56%	0.68%	0.00%	0.19%	0.20%	0.23%	0.19%	0.21%	0.22%	0.18%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	18151	300	38	203	346	250	298	540	184	299	210	265	280	67	412	232	136	459	140	17	8	114	243	417	436	168	489	324	150	7	427	459	462	174	148	476	55	496	421	473	301	273	401	137	74	162	181	281	239	320	299	503	373	399	497	169	498	7	337	53	59	34	28	430	415	55	171	58	286	270	218					
		18.61%	19.74%	14.23%	19.98%	19.65%	18.46%	19.83%	20.75%	20.00%	19.09%	18.72%	20.95%	18.63%	27.46%	19.79%	19.95%	19.60%	20.00%	19.36%	19.32%	6.90%	19.62%	19.82%	19.87%	17.88%	19.70%	19.98%	19.91%	19.56%	14.00%	19.88%	19.92%	19.87%	25.33%	12.28%	19.86%	2.34%	19.98%	19.94%	19.92%	19.88%	19.91%	19.92%	19.94%	19.73%	19.90%	27.30%	19.89%	20.00%	19.90%	19.80%	20.07%	19.68%	19.92%	19.90%	19.81%	19.98%	6.67%	19.82%	6.87%	11.80%	18.99%	19.18%	28.70%	19.78%	2.20%	19.93%	3.65%	19.89%	19.90%	19.84%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	155	1	4	1	1	1	1	1	1	12	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	24	13	1	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	5	1	1	1	0	1	1	1	26	1	1	1					
		0.16%	0.07%	1.50%	0.10%	0.06%	0.07%	0.07%	0.04%	0.11%	0.77%	0.09%	0.08%	0.07%	0.41%	0.05%	0.09%	0.14%	0.04%	0.14%	0.00%	0.00%	0.17%	0.08%	0.05%	0.04%	0.12%	0.04%	0.06%	0.13%	2.00%	0.05%	0.04%	0.04%	3.49%	1.08%	0.04%	0.51%	0.04%	0.05%	0.04%	0.07%	0.07%	0.05%	0.15%	0.27%	0.12%	0.15%	0.07%	0.08%	0.06%	0.07%	0.04%	0.05%	0.05%	0.04%	0.12%	0.04%	0.00%	0.06%	0.65%	0.20%	0.56%	0.68%	0.00%	0.05%	0.04%	0.12%	1.64%	0.07%	0.07%	0.09%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	72451	1126	197	738	1311	1031	1113	1916	687	1035	846	927	1135	164	1544	855	513	1698	537	65	86	435	908	1551	1485	631	1822	1198	572	42	1598	1714	1726	362	940	1781	2138	1851	1570	1766	1124	1019	1494	507	276	603	432	1050	888	1192	1115	1544	1406	1485	1857	632	1844	85	1258	581	427	132	107	902	1561	2358	636	1429	1067	1008	818					
		74.30%	74.08%	73.78%	72.64%	74.45%	76.14%	74.05%	73.64%	74.67%	66.09%	75.40%	73.28%	75.52%	67.21%	74.16%	73.52%	73.92%	73.99%	74.27%	73.86%	74.14%	74.87%	74.06%	73.89%	60.91%	73.97%	74.46%	73.63%	74.58%	84.00%	74.39%	74.39%	74.24%	52.69%	78.01%	74.30%	91.06%	74.58%	74.37%	74.39%	74.24%	74.33%	74.22%	73.80%	73.60%	74.08%	65.16%	74.31%	74.31%	74.13%	73.84%	61.61%	74.20%	74.14%	74.37%	74.09%	73.97%	80.95%	74.00%	75.36%	85.40%	73.74%	73.29%	60.21%	74.40%	94.47%	74.13%	89.93%	74.20%	74.28%	74.43%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	315	6	1	4	6	5	5	10	3	2	4	5	5	1	8	4	3	8	3	0	3	2	4	8	0	3	9	6	3	0	7	8	8	6	4	10	4	9	8	9	6	5	7	3	1	3	0	5	4	6	5	1	7	7	9	3	8	1	6	4	0	1	1	0	8	4	3	4	5	0	4					
		0.32%	0.39%	0.37%	0.39%	0.34%	0.37%	0.33%	0.38%	0.33%	0.13%	0.36%	0.40%	0.33%	0.41%	0.38%	0.34%	0.43%	0.35%	0.41%	0.00%	2.59%	0.34%	0.33%	0.38%	0.00%	0.35%	0.37%	0.37%	0.39%	0.00%	0.33%	0.35%	0.34%	0.87%	0.33%	0.42%	0.17%	0.36%	0.38%	0.38%	0.40%	0.36%	0.35%	0.44%	0.27%	0.37%	0.00%	0.35%	0.33%	0.37%	0.33%	0.04%	0.37%	0.35%	0.36%	0.35%	0.32%	0.95%	0.35%	0.52%	0.00%	0.56%	0.68%	0.00%	0.38%	0.16%	0.35%	0.25%	0.35%	0.00%	0.36%					
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
																																																																													
