Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Кавказская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523					
		0.96%	1.50%	1.01%	1.46%	1.21%	1.07%	0.54%	0.36%	1.15%	0.21%	1.14%	0.39%	2.00%	0.38%	1.33%	1.64%	0.00%	0.00%	0.00%	0.65%	0.77%	1.02%	0.35%	1.20%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	21512	1452	1421	1447	1224	1425	135	155	1185	351	1523	1012	476	788	181	425	109	153	214	1389	1727	1381	2229	1110					
		73.65%	70.35%	62.16%	70.38%	74.00%	76.08%	72.97%	55.56%	75.67%	74.36%	66.80%	78.45%	73.23%	75.62%	80.09%	87.09%	66.46%	73.21%	74.05%	75.33%	74.28%	70.50%	85.90%	78.61%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	81	6	2	5	4	5	0	0	6	1	15	5	3	3	2	0	1	0	1	8	9	5	0	0					
		0.28%	0.29%	0.09%	0.24%	0.24%	0.27%	0.00%	0.00%	0.38%	0.21%	0.66%	0.39%	0.46%	0.29%	0.88%	0.00%	0.61%	0.00%	0.35%	0.43%	0.39%	0.26%	0.00%	0.00%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
