Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Черногорская городская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167									
		2.71%	2.79%	3.11%	2.32%	5.25%	2.90%	3.69%	2.78%	1.99%	2.02%	0.60%	5.52%	0.97%	2.37%	2.52%	2.32%	2.61%	0.72%	3.45%	2.89%	1.75%	2.03%	2.41%	1.67%	1.91%	3.95%	3.94%	2.29%	1.81%	2.56%	2.50%	2.38%	3.28%	3.02%	2.01%	1.59%	5.53%	3.67%	2.77%	3.05%	3.38%	1.40%	2.96%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6401	121	174	214	116	128	91	209	83	141	96	117	121	181	171	140	110	118	112	204	81	127	111	167	140	66	196	218	295	268	181	181	131	272	159	77	238	134	84	148	195	133	152									
		35.83%	33.70%	36.02%	41.31%	33.82%	41.29%	30.54%	38.78%	41.29%	35.52%	28.74%	40.34%	39.16%	47.76%	39.13%	32.48%	35.95%	42.29%	32.18%	39.31%	28.32%	36.81%	29.68%	30.98%	38.15%	37.29%	35.06%	38.45%	35.50%	36.17%	30.12%	33.15%	42.95%	37.36%	31.93%	30.56%	36.56%	32.76%	33.20%	37.66%	36.65%	37.36%	32.14%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	187	4	2	3	1	2	2	6	1	4	3	4	1	3	3	6	3	3	5	12	5	1	6	7	2	2	9	8	7	16	6	9	1	13	2	3	5	3	2	1	10	0	1									
		1.05%	1.11%	0.41%	0.58%	0.29%	0.65%	0.67%	1.11%	0.50%	1.01%	0.90%	1.38%	0.32%	0.79%	0.69%	1.39%	0.98%	1.08%	1.44%	2.31%	1.75%	0.29%	1.60%	1.30%	0.54%	1.13%	1.61%	1.41%	0.84%	2.16%	0.99%	1.65%	0.33%	1.79%	0.40%	1.19%	0.77%	0.73%	0.79%	0.25%	1.88%	0.00%	0.21%									
24	"6. Политическая партия ""Гражданская Платформа"""	31	1	2	0	1	1	1	2	0	0	1	2	0	0	1	3	2	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	1									
		0.17%	0.28%	0.41%	0.00%	0.29%	0.32%	0.34%	0.37%	0.00%	0.00%	0.30%	0.69%	0.00%	0.00%	0.23%	0.70%	0.65%	0.36%	0.29%	0.19%	0.35%	0.29%	0.27%	0.00%	0.27%	0.56%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.15%	0.00%	0.00%	0.25%	0.00%	0.00%	0.21%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3699	78	126	122	93	64	64	104	56	93	85	65	74	58	106	100	61	43	79	107	60	74	59	102	82	44	98	91	137	152	120	107	61	151	86	43	124	82	46	107	108	71	116									
		20.71%	21.73%	26.09%	23.55%	27.11%	20.65%	21.48%	19.29%	27.86%	23.43%	25.45%	22.41%	23.95%	15.30%	24.26%	23.20%	19.93%	15.41%	22.70%	20.62%	20.98%	21.45%	15.78%	18.92%	22.34%	24.86%	17.53%	16.05%	16.49%	20.51%	19.97%	19.60%	20.00%	20.74%	17.27%	17.06%	19.05%	20.05%	18.18%	27.23%	20.30%	19.94%	24.52%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	168	5	4	1	3	2	2	5	1	3	3	3	6	3	2	2	2	4	4	4	1	7	2	5	5	0	6	8	11	13	9	2	0	7	6	4	1	2	0	3	4	7	6									
		0.94%	1.39%	0.83%	0.19%	0.87%	0.65%	0.67%	0.93%	0.50%	0.76%	0.90%	1.03%	1.94%	0.79%	0.46%	0.46%	0.65%	1.43%	1.15%	0.77%	0.35%	2.03%	0.53%	0.93%	1.36%	0.00%	1.07%	1.41%	1.32%	1.75%	1.50%	0.37%	0.00%	0.96%	1.20%	1.59%	0.15%	0.49%	0.00%	0.76%	0.75%	1.97%	1.27%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	172	2	22	2	3	4	1	3	2	5	2	4	2	2	3	4	2	4	2	3	4	3	4	3	4	1	4	5	8	8	9	3	3	4	6	1	2	4	2	2	8	8	4									
		0.96%	0.56%	4.55%	0.39%	0.87%	1.29%	0.34%	0.56%	0.99%	1.26%	0.60%	1.38%	0.65%	0.53%	0.69%	0.93%	0.65%	1.43%	0.57%	0.58%	1.40%	0.87%	1.07%	0.56%	1.09%	0.56%	0.72%	0.88%	0.96%	1.08%	1.50%	0.55%	0.98%	0.55%	1.20%	0.40%	0.31%	0.98%	0.79%	0.51%	1.50%	2.25%	0.85%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	32	1	1	1	1	0	3	1	1	1	0	1	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	2	0	2	0	2	1	1	1	0	4	0	1	0	1	1	0									
		0.18%	0.28%	0.21%	0.19%	0.29%	0.00%	1.01%	0.19%	0.50%	0.25%	0.00%	0.34%	0.32%	0.00%	0.00%	0.46%	0.00%	0.36%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.27%	0.00%	0.37%	0.33%	0.14%	0.20%	0.00%	0.61%	0.00%	0.40%	0.00%	0.19%	0.28%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	224	6	1	3	3	3	4	6	2	8	2	2	0	10	3	8	6	3	5	10	4	6	7	9	6	2	6	5	7	13	11	9	2	6	9	4	7	5	4	5	6	3	3									
		1.25%	1.67%	0.21%	0.58%	0.87%	0.97%	1.34%	1.11%	0.99%	2.02%	0.60%	0.69%	0.00%	2.64%	0.69%	1.86%	1.96%	1.08%	1.44%	1.93%	1.40%	1.74%	1.87%	1.67%	1.63%	1.13%	1.07%	0.88%	0.84%	1.75%	1.83%	1.65%	0.66%	0.82%	1.81%	1.59%	1.08%	1.22%	1.58%	1.27%	1.13%	0.84%	0.63%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3462	68	105	94	31	44	62	115	28	102	94	34	41	64	68	83	51	41	53	64	86	79	90	155	79	34	100	102	209	104	131	125	53	115	130	71	103	94	67	42	75	68	108									
		19.38%	18.94%	21.74%	18.15%	9.04%	14.19%	20.81%	21.34%	13.93%	25.69%	28.14%	11.72%	13.27%	16.89%	15.56%	19.26%	16.67%	14.70%	15.23%	12.33%	30.07%	22.90%	24.06%	28.76%	21.53%	19.21%	17.89%	17.99%	25.15%	14.04%	21.80%	22.89%	17.38%	15.80%	26.10%	28.17%	15.82%	22.98%	26.48%	10.69%	14.10%	19.10%	22.83%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	110	1	0	4	3	2	1	6	0	0	2	2	6	0	1	1	0	2	1	2	2	2	3	6	1	4	1	4	8	5	2	5	1	3	8	2	9	3	0	3	3	1	0									
		0.62%	0.28%	0.00%	0.77%	0.87%	0.65%	0.34%	1.11%	0.00%	0.00%	0.60%	0.69%	1.94%	0.00%	0.23%	0.23%	0.00%	0.72%	0.29%	0.39%	0.70%	0.58%	0.80%	1.11%	0.27%	2.26%	0.18%	0.71%	0.96%	0.67%	0.33%	0.92%	0.33%	0.41%	1.61%	0.79%	1.38%	0.73%	0.00%	0.76%	0.56%	0.28%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1184	21	0	24	14	8	8	31	10	8	18	17	13	8	17	24	13	21	27	20	25	23	27	43	16	7	40	31	90	65	68	49	25	47	57	27	59	40	20	20	35	35	33									
		6.63%	5.85%	0.00%	4.63%	4.08%	2.58%	2.68%	5.75%	4.98%	2.02%	5.39%	5.86%	4.21%	2.11%	3.89%	5.57%	4.25%	7.53%	7.76%	3.85%	8.74%	6.67%	7.22%	7.98%	4.36%	3.95%	7.16%	5.47%	10.83%	8.77%	11.31%	8.97%	8.20%	6.46%	11.45%	10.71%	9.06%	9.78%	7.91%	5.09%	6.58%	9.83%	6.98%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
