Выборы Президента Российской Федерации																																																																						
																																																																						
Наименование Избирательной комиссии:    Крымская																																																																						
																																																																						
Итоги голосования 																																																																						
																																																																						
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №2658	УИК №2659	УИК №2660	УИК №2661	УИК №2662	УИК №2663					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	303	3	7	1	4	6	2	8	1	4	4	8	4	5	13	5	6	5	3	19	7	12	1	2	4	30	1	0	1	1	1	1	4	0	0	1	3	0	5	3	0	2	3	3	2	0	1	2	11	2	5	5	7	37	0	3	2	3	0	4	5	8	3	10					
14	Число неиспользованных открепительных удостоверений	685	25	8	18	6	13	5	17	16	17	20	13	15	13	19	17	15	11	17	11	13	22	16	4	11	13	4	6	9	3	10	5	14	5	5	5	17	17	16	11	2	13	1	8	6	10	13	4	17	18	12	3	7	18	6	4	6	6	2	9	6	8	17	7					
15	"Число открепительных удостоверений, выданных в ТИК"	38	0	0	0	0	0	0	0	0	3	0	1	1	1	1	0	0	1	1	0	1	1	0	0	3	3	1	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	1	0	0	1	3	0	0	2	0	1	1	0	0	1	0	0	0	0	0	1	3	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																						
18	. Глазьев Сергей Юрьевич	1858	72	30	49	109	30	6	34	14	27	42	40	38	52	74	43	42	26	31	40	35	63	30	0	41	39	5	5	18	4	9	3	27	0	6	9	52	43	42	37	17	16	54	9	3	10	46	7	41	47	17	11	39	67	12	7	9	14	10	6	8	58	54	29					
		3.13%	4.39%	2.81%	3.94%	8.25%	2.72%	3.75%	2.50%	1.65%	2.53%	2.95%	2.32%	3.09%	3.69%	4.88%	4.85%	3.06%	2.74%	3.56%	2.35%	3.19%	3.93%	2.06%	0.00%	3.48%	3.04%	1.14%	1.25%	2.45%	2.37%	1.79%	1.71%	2.18%	0.00%	4.76%	2.96%	4.37%	3.52%	3.56%	2.35%	5.74%	3.08%	3.84%	1.23%	2.16%	3.53%	3.35%	1.70%	3.86%	2.55%	1.79%	1.29%	2.89%	3.54%	3.06%	3.50%	2.09%	4.90%	2.91%	1.38%	2.27%	2.97%	2.84%	3.01%					
19	. Малышкин Олег Александрович	1145	45	18	17	37	13	5	13	18	18	35	38	18	33	22	13	23	17	10	21	26	42	14	2	26	26	7	10	10	1	16	2	37	3	1	7	28	37	38	20	3	8	13	13	0	6	10	6	32	59	20	9	30	33	7	6	12	6	10	12	14	27	34	8					
		1.93%	2.74%	1.69%	1.37%	2.80%	1.18%	3.12%	0.96%	2.12%	1.68%	2.46%	2.20%	1.46%	2.34%	1.45%	1.47%	1.68%	1.79%	1.15%	1.23%	2.37%	2.62%	0.96%	1.54%	2.21%	2.02%	1.59%	2.50%	1.36%	0.59%	3.18%	1.14%	2.99%	2.00%	0.79%	2.30%	2.35%	3.03%	3.22%	1.27%	1.01%	1.54%	0.92%	1.77%	0.00%	2.12%	0.73%	1.46%	3.02%	3.20%	2.10%	1.06%	2.22%	1.74%	1.79%	3.00%	2.78%	2.10%	2.91%	2.76%	3.98%	1.38%	1.79%	0.83%					
20	. Миронов Сергей Михайлович	384	18	2	4	22	8	0	8	3	2	5	6	12	11	16	1	10	4	5	17	5	12	6	2	14	7	1	5	4	0	0	1	10	0	2	1	10	0	13	7	0	4	12	6	2	1	20	1	6	13	7	4	4	13	2	1	0	4	6	2	2	9	6	5					
		0.65%	1.10%	0.19%	0.32%	1.66%	0.73%	0.00%	0.59%	0.35%	0.19%	0.35%	0.35%	0.97%	0.78%	1.06%	0.11%	0.73%	0.42%	0.57%	1.00%	0.46%	0.75%	0.41%	1.54%	1.19%	0.54%	0.23%	1.25%	0.54%	0.00%	0.00%	0.57%	0.81%	0.00%	1.59%	0.33%	0.84%	0.00%	1.10%	0.44%	0.00%	0.77%	0.85%	0.82%	1.44%	0.35%	1.46%	0.24%	0.57%	0.70%	0.74%	0.47%	0.30%	0.69%	0.51%	0.50%	0.00%	1.40%	1.74%	0.46%	0.57%	0.46%	0.32%	0.52%					
21	. Путин Владимир Владимирович	38968	926	660	662	751	695	102	932	527	674	916	1218	759	845	947	534	853	635	556	1158	652	1099	1064	82	828	890	297	273	451	88	338	133	709	89	77	210	670	823	749	1176	206	300	1006	545	98	197	935	316	709	1242	650	547	888	1212	220	124	279	175	222	309	251	1283	1428	778					
		65.56%	56.46%	61.80%	53.22%	56.81%	63.01%	63.75%	68.48%	62.00%	63.05%	64.37%	70.57%	61.66%	59.97%	62.47%	60.20%	62.17%	66.84%	63.83%	67.92%	59.38%	68.52%	72.98%	63.08%	70.23%	69.26%	67.65%	68.25%	61.28%	52.07%	67.20%	76.00%	57.27%	59.33%	61.11%	69.08%	56.26%	67.29%	63.42%	74.71%	69.59%	57.69%	71.50%	74.35%	70.50%	69.61%	68.15%	76.70%	66.82%	67.28%	68.28%	64.28%	65.83%	64.03%	56.12%	62.00%	64.73%	61.19%	64.53%	71.20%	71.31%	65.66%	75.20%	80.79%					
22	. Хакамада Ирина Муцуовна	1568	37	17	33	51	33	7	26	31	50	37	53	42	30	48	28	38	36	28	46	54	44	18	2	14	21	5	5	21	17	8	2	27	4	2	6	35	37	34	35	5	10	38	13	1	8	29	2	50	57	14	17	20	35	9	6	13	5	7	5	6	95	44	17					
		2.64%	2.26%	1.59%	2.65%	3.86%	2.99%	4.38%	1.91%	3.65%	4.68%	2.60%	3.07%	3.41%	2.13%	3.17%	3.16%	2.77%	3.79%	3.21%	2.70%	4.92%	2.74%	1.23%	1.54%	1.19%	1.63%	1.14%	1.25%	2.85%	10.06%	1.59%	1.14%	2.18%	2.67%	1.59%	1.97%	2.94%	3.03%	2.88%	2.22%	1.69%	1.92%	2.70%	1.77%	0.72%	2.83%	2.11%	0.49%	4.71%	3.09%	1.47%	2.00%	1.48%	1.85%	2.30%	3.00%	3.02%	1.75%	2.03%	1.15%	1.70%	4.86%	2.32%	1.77%					
23	. Харитонов Николай Михайлович	12763	426	286	321	269	274	38	307	228	254	327	319	306	344	332	227	336	197	207	343	269	219	228	38	188	259	112	94	193	54	95	28	364	46	35	58	336	243	257	248	56	160	246	113	28	38	249	66	175	376	209	226	312	443	129	50	93	73	80	82	65	420	263	106					
		21.47%	25.98%	26.78%	25.80%	20.35%	24.84%	23.75%	22.56%	26.82%	23.76%	22.98%	18.48%	24.86%	24.41%	21.90%	25.59%	24.49%	20.74%	23.77%	20.12%	24.50%	13.65%	15.64%	29.23%	15.95%	20.16%	25.51%	23.50%	26.22%	31.95%	18.89%	16.00%	29.40%	30.67%	27.78%	19.08%	28.21%	19.87%	21.76%	15.76%	18.92%	30.77%	17.48%	15.42%	20.14%	13.43%	18.15%	16.02%	16.49%	20.37%	21.95%	26.56%	23.13%	23.40%	32.91%	25.00%	21.58%	25.52%	23.26%	18.89%	18.47%	21.49%	13.85%	11.01%					
																																																																						
24	Против всех	2045	88	34	49	68	44	1	29	15	40	52	45	49	90	70	35	62	30	28	70	49	118	80	3	55	36	6	4	24	4	28	4	45	2	2	6	50	22	43	39	3	13	38	18	4	16	58	9	31	43	26	15	43	58	7	6	10	7	8	10	3	41	45	14					
		3.44%	5.37%	3.18%	3.94%	5.14%	3.99%	0.62%	2.13%	1.76%	3.74%	3.65%	2.61%	3.98%	6.39%	4.62%	3.95%	4.52%	3.16%	3.21%	4.11%	4.46%	7.36%	5.49%	2.31%	4.66%	2.80%	1.37%	1.00%	3.26%	2.37%	5.57%	2.29%	3.63%	1.33%	1.59%	1.97%	4.20%	1.80%	3.64%	2.48%	1.01%	2.50%	2.70%	2.46%	2.88%	5.65%	4.23%	2.18%	2.92%	2.33%	2.73%	1.76%	3.19%	3.06%	1.79%	3.00%	2.32%	2.45%	2.33%	2.30%	0.85%	2.10%	2.37%	1.45%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
