Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Полярнинская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №494					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5431	613	370	562	387	501	336	503	355	357	322	327	73	384	341					
		60.31%	61.18%	60.76%	62.17%	61.62%	66.62%	55.81%	64.40%	59.27%	58.43%	54.39%	56.28%	75.26%	58.99%	57.21%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	77	10	1	4	4	4	9	5	11	10	7	4	0	3	5					
		0.86%	0.99%	0.16%	0.44%	0.64%	0.53%	1.50%	0.64%	1.84%	1.64%	1.18%	0.69%	0.00%	0.46%	0.84%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
