Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Пристенская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860					
		17.72%	29.97%	12.50%	9.57%	4.59%	13.08%	20.88%	8.33%	18.52%	10.43%	16.50%	15.24%	10.83%	19.02%	6.85%	11.37%	24.46%	5.71%	10.00%	18.80%	24.23%	13.45%	16.58%	11.72%	11.43%	26.14%	15.11%	19.85%	22.71%	22.24%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	54	2	0	1	0	1	1	2	0	1	0	2	0	1	3	3	1	1	0	1	2	0	1	2	1	4	3	7	8	6					
		0.70%	0.50%	0.00%	0.53%	0.00%	0.29%	0.55%	0.98%	0.00%	0.47%	0.00%	1.90%	0.00%	0.54%	1.37%	1.18%	0.54%	0.57%	0.00%	0.75%	0.88%	0.00%	0.52%	1.38%	0.71%	0.70%	0.67%	1.07%	0.90%	1.05%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4145	189	50	72	77	196	98	130	87	128	113	63	164	100	137	153	89	133	61	67	94	143	114	84	80	256	268	334	418	247					
		53.45%	47.61%	56.82%	38.30%	70.64%	56.98%	53.85%	63.73%	64.44%	60.66%	54.85%	60.00%	59.21%	54.35%	62.56%	60.00%	48.37%	76.00%	61.00%	50.38%	41.41%	64.13%	59.07%	57.93%	57.14%	44.91%	59.56%	50.99%	47.23%	43.26%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	27	3	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	6	1	0	2	1	1	3	4	0					
		0.35%	0.76%	0.00%	0.00%	0.00%	0.29%	0.55%	0.49%	0.00%	0.47%	0.49%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.69%	0.52%	0.00%	1.43%	0.18%	0.22%	0.46%	0.45%	0.00%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
