Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																	
Дата голосования: 04.12.2011																																																																	
																																																																	
"Наименование Избирательной комиссии:    Кемерово, Заводская"																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	3168	0	55	45	35	120	90	80	36	5	45	40	20	35	40	25	40	40	45	30	35	43	60	50	20	45	40	50	50	40	40	40	45	50	65	30	65	195	65	50	55	55	73	100	50	75	63	50	75	60	0	0	77	77	82	107	72	123	70					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	3091	0	53	44	31	99	84	79	36	4	45	40	18	35	40	22	37	38	45	25	35	43	60	50	18	44	40	50	48	40	40	39	42	45	65	24	65	195	64	50	55	55	73	100	50	75	63	50	75	60	0	0	77	77	82	107	72	123	65					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2331	79	50	23	11	33	29	15	17	8	31	13	30	25	32	35	23	28	16	17	16	14	28	77	17	34	341	51	15	74	92	53	50	27	161	15	26	34	72	49	16	46	61	18	16	29	20	17	18	11	13	84	46	18	24	34	44	2	53					
14	Число погашенных неиспользованных открепительных удостоверений	77	0	2	1	4	21	6	1	0	1	0	0	2	0	0	3	3	2	0	5	0	0	0	0	2	1	0	0	2	0	0	1	3	5	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	318	0	7	2	5	9	7	4	1	0	4	0	2	3	3	5	6	4	4	1	3	1	3	2	2	2	8	1	5	8	10	2	10	2	6	5	8	10	27	21	8	6	5	8	10	6	15	6	4	7	0	0	7	1	11	9	4	6	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7861	14	144	181	143	236	199	171	110	26	156	49	75	144	74	17	183	45	127	89	84	134	60	164	16	117	101	82	139	176	169	233	204	110	236	67	201	227	164	216	232	145	166	225	190	249	217	131	226	73	7	33	112	144	138	162	91	114	123					
		11.78%	3.07%	13.70%	14.88%	17.27%	15.97%	16.39%	11.94%	12.43%	10.79%	14.94%	5.90%	15.21%	15.45%	4.63%	2.10%	10.93%	3.38%	9.74%	12.04%	9.98%	14.44%	11.03%	13.56%	3.61%	11.43%	4.98%	10.98%	14.30%	17.22%	16.82%	17.45%	15.53%	13.98%	13.88%	15.06%	14.12%	13.87%	9.17%	9.71%	16.96%	15.14%	8.33%	15.92%	15.95%	14.96%	16.98%	14.12%	16.14%	5.51%	10.29%	5.14%	11.43%	7.41%	9.34%	10.11%	8.14%	8.08%	12.20%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	8500	8	142	178	96	185	185	146	129	28	127	111	69	138	152	38	190	137	133	120	129	133	65	156	84	136	220	130	142	129	138	138	158	94	186	55	156	430	180	182	169	155	301	168	159	234	223	145	184	188	12	216	118	122	175	188	96	164	130					
		12.73%	1.75%	13.51%	14.64%	11.59%	12.52%	15.24%	10.20%	14.58%	11.62%	12.16%	13.37%	13.99%	14.81%	9.50%	4.70%	11.34%	10.28%	10.20%	16.24%	15.32%	14.33%	11.95%	12.90%	18.96%	13.28%	10.85%	17.40%	14.61%	12.62%	13.73%	10.34%	12.02%	11.94%	10.94%	12.36%	10.96%	26.27%	10.07%	8.18%	12.35%	16.18%	15.10%	11.89%	13.35%	14.06%	17.45%	15.63%	13.14%	14.20%	17.65%	33.64%	12.04%	6.28%	11.84%	11.74%	8.59%	11.62%	12.90%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	969	1	19	26	11	21	31	20	10	2	8	14	3	11	19	27	17	12	9	11	8	15	6	15	5	11	22	4	15	9	12	16	20	11	24	4	17	12	9	25	15	11	31	14	15	17	22	13	17	22	1	7	15	164	12	14	9	23	15					
		1.45%	0.22%	1.81%	2.14%	1.33%	1.42%	2.55%	1.40%	1.13%	0.83%	0.77%	1.69%	0.61%	1.18%	1.19%	3.34%	1.01%	0.90%	0.69%	1.49%	0.95%	1.62%	1.10%	1.24%	1.13%	1.07%	1.08%	0.54%	1.54%	0.88%	1.19%	1.20%	1.52%	1.40%	1.41%	0.90%	1.19%	0.73%	0.50%	1.12%	1.10%	1.15%	1.56%	0.99%	1.26%	1.02%	1.72%	1.40%	1.21%	1.66%	1.47%	1.09%	1.53%	8.44%	0.81%	0.87%	0.81%	1.63%	1.49%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10962	16	199	244	201	283	235	242	142	43	200	139	86	168	126	48	264	107	138	133	46	139	66	289	92	167	185	89	175	232	204	320	310	143	321	126	333	272	271	266	265	161	276	343	253	357	225	196	338	283	6	39	91	278	157	196	98	208	132					
		16.42%	3.51%	18.93%	20.07%	24.28%	19.15%	19.36%	16.90%	16.05%	17.84%	19.16%	16.75%	17.44%	18.03%	7.88%	5.93%	15.76%	8.03%	10.58%	17.99%	5.46%	14.98%	12.13%	23.90%	20.77%	16.31%	9.12%	11.91%	18.00%	22.70%	20.30%	23.97%	23.59%	18.17%	18.88%	28.31%	23.38%	16.62%	15.16%	11.96%	19.37%	16.81%	13.85%	24.27%	21.24%	21.45%	17.61%	21.12%	24.14%	21.37%	8.82%	6.07%	9.29%	14.30%	10.62%	12.23%	8.77%	14.74%	13.10%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2787	3	50	59	31	103	76	40	23	4	43	21	20	40	36	18	48	31	26	20	37	31	15	61	2	35	28	16	15	60	62	62	70	76	121	16	88	88	59	76	82	46	128	97	79	99	84	70	91	64	4	7	16	42	50	32	17	32	37					
		4.18%	0.66%	4.76%	4.85%	3.74%	6.97%	6.26%	2.79%	2.60%	1.66%	4.12%	2.53%	4.06%	4.29%	2.25%	2.22%	2.87%	2.33%	1.99%	2.71%	4.39%	3.34%	2.76%	5.05%	0.45%	3.42%	1.38%	2.14%	1.54%	5.87%	6.17%	4.64%	5.33%	9.66%	7.12%	3.60%	6.18%	5.38%	3.30%	3.42%	5.99%	4.80%	6.42%	6.86%	6.63%	5.95%	6.57%	7.54%	6.50%	4.83%	5.88%	1.09%	1.63%	2.16%	3.38%	1.99%	1.52%	2.27%	3.67%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	34292	371	474	508	329	614	459	785	455	134	505	480	223	408	1171	642	942	975	857	357	530	453	317	498	233	536	1441	415	475	387	389	535	535	340	773	171	587	568	1088	1430	558	422	1036	531	468	667	480	351	501	678	38	318	611	1163	909	974	796	851	550					
		51.38%	81.36%	45.10%	41.78%	39.73%	41.54%	37.81%	54.82%	51.41%	55.60%	48.37%	57.83%	45.23%	43.78%	73.19%	79.36%	56.24%	73.14%	65.72%	48.31%	62.95%	48.81%	58.27%	41.19%	52.60%	52.34%	71.06%	55.56%	48.87%	37.87%	38.71%	40.07%	40.72%	43.20%	45.47%	38.43%	41.22%	34.70%	60.85%	64.27%	40.79%	44.05%	51.98%	37.58%	39.29%	40.08%	37.56%	37.82%	35.79%	51.21%	55.88%	49.53%	62.35%	59.83%	61.50%	60.80%	71.20%	60.31%	54.56%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	439	3	2	3	8	17	14	6	4	0	5	7	7	6	4	11	9	7	4	4	3	6	2	8	0	3	7	1	6	11	10	16	8	6	15	1	12	11	8	6	23	7	10	21	13	15	9	10	15	16	0	3	2	6	7	6	3	7	5					
		0.66%	0.66%	0.19%	0.25%	0.97%	1.15%	1.15%	0.42%	0.45%	0.00%	0.48%	0.84%	1.42%	0.64%	0.25%	1.36%	0.54%	0.53%	0.31%	0.54%	0.36%	0.65%	0.37%	0.66%	0.00%	0.29%	0.35%	0.13%	0.62%	1.08%	0.99%	1.20%	0.61%	0.76%	0.88%	0.22%	0.84%	0.67%	0.45%	0.27%	1.68%	0.73%	0.50%	1.49%	1.09%	0.90%	0.70%	1.08%	1.07%	1.21%	0.00%	0.47%	0.20%	0.31%	0.47%	0.37%	0.27%	0.50%	0.50%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
