Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Петровск-Забайкальская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	48	0	4	0	3	1	2	0	0	2	0	0	2	5	7	0	0	0	4	6	3	1	1	7									
		0.85%	0.00%	15.38%	0.00%	0.91%	0.29%	0.65%	0.00%	0.00%	1.96%	0.00%	0.00%	0.65%	1.30%	1.30%	0.00%	0.00%	0.00%	1.54%	1.08%	0.54%	0.85%	0.56%	1.28%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	207	8	1	1	13	10	24	1	5	4	1	3	15	19	20	0	1	10	6	28	11	2	6	18									
		3.67%	3.57%	3.85%	1.64%	3.95%	2.95%	7.79%	1.35%	2.30%	3.92%	1.85%	3.30%	4.87%	4.94%	3.70%	0.00%	2.86%	4.00%	2.31%	5.05%	1.99%	1.69%	3.33%	3.30%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	115	12	0	1	13	4	10	2	8	2	0	0	9	8	14	1	1	4	3	6	8	0	3	6									
		2.04%	5.36%	0.00%	1.64%	3.95%	1.18%	3.25%	2.70%	3.69%	1.96%	0.00%	0.00%	2.92%	2.08%	2.59%	1.22%	2.86%	1.60%	1.15%	1.08%	1.45%	0.00%	1.67%	1.10%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2242	115	4	35	133	120	149	32	65	66	20	53	131	136	203	42	16	108	104	190	182	78	85	175									
		39.79%	51.34%	15.38%	57.38%	40.43%	35.40%	48.38%	43.24%	29.95%	64.71%	37.04%	58.24%	42.53%	35.32%	37.59%	51.22%	45.71%	43.20%	40.00%	34.30%	32.91%	66.10%	47.22%	32.11%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	28	0	0	0	2	2	3	0	4	1	0	0	2	0	0	0	0	0	3	6	4	0	0	1									
		0.50%	0.00%	0.00%	0.00%	0.61%	0.59%	0.97%	0.00%	1.84%	0.98%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	1.08%	0.72%	0.00%	0.00%	0.18%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	0	0	1	1	0	0	0	1	0	0	0	7	3	5	0	1	3	0	1	1	0	0	0									
		0.43%	0.00%	0.00%	1.64%	0.30%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	2.27%	0.78%	0.93%	0.00%	2.86%	1.20%	0.00%	0.18%	0.18%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1814	66	6	14	89	122	30	26	90	18	13	22	84	127	181	32	6	78	84	190	241	20	58	217									
		32.19%	29.46%	23.08%	22.95%	27.05%	35.99%	9.74%	35.14%	41.47%	17.65%	24.07%	24.18%	27.27%	32.99%	33.52%	39.02%	17.14%	31.20%	32.31%	34.30%	43.58%	16.95%	32.22%	39.82%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	13	0	1	0	1	0	0	0	1	0	0	0	0	3	1	1	0	2	1	1	0	0	0	1									
		0.23%	0.00%	3.85%	0.00%	0.30%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.78%	0.19%	1.22%	0.00%	0.80%	0.38%	0.18%	0.00%	0.00%	0.00%	0.18%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	2	0	0	4	4	5	0	0	0	0	0	0	3	5	0	0	0	2	2	3	1	1	2									
		0.60%	0.89%	0.00%	0.00%	1.22%	1.18%	1.62%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.93%	0.00%	0.00%	0.00%	0.77%	0.36%	0.54%	0.85%	0.56%	0.37%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	32	1	0	0	3	2	4	0	3	0	0	0	1	5	2	0	0	1	0	4	4	0	2	0									
		0.57%	0.45%	0.00%	0.00%	0.91%	0.59%	1.30%	0.00%	1.38%	0.00%	0.00%	0.00%	0.32%	1.30%	0.37%	0.00%	0.00%	0.40%	0.00%	0.72%	0.72%	0.00%	1.11%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	729	9	7	6	51	57	58	10	33	9	18	11	37	50	54	6	10	28	46	57	64	10	12	86									
		12.94%	4.02%	26.92%	9.84%	15.50%	16.81%	18.83%	13.51%	15.21%	8.82%	33.33%	12.09%	12.01%	12.99%	10.00%	7.32%	28.57%	11.20%	17.69%	10.29%	11.57%	8.47%	6.67%	15.78%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	1	2	0	1	2	4	0	0	0	0	0	2	3	2	0	0	1	2	0	2	3	0	0									
		0.44%	0.45%	7.69%	0.00%	0.30%	0.59%	1.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.78%	0.37%	0.00%	0.00%	0.40%	0.77%	0.00%	0.36%	2.54%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	109	3	0	2	4	3	10	1	3	0	1	0	5	11	23	0	0	5	1	11	8	2	4	12									
		1.93%	1.34%	0.00%	3.28%	1.22%	0.88%	3.25%	1.35%	1.38%	0.00%	1.85%	0.00%	1.62%	2.86%	4.26%	0.00%	0.00%	2.00%	0.38%	1.99%	1.45%	1.69%	2.22%	2.20%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
