Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Знаменская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	25	0	5	0	8	0	0	0	0	0	5	6	1					
		0.64%	0.0%	1.46%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	1.46%	2.56%	0.48%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	37	3	5	2	7	4	3	0	0	3	1	8	1					
		0.95%	0.74%	1.46%	0.86%	0.58%	2.17%	1.53%	0.0%	0.0%	0.98%	0.29%	3.41%	0.48%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2	0	1	0	0	0	0	0	0	0	1	0	0					
		0.05%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	12	3	2	0	2	0	0	2	0	1	2	0	0					
		0.30%	0.74%	0.58%	0.0%	0.16%	0.0%	0.0%	1.66%	0.0%	0.32%	0.58%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	9	0	1	0	0	1	0	0	0	3	2	0	2					
		0.23%	0.0%	0.29%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.98%	0.58%	0.0%	0.96%					
24	"7. ""Новый курс - Автомобильная Россия"""	8	0	2	0	0	1	0	0	0	2	1	1	1					
		0.20%	0.0%	0.58%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.65%	0.29%	0.42%	0.48%					
25	"8. ""Народно-республиканская партия России"""	5	0	0	1	0	0	0	0	0	2	2	0	0					
		0.12%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.58%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	3	1	1	0	0	1	0	0	0	0	0	0	0					
		0.07%	0.24%	0.29%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	73	12	10	4	3	14	7	5	0	1	8	4	5					
		1.88%	2.96%	2.92%	1.73%	0.25%	7.60%	3.58%	4.16%	0.0%	0.32%	2.34%	1.70%	2.40%					
28	"11. ""Истинные патриоты России"""	15	0	2	1	1	0	4	0	0	0	2	0	5					
		0.38%	0.0%	0.58%	0.43%	0.08%	0.0%	2.05%	0.0%	0.0%	0.0%	0.58%	0.0%	2.40%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	75	0	11	4	53	2	0	3	0	0	2	0	0					
		1.93%	0.0%	3.21%	1.73%	4.41%	1.08%	0.0%	2.5%	0.0%	0.0%	0.58%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	11	2	1	0	3	1	0	1	0	2	1	0	0					
		0.28%	0.49%	0.29%	0.0%	0.25%	0.54%	0.0%	0.83%	0.0%	0.65%	0.29%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	6	0	3	0	0	1	0	0	0	1	1	0	0					
		0.15%	0.0%	0.87%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.32%	0.29%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	2	0	0	0	0	0	1	0	0	0	0	1	0					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	155	10	21	4	31	9	5	2	0	17	29	13	14					
		3.99%	2.46%	6.14%	1.73%	2.58%	4.89%	2.56%	1.66%	0.0%	5.57%	8.50%	5.55%	6.73%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	7	0	3	1	0	1	0	0	0	0	0	1	1					
		0.18%	0.0%	0.87%	0.43%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.48%					
35	"18. ""ЛДПР"""	280	10	21	14	100	24	19	7	3	34	25	6	17					
		7.21%	2.46%	6.14%	6.08%	8.33%	13.04%	9.74%	5.83%	2.54%	11.14%	7.33%	2.56%	8.17%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	28	0	8	0	0	4	2	2	0	7	2	1	2					
		0.72%	0.0%	2.33%	0.0%	0.0%	2.17%	1.02%	1.66%	0.0%	2.29%	0.58%	0.42%	0.96%					
37	"20. ""Политическая партия ""Единая Россия"""	2065	290	167	179	547	76	109	64	87	205	170	48	123					
		53.19%	71.60%	48.83%	77.82%	45.58%	41.30%	55.89%	53.33%	73.72%	67.21%	49.85%	20.51%	59.13%					
38	"21. ""Российская Конституционно-демократическая партия"""	4	0	0	0	1	1	0	0	0	1	1	0	0					
		0.10%	0.0%	0.0%	0.0%	0.08%	0.54%	0.0%	0.0%	0.0%	0.32%	0.29%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	2	0	0	0	0	0	0	1	0	0	0	1	0					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.83%	0.0%	0.0%	0.0%	0.42%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	698	46	49	17	251	28	33	29	12	17	59	129	28					
		17.98%	11.35%	14.32%	7.39%	20.91%	15.21%	16.92%	24.16%	10.16%	5.57%	17.30%	55.12%	13.46%					
																			
41	Против всех	158	12	17	2	70	12	10	1	2	4	17	7	4					
		4.07%	2.96%	4.97%	0.86%	5.83%	6.52%	5.12%	0.83%	1.69%	1.31%	4.98%	2.99%	1.92%					
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
