Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Голышмановская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13827	327	406	589	385	211	279	798	398	557	341	506	672	796	846	1000	1023	435	91	140	308	547	560	460	458	485	496	46	468	199									
		78.81%	85.16%	85.12%	76.39%	92.99%	88.66%	84.80%	87.02%	42.52%	58.76%	51.12%	62.55%	77.69%	92.45%	87.94%	91.07%	75.22%	94.57%	91.92%	88.05%	91.39%	95.96%	87.36%	65.99%	84.50%	84.35%	91.85%	77.97%	85.40%	70.82%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	36	0	0	1	0	0	0	0	18	5	4	0	0	0	0	1	0	1	0	0	0	0	0	6	0	0	0	0	0	0									
		0.21%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	1.92%	0.53%	0.60%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	40	0	0	2	0	0	0	0	13	0	0	2	0	1	20	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0									
		0.23%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.00%	0.25%	0.00%	0.12%	2.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1191	19	20	56	6	6	4	20	183	132	129	78	12	10	0	20	202	4	5	8	8	4	34	85	42	20	18	9	29	28									
		6.79%	4.95%	4.19%	7.26%	1.45%	2.52%	1.22%	2.18%	19.55%	13.92%	19.34%	9.64%	1.39%	1.16%	0.00%	1.82%	14.85%	0.87%	5.05%	5.03%	2.37%	0.70%	5.30%	12.20%	7.75%	3.48%	3.33%	15.25%	5.29%	9.96%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	1.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	16	0	0	3	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1									
		0.09%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	120	0	5	5	0	0	0	0	71	8	8	3	9	0	0	0	0	0	0	0	1	2	1	6	0	0	0	0	1	0									
		0.68%	0.00%	1.05%	0.65%	0.00%	0.00%	0.00%	0.00%	7.59%	0.84%	1.20%	0.37%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.35%	0.16%	0.86%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1312	0	25	52	23	19	46	65	137	94	71	164	60	40	83	15	124	6	3	8	10	12	23	66	19	54	17	4	46	26									
		7.48%	0.00%	5.24%	6.74%	5.56%	7.98%	13.98%	7.09%	14.64%	9.92%	10.64%	20.27%	6.94%	4.65%	8.63%	1.37%	9.12%	1.30%	3.03%	5.03%	2.97%	2.11%	3.59%	9.47%	3.51%	9.39%	3.15%	6.78%	8.39%	9.25%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	48	0	2	0	0	0	0	0	26	1	4	0	0	0	0	2	0	3	0	0	1	0	2	2	1	0	2	0	0	2									
		0.27%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	2.78%	0.11%	0.60%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.65%	0.00%	0.00%	0.30%	0.00%	0.31%	0.29%	0.18%	0.00%	0.37%	0.00%	0.00%	0.71%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	566	17	5	30	0	0	0	34	30	95	54	45	112	2	13	42	11	4	0	3	2	4	6	19	16	10	1	0	4	7									
		3.23%	4.43%	1.05%	3.89%	0.00%	0.00%	0.00%	3.71%	3.21%	10.02%	8.10%	5.56%	12.95%	0.23%	1.35%	3.83%	0.81%	0.87%	0.00%	1.89%	0.59%	0.70%	0.94%	2.73%	2.95%	1.74%	0.19%	0.00%	0.73%	2.49%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
