Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Слободская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	109	1	5	15	9	1	5	3	5	5	1	2	2	4	2	7	2	2	4	3	2	2	2	3	2	2	1	2	4	3	4	3	1									
14	Число погашенных неиспользованных открепительных удостоверений	438	17	0	10	19	7	8	16	8	7	15	12	13	12	12	17	16	7	11	2	40	18	19	14	18	4	7	2	9	38	24	22	14									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2	1	0	0	0	1	1	1	1	1	0	0	0	0	2	5	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	123	3	8	2	2	3	7	3	1	0	6	6	5	11	10	14	3	2	7	3	0	1	3	0	4	2	5	4	1	3	1	2	1									
		1.20%	1.19%	2.95%	1.21%	1.10%	1.01%	2.31%	2.27%	0.97%	0.00%	1.25%	1.14%	0.94%	1.11%	1.60%	1.63%	0.44%	0.69%	1.32%	0.79%	0.00%	0.63%	1.45%	0.00%	1.59%	1.29%	2.24%	1.49%	0.52%	1.40%	0.48%	1.68%	0.67%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	268	10	4	6	6	12	9	0	3	0	21	12	10	25	14	25	22	3	14	13	3	3	5	4	5	7	4	10	9	2	3	0	4									
		2.62%	3.95%	1.48%	3.64%	3.30%	4.03%	2.97%	0.00%	2.91%	0.00%	4.38%	2.28%	1.87%	2.53%	2.24%	2.92%	3.25%	1.03%	2.65%	3.44%	2.11%	1.90%	2.42%	1.54%	1.99%	4.52%	1.79%	3.72%	4.71%	0.93%	1.44%	0.00%	2.68%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	223	7	10	7	8	8	7	2	3	1	6	8	9	17	17	17	15	5	4	16	3	0	4	4	10	2	3	5	4	8	7	4	2									
		2.18%	2.77%	3.69%	4.24%	4.40%	2.68%	2.31%	1.52%	2.91%	0.94%	1.25%	1.52%	1.69%	1.72%	2.72%	1.98%	2.22%	1.72%	0.76%	4.23%	2.11%	0.00%	1.93%	1.54%	3.98%	1.29%	1.35%	1.86%	2.09%	3.72%	3.37%	3.36%	1.34%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3838	117	99	52	87	103	130	53	46	47	146	160	180	302	186	258	219	117	301	166	61	73	93	111	92	58	107	114	72	81	94	59	54									
		37.46%	46.25%	36.53%	31.52%	47.80%	34.56%	42.90%	40.15%	44.66%	44.34%	30.48%	30.36%	33.71%	30.54%	29.71%	30.11%	32.40%	40.21%	56.90%	43.92%	42.96%	46.20%	44.93%	42.86%	36.65%	37.42%	47.98%	42.38%	37.70%	37.67%	45.19%	49.58%	36.24%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	62	3	2	0	3	2	2	0	1	0	3	3	2	7	3	2	4	4	0	2	1	0	2	1	1	2	1	2	2	1	4	1	1									
		0.61%	1.19%	0.74%	0.00%	1.65%	0.67%	0.66%	0.00%	0.97%	0.00%	0.63%	0.57%	0.37%	0.71%	0.48%	0.23%	0.59%	1.37%	0.00%	0.53%	0.70%	0.00%	0.97%	0.39%	0.40%	1.29%	0.45%	0.74%	1.05%	0.47%	1.92%	0.84%	0.67%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	0	3	0	0	1	0	1	0	0	0	1	1	1	1	1	1	2	1	1	1	0	0	0	1	0	1	0	0	0	1	1	0									
		0.20%	0.00%	1.11%	0.00%	0.00%	0.34%	0.00%	0.76%	0.00%	0.00%	0.00%	0.19%	0.19%	0.10%	0.16%	0.12%	0.15%	0.69%	0.19%	0.26%	0.70%	0.00%	0.00%	0.00%	0.40%	0.00%	0.45%	0.00%	0.00%	0.00%	0.48%	0.84%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3085	50	56	33	47	76	72	44	27	35	173	184	202	345	245	318	231	100	64	89	43	42	32	69	80	48	58	68	52	61	67	22	52									
		30.11%	19.76%	20.66%	20.00%	25.82%	25.50%	23.76%	33.33%	26.21%	33.02%	36.12%	34.91%	37.83%	34.88%	39.14%	37.11%	34.17%	34.36%	12.10%	23.54%	30.28%	26.58%	15.46%	26.64%	31.87%	30.97%	26.01%	25.28%	27.23%	28.37%	32.21%	18.49%	34.90%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	43	2	4	4	0	3	1	1	0	0	2	4	2	4	2	4	2	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1									
		0.42%	0.79%	1.48%	2.42%	0.00%	1.01%	0.33%	0.76%	0.00%	0.00%	0.42%	0.76%	0.37%	0.40%	0.32%	0.47%	0.30%	0.00%	0.00%	0.26%	0.70%	0.63%	0.48%	0.39%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.84%	0.67%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	124	0	3	5	3	8	4	4	0	2	5	7	13	7	8	13	15	2	6	2	2	1	0	3	2	2	2	1	1	3	0	0	0									
		1.21%	0.00%	1.11%	3.03%	1.65%	2.68%	1.32%	3.03%	0.00%	1.89%	1.04%	1.33%	2.43%	0.71%	1.28%	1.52%	2.22%	0.69%	1.13%	0.53%	1.41%	0.63%	0.00%	1.16%	0.80%	1.29%	0.90%	0.37%	0.52%	1.40%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	0	1	0	0	0	0	0	1	1	0	1	2	1	3	0	1	0	0	0	1	0	0	2	1	0	0	0	1	1	0	0									
		0.17%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.94%	0.21%	0.00%	0.19%	0.20%	0.16%	0.35%	0.00%	0.34%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.80%	0.65%	0.00%	0.00%	0.00%	0.47%	0.48%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	136	7	18	1	3	5	7	2	2	9	5	10	10	14	2	9	8	1	1	1	0	0	6	2	1	3	2	2	0	3	1	1	0									
		1.33%	2.77%	6.64%	0.61%	1.65%	1.68%	2.31%	1.52%	1.94%	8.49%	1.04%	1.90%	1.87%	1.42%	0.32%	1.05%	1.18%	0.34%	0.19%	0.26%	0.00%	0.00%	2.90%	0.77%	0.40%	1.94%	0.90%	0.74%	0.00%	1.40%	0.48%	0.84%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1039	33	27	26	12	29	26	10	10	7	63	52	40	92	70	95	81	20	38	33	12	21	35	29	29	13	18	28	33	18	12	11	16									
		10.14%	13.04%	9.96%	15.76%	6.59%	9.73%	8.58%	7.58%	9.71%	6.60%	13.15%	9.87%	7.49%	9.30%	11.18%	11.09%	11.98%	6.87%	7.18%	8.73%	8.45%	13.29%	16.91%	11.20%	11.55%	8.39%	8.07%	10.41%	17.28%	8.37%	5.77%	9.24%	10.74%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	1	2	0	0	2	2	1	3	0	3	2	1	2	1	2	1	0	0	0	1	1	0	3	1	2	0	1	0	0	0	1	1									
		0.33%	0.40%	0.74%	0.00%	0.00%	0.67%	0.66%	0.76%	2.91%	0.00%	0.63%	0.38%	0.19%	0.20%	0.16%	0.23%	0.15%	0.00%	0.00%	0.00%	0.70%	0.63%	0.00%	1.16%	0.40%	1.29%	0.00%	0.37%	0.00%	0.00%	0.00%	0.84%	0.67%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	856	13	26	23	7	34	30	7	5	3	36	49	37	113	47	81	64	27	15	28	8	11	22	16	21	12	17	31	16	26	13	11	7									
		8.36%	5.14%	9.59%	13.94%	3.85%	11.41%	9.90%	5.30%	4.85%	2.83%	7.52%	9.30%	6.93%	11.43%	7.51%	9.45%	9.47%	9.28%	2.84%	7.41%	5.63%	6.96%	10.63%	6.18%	8.37%	7.74%	7.62%	11.52%	8.38%	12.09%	6.25%	9.24%	4.70%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
