Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																																
Дата голосования: 02.12.2007																																																																																
																																																																																
"Наименование Избирательной комиссии:    г. Тула, Пролетарская"																																																																																
																																																																																
Сводная таблица результатов выборов																																																																																
																																																																																
		Сумма	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	2323	28	20	0	26	40	25	11	0	94	16	44	60	52	53	40	0	40	29	0	43	47	33	49	34	50	43	44	43	30	26	37	30	40	30	28	43	46	64	0	0	0	0	59	0	15	47	53	55	30	35	50	30	25	38	37	31	45	21	35	31	31	11	0	15	26	39	34	25	45	28	19	40	35					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2260	27	20	0	26	40	25	11	0	89	15	44	60	52	53	38	0	40	29	0	41	47	33	49	34	50	42	43	40	29	23	35	27	40	29	27	43	43	61	0	0	0	0	59	0	14	45	53	50	30	35	48	30	25	38	35	30	41	21	32	30	30	10	0	15	25	39	32	22	45	28	19	39	35					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1611	3	18	15	28	8	11	11	9	19	34	17	30	13	17	23	19	23	24	33	24	22	13	24	12	33	18	19	28	15	16	25	24	20	17	17	14	14	11	32	4	251	5	28	20	10	16	30	14	17	23	21	13	19	19	17	21	25	10	24	17	24	28	2	26	18	31	19	16	16	11	38	11	14					
14	Число погашенных неиспользованных открепительных удостоверений	63	1	0	0	0	0	0	0	0	5	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	1	3	1	3	2	3	0	1	1	0	3	3	0	0	0	0	0	0	1	2	0	5	0	0	2	0	0	0	2	1	4	0	3	1	1	1	0	0	1	0	2	3	0	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	191	0	1	0	3	1	2	1	0	4	1	5	3	4	4	3	0	5	5	0	2	4	3	3	1	1	6	3	2	2	1	3	2	2	2	2	5	3	3	0	0	0	0	4	0	1	7	5	5	4	2	5	3	3	3	12	4	3	5	5	3	5	1	0	1	1	2	1	2	1	1	1	5	4					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																
18	1.Политическая партия «Аграрная партия России»	1424	11	12	3	15	32	18	13	2	17	11	4	0	33	19	29	1	2	31	3	36	39	33	40	37	31	42	33	19	15	19	30	11	20	10	14	21	37	23	6	10	24	0	22	1	2	34	43	19	15	30	5	25	27	22	29	0	35	30	34	0	22	16	1	12	10	4	27	16	43	27	22	24	21					
		1.96%	2.06%	1.38%	3.03%	1.73%	2.38%	1.80%	3.40%	1.47%	1.98%	1.60%	0.31%	0.00%	2.45%	1.30%	2.18%	1.20%	0.15%	2.25%	2.68%	2.47%	2.60%	2.87%	3.01%	3.47%	2.72%	2.98%	2.43%	1.93%	1.95%	1.99%	2.41%	1.15%	1.71%	1.26%	1.46%	1.45%	2.78%	1.64%	3.64%	4.83%	2.52%	0.00%	1.58%	0.53%	0.54%	2.35%	2.86%	1.41%	1.64%	2.31%	0.48%	2.61%	1.84%	1.75%	1.93%	0.00%	2.85%	3.24%	2.49%	0.00%	1.70%	2.68%	0.82%	2.69%	1.89%	0.31%	2.32%	2.04%	3.13%	2.54%	2.70%	2.17%	2.25%					
19	2.Всероссийская политическая партия «Гражданская Сила»	866	2	13	1	11	20	11	3	2	8	10	4	0	20	28	25	0	2	27	2	39	18	20	8	12	20	26	32	10	12	13	2	10	12	9	13	15	17	10	1	5	16	0	12	2	2	23	18	14	8	12	3	11	15	23	33	0	14	12	26	0	14	4	0	2	4	7	17	5	13	13	8	26	16					
		1.19%	0.37%	1.50%	1.01%	1.27%	1.49%	1.10%	0.79%	1.47%	0.93%	1.46%	0.31%	0.00%	1.48%	1.92%	1.88%	0.00%	0.15%	1.96%	1.79%	2.68%	1.20%	1.74%	0.60%	1.12%	1.75%	1.84%	2.36%	1.02%	1.56%	1.36%	0.16%	1.05%	1.03%	1.14%	1.35%	1.04%	1.28%	0.71%	0.61%	2.42%	1.68%	0.00%	0.86%	1.07%	0.54%	1.59%	1.20%	1.04%	0.88%	0.92%	0.29%	1.15%	1.02%	1.83%	2.20%	0.00%	1.14%	1.30%	1.91%	0.00%	1.08%	0.67%	0.00%	0.45%	0.76%	0.54%	1.46%	0.64%	0.95%	1.22%	0.98%	2.35%	1.71%					
20	3.Политическая партия «Демократическая партия России»	91	1	2	0	5	2	2	0	1	3	0	3	0	1	3	1	0	1	1	0	2	2	2	0	3	1	2	2	1	2	0	0	2	4	1	0	0	1	3	0	0	2	0	1	0	0	3	4	2	1	3	0	0	1	1	3	0	2	2	1	0	2	0	0	1	2	0	3	1	1	0	0	1	0					
		0.13%	0.19%	0.23%	0.00%	0.58%	0.15%	0.20%	0.00%	0.74%	0.35%	0.00%	0.23%	0.00%	0.07%	0.21%	0.08%	0.00%	0.07%	0.07%	0.00%	0.14%	0.13%	0.17%	0.00%	0.28%	0.09%	0.14%	0.15%	0.10%	0.26%	0.00%	0.00%	0.21%	0.34%	0.13%	0.00%	0.00%	0.08%	0.21%	0.00%	0.00%	0.21%	0.00%	0.07%	0.00%	0.00%	0.21%	0.27%	0.15%	0.11%	0.23%	0.00%	0.00%	0.07%	0.08%	0.20%	0.00%	0.16%	0.22%	0.07%	0.00%	0.15%	0.00%	0.00%	0.22%	0.38%	0.00%	0.26%	0.13%	0.07%	0.00%	0.00%	0.09%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9581	59	101	7	118	191	178	55	17	83	71	175	4	205	170	156	15	167	183	5	223	192	191	183	148	205	187	214	123	85	124	164	146	156	89	119	230	251	193	12	21	137	10	187	5	26	198	226	208	129	204	168	133	154	127	196	104	166	128	210	154	145	66	13	46	65	168	112	95	185	173	138	155	134					
		13.19%	11.03%	11.65%	7.07%	13.58%	14.23%	17.76%	14.40%	12.50%	9.66%	10.33%	13.44%	0.25%	15.22%	11.66%	11.74%	18.07%	12.12%	13.30%	4.46%	15.32%	12.80%	16.59%	13.77%	13.87%	17.98%	13.26%	15.76%	12.49%	11.04%	12.99%	13.16%	15.30%	13.36%	11.24%	12.38%	15.87%	18.89%	13.75%	7.27%	10.14%	14.41%	10.00%	13.41%	2.67%	7.05%	13.71%	15.03%	15.48%	14.13%	15.68%	16.08%	13.88%	10.48%	10.11%	13.06%	8.97%	13.51%	13.82%	15.40%	13.70%	11.18%	11.04%	10.66%	10.31%	12.31%	12.99%	9.64%	12.10%	13.47%	16.29%	16.95%	14.00%	14.35%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	716	6	3	0	12	6	4	3	2	3	3	15	12	14	8	18	2	11	18	1	21	11	21	19	13	12	27	17	10	8	6	8	7	5	5	6	13	15	13	0	0	8	0	19	2	2	16	14	17	8	13	10	10	13	20	17	9	13	18	15	18	6	6	1	5	4	6	12	13	11	7	7	11	7					
		0.99%	1.12%	0.35%	0.00%	1.38%	0.45%	0.40%	0.79%	1.47%	0.35%	0.44%	1.15%	0.75%	1.04%	0.55%	1.35%	2.41%	0.80%	1.31%	0.89%	1.44%	0.73%	1.82%	1.43%	1.22%	1.05%	1.91%	1.25%	1.02%	1.04%	0.63%	0.64%	0.73%	0.43%	0.63%	0.62%	0.90%	1.13%	0.93%	0.00%	0.00%	0.84%	0.00%	1.36%	1.07%	0.54%	1.11%	0.93%	1.26%	0.88%	0.99%	0.96%	1.04%	0.88%	1.59%	1.13%	0.78%	1.06%	1.94%	1.10%	1.60%	0.46%	1.00%	0.82%	1.12%	0.76%	0.46%	1.03%	1.66%	0.80%	0.66%	0.86%	0.99%	0.75%					
23	6.Политическая партия «Партия социальной справедливости»	177	0	1	0	3	6	5	0	1	2	3	0	0	6	5	1	1	4	4	0	6	3	3	5	3	1	5	6	1	1	0	2	0	1	3	2	5	4	6	1	0	2	1	4	0	0	3	4	3	2	1	0	1	4	5	5	4	2	1	4	0	4	0	1	2	1	7	2	0	4	7	1	1	1					
		0.24%	0.00%	0.12%	0.00%	0.35%	0.45%	0.50%	0.00%	0.74%	0.23%	0.44%	0.00%	0.00%	0.45%	0.34%	0.08%	1.20%	0.29%	0.29%	0.00%	0.41%	0.20%	0.26%	0.38%	0.28%	0.09%	0.35%	0.44%	0.10%	0.13%	0.00%	0.16%	0.00%	0.09%	0.38%	0.21%	0.35%	0.30%	0.43%	0.61%	0.00%	0.21%	1.00%	0.29%	0.00%	0.00%	0.21%	0.27%	0.22%	0.22%	0.08%	0.00%	0.10%	0.27%	0.40%	0.33%	0.35%	0.16%	0.11%	0.29%	0.00%	0.31%	0.00%	0.82%	0.45%	0.19%	0.54%	0.17%	0.00%	0.29%	0.66%	0.12%	0.09%	0.11%					
24	7.Политическая партия «Либерально-демократическая партия России»	5040	46	72	7	72	104	72	30	18	82	53	8	3	132	96	97	3	4	115	5	129	133	55	78	63	83	141	99	81	74	80	41	35	110	53	73	113	110	105	13	10	79	7	130	14	18	132	115	98	74	103	75	89	73	93	122	6	97	77	103	0	95	38	10	27	42	36	104	56	88	71	71	123	76					
		6.94%	8.60%	8.30%	7.07%	8.29%	7.75%	7.19%	7.85%	13.24%	9.55%	7.71%	0.61%	0.19%	9.80%	6.58%	7.30%	3.61%	0.29%	8.36%	4.46%	8.86%	8.87%	4.78%	5.87%	5.90%	7.28%	10.00%	7.29%	8.22%	9.61%	8.39%	3.29%	3.67%	9.42%	6.69%	7.60%	7.80%	8.28%	7.48%	7.88%	4.83%	8.31%	7.00%	9.33%	7.49%	4.88%	9.14%	7.65%	7.29%	8.11%	7.92%	7.18%	9.29%	4.97%	7.40%	8.13%	0.52%	7.89%	8.32%	7.55%	0.00%	7.32%	6.35%	8.20%	6.05%	7.95%	2.78%	8.95%	7.13%	6.41%	6.69%	8.72%	11.11%	8.14%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7452	31	86	7	88	139	104	36	15	65	43	99	100	129	168	132	11	6	138	11	148	143	72	145	127	111	149	159	95	86	125	135	97	116	104	130	169	148	170	8	19	87	2	116	4	2	114	153	143	111	141	166	101	154	164	120	92	158	117	148	112	146	68	10	48	57	188	142	89	191	129	102	115	98					
		10.26%	5.79%	9.92%	7.07%	10.13%	10.36%	10.38%	9.42%	11.03%	7.57%	6.26%	7.60%	6.23%	9.58%	11.52%	9.93%	13.25%	0.44%	10.03%	9.82%	10.16%	9.53%	6.26%	10.91%	11.90%	9.74%	10.57%	11.71%	9.64%	11.17%	13.10%	10.83%	10.17%	9.93%	13.13%	13.53%	11.66%	11.14%	12.11%	4.85%	9.18%	9.15%	2.00%	8.32%	2.14%	0.54%	7.89%	10.17%	10.64%	12.16%	10.84%	15.89%	10.54%	10.48%	13.06%	7.99%	7.94%	12.86%	12.63%	10.85%	9.96%	11.26%	11.37%	8.20%	10.76%	10.80%	14.54%	12.22%	11.34%	13.91%	12.15%	12.53%	10.39%	10.49%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	875	11	26	0	29	19	8	1	1	7	14	4	0	24	35	26	0	0	25	1	52	30	19	25	23	26	14	20	24	12	8	3	12	13	11	12	16	8	8	3	4	12	2	18	3	3	25	13	15	15	16	3	10	16	24	17	0	9	9	9	0	14	5	0	1	0	9	7	5	10	7	7	12	5					
		1.20%	2.06%	2.99%	0.00%	3.34%	1.42%	0.80%	0.26%	0.74%	0.81%	2.04%	0.31%	0.00%	1.78%	2.40%	1.96%	0.00%	0.00%	1.82%	0.89%	3.57%	2.00%	1.65%	1.88%	2.16%	2.28%	0.99%	1.47%	2.44%	1.56%	0.84%	0.24%	1.26%	1.11%	1.39%	1.25%	1.10%	0.60%	0.57%	1.82%	1.93%	1.26%	2.00%	1.29%	1.60%	0.81%	1.73%	0.86%	1.12%	1.64%	1.23%	0.29%	1.04%	1.09%	1.91%	1.13%	0.00%	0.73%	0.97%	0.66%	0.00%	1.08%	0.84%	0.00%	0.22%	0.00%	0.70%	0.60%	0.64%	0.73%	0.66%	0.86%	1.08%	0.54%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	43884	362	521	71	486	770	556	232	73	571	459	977	1426	734	845	790	48	1123	771	84	739	877	699	780	599	613	739	701	597	448	558	839	616	693	479	571	807	684	808	117	135	549	72	847	154	307	839	874	768	519	727	595	545	972	730	899	932	683	494	774	831	817	363	81	290	319	854	691	473	757	589	423	580	538					
		60.43%	67.66%	60.09%	71.72%	55.93%	57.38%	55.49%	60.73%	53.68%	66.47%	66.81%	75.04%	88.85%	54.49%	57.96%	59.44%	57.83%	81.49%	56.03%	75.00%	50.76%	58.47%	60.73%	58.69%	56.14%	53.77%	52.41%	51.62%	60.61%	58.18%	58.49%	67.34%	64.57%	59.33%	60.48%	59.42%	55.69%	51.47%	57.55%	70.91%	65.22%	57.73%	72.00%	60.76%	82.35%	83.20%	58.10%	58.11%	57.14%	56.85%	55.88%	56.94%	56.89%	66.12%	58.12%	59.89%	80.41%	55.57%	53.35%	56.74%	73.93%	62.99%	60.70%	66.39%	65.02%	60.42%	66.05%	59.47%	60.25%	55.13%	55.46%	51.97%	52.39%	57.60%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1850	2	19	2	17	44	32	8	2	11	13	3	60	39	71	39	0	44	46	0	51	37	29	36	28	28	65	65	17	19	16	14	9	31	20	13	46	34	45	4	3	22	6	29	1	1	43	30	43	23	38	5	20	32	41	48	0	39	24	23	0	22	25	4	7	19	8	36	23	56	28	23	39	30					
		2.55%	0.37%	2.19%	2.02%	1.96%	3.28%	3.19%	2.09%	1.47%	1.28%	1.89%	0.23%	3.74%	2.90%	4.87%	2.93%	0.00%	3.19%	3.34%	0.00%	3.50%	2.47%	2.52%	2.71%	2.62%	2.46%	4.61%	4.79%	1.73%	2.47%	1.68%	1.12%	0.94%	2.65%	2.53%	1.35%	3.17%	2.56%	3.21%	2.42%	1.45%	2.31%	6.00%	2.08%	0.53%	0.27%	2.98%	1.99%	3.20%	2.52%	2.92%	0.48%	2.09%	2.18%	3.26%	3.20%	0.00%	3.17%	2.59%	1.69%	0.00%	1.70%	4.18%	3.28%	1.57%	3.60%	0.62%	3.10%	2.93%	4.08%	2.64%	2.83%	3.52%	3.21%					
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
