Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Анадырская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1									
		0.11%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.48%	0.45%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	23	5	3	5	0	1	0	0	0	0	0	0	6	2	1	0									
		0.66%	2.00%	0.65%	2.12%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.29%	1.57%	0.48%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	235	30	45	21	27	9	2	3	24	4	18	6	31	2	10	3									
		6.71%	12.00%	9.78%	8.90%	7.65%	3.98%	3.23%	2.97%	7.10%	3.51%	5.81%	17.65%	6.68%	1.57%	4.83%	1.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	0	1	0	2	0	1	1	5	2	1	0	2	1	0	0									
		0.46%	0.00%	0.22%	0.00%	0.57%	0.00%	1.61%	0.99%	1.48%	1.75%	0.32%	0.00%	0.43%	0.79%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	75	6	17	4	17	3	0	0	4	0	6	1	11	0	4	2									
		2.14%	2.40%	3.70%	1.69%	4.82%	1.33%	0.00%	0.00%	1.18%	0.00%	1.94%	2.94%	2.37%	0.00%	1.93%	0.90%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
