Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Яранская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	269	11	27	9	14	12	4	14	4	19	9	17	3	2	1	2	5	11	3	8	1	5	7	11	5	3	3	6	4	2	8	11	3	5	5	6	6	3									
		2.92%	2.79%	3.79%	1.93%	3.12%	1.90%	0.84%	5.43%	1.90%	4.30%	1.84%	2.72%	1.74%	2.27%	0.96%	2.17%	3.79%	5.07%	1.45%	5.13%	0.93%	3.62%	3.52%	5.88%	2.86%	2.52%	2.34%	2.71%	1.36%	2.27%	5.93%	4.31%	3.70%	4.85%	2.36%	6.19%	3.53%	1.56%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	228	5	11	11	12	15	17	2	5	14	11	14	6	3	4	3	3	9	6	5	2	4	2	5	0	0	5	6	7	4	3	12	6	1	5	4	2	4									
		2.47%	1.27%	1.54%	2.36%	2.67%	2.38%	3.55%	0.78%	2.38%	3.17%	2.25%	2.24%	3.49%	3.41%	3.85%	3.26%	2.27%	4.15%	2.90%	3.21%	1.87%	2.90%	1.01%	2.67%	0.00%	0.00%	3.91%	2.71%	2.38%	4.55%	2.22%	4.71%	7.41%	0.97%	2.36%	4.12%	1.18%	2.08%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3679	145	236	154	151	231	174	92	69	155	157	230	94	38	47	39	78	69	76	57	43	80	85	97	100	62	48	104	136	43	67	126	38	43	88	41	87	99									
		39.89%	36.80%	33.10%	32.98%	33.63%	36.67%	36.33%	35.66%	32.86%	35.07%	32.17%	36.86%	54.65%	43.18%	45.19%	42.39%	59.09%	31.80%	36.71%	36.54%	40.19%	57.97%	42.71%	51.87%	57.14%	52.10%	37.50%	47.06%	46.26%	48.86%	49.63%	49.41%	46.91%	41.75%	41.51%	42.27%	51.18%	51.56%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	38	3	2	1	3	3	1	0	1	1	5	2	0	2	1	0	0	2	0	2	0	1	1	1	0	0	0	0	3	0	0	2	0	0	0	0	0	1									
		0.41%	0.76%	0.28%	0.21%	0.67%	0.48%	0.21%	0.00%	0.48%	0.23%	1.02%	0.32%	0.00%	2.27%	0.96%	0.00%	0.00%	0.92%	0.00%	1.28%	0.00%	0.72%	0.50%	0.53%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	0	1	1	2	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	3									
		0.20%	0.00%	0.00%	0.21%	0.22%	0.32%	0.00%	0.39%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.48%	0.00%	0.00%	0.00%	0.50%	0.53%	0.00%	0.84%	0.78%	0.45%	0.34%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	1.56%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2240	91	165	137	123	160	113	74	74	119	121	116	27	17	26	28	21	59	58	45	23	28	55	46	39	23	37	64	56	22	31	35	19	38	43	22	41	44									
		24.29%	23.10%	23.14%	29.34%	27.39%	25.40%	23.59%	28.68%	35.24%	26.92%	24.80%	18.59%	15.70%	19.32%	25.00%	30.43%	15.91%	27.19%	28.02%	28.85%	21.50%	20.29%	27.64%	24.60%	22.29%	19.33%	28.91%	28.96%	19.05%	25.00%	22.96%	13.73%	23.46%	36.89%	20.28%	22.68%	24.12%	22.92%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	0	4	0	3	0	3	2	0	1	2	1	0	0	3	0	0	3	0	2	0	1	1	0	0	0	0	0	1	0	1	0	1	0	2	1	0	0									
		0.35%	0.00%	0.56%	0.00%	0.67%	0.00%	0.63%	0.78%	0.00%	0.23%	0.41%	0.16%	0.00%	0.00%	2.88%	0.00%	0.00%	1.38%	0.00%	1.28%	0.00%	0.72%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.74%	0.00%	1.23%	0.00%	0.94%	1.03%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	57	2	5	2	0	5	5	0	0	3	3	5	0	3	0	0	0	0	3	0	1	0	0	0	0	2	0	1	15	0	0	0	0	0	1	1	0	0									
		0.62%	0.51%	0.70%	0.43%	0.00%	0.79%	1.04%	0.00%	0.00%	0.68%	0.61%	0.80%	0.00%	3.41%	0.00%	0.00%	0.00%	0.00%	1.45%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	1.68%	0.00%	0.45%	5.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	1.03%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.16%	0.58%	1.14%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.72%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	61	1	8	3	0	8	8	5	0	2	3	5	0	0	0	0	0	2	1	0	1	1	2	0	0	0	1	0	3	0	1	2	1	1	0	0	0	2									
		0.66%	0.25%	1.12%	0.64%	0.00%	1.27%	1.67%	1.94%	0.00%	0.45%	0.61%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.92%	0.48%	0.00%	0.93%	0.72%	1.01%	0.00%	0.00%	0.00%	0.78%	0.00%	1.02%	0.00%	0.74%	0.78%	1.23%	0.97%	0.00%	0.00%	0.00%	1.04%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1463	84	135	82	86	127	94	32	29	55	98	134	20	16	17	8	13	37	27	20	24	7	22	13	16	13	21	27	36	5	14	34	4	9	45	17	25	17									
		15.86%	21.32%	18.93%	17.56%	19.15%	20.16%	19.62%	12.40%	13.81%	12.44%	20.08%	21.47%	11.63%	18.18%	16.35%	8.70%	9.85%	17.05%	13.04%	12.82%	22.43%	5.07%	11.06%	6.95%	9.14%	10.92%	16.41%	12.22%	12.24%	5.68%	10.37%	13.33%	4.94%	8.74%	21.23%	17.53%	14.71%	8.85%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	1	1	0	1	0	0	2	2	1	0	1	0	0	0	0	2	0	0	3	0	0	1	0	0	1	0	1	2	0	0	0	0	0	1	1	0	0									
		0.23%	0.25%	0.14%	0.00%	0.22%	0.00%	0.00%	0.78%	0.95%	0.23%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	1.52%	0.00%	0.00%	1.92%	0.00%	0.00%	0.50%	0.00%	0.00%	0.84%	0.00%	0.45%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	1.03%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	813	35	94	49	46	55	41	24	19	54	57	73	10	5	5	10	8	20	22	10	12	8	16	10	9	9	9	3	18	9	6	17	7	4	19	4	6	10									
		8.81%	8.88%	13.18%	10.49%	10.24%	8.73%	8.56%	9.30%	9.05%	12.22%	11.68%	11.70%	5.81%	5.68%	4.81%	10.87%	6.06%	9.22%	10.63%	6.41%	11.21%	5.80%	8.04%	5.35%	5.14%	7.56%	7.03%	1.36%	6.12%	10.23%	4.44%	6.67%	8.64%	3.88%	8.96%	4.12%	3.53%	5.21%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
