Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Судогодская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594					
		1.05%	1.46%	0.73%	0.70%	0.66%	1.75%	2.44%	1.38%	0.23%	0.49%	0.38%	0.77%	0.52%	0.98%	0.0%	1.08%	1.43%	1.38%	0.67%	1.82%	1.39%	0.0%	0.86%	1.47%	0.0%	2.84%	0.68%	0.0%	2.34%	0.41%	1.73%	1.69%	0.94%	0.0%	2.77%	0.90%	3.73%	1.44%	0.0%	0.30%					
30	"13. ""Демократическая партия России"""	40	3	4	0	0	0	2	2	3	1	0	0	0	1	10	0	0	0	0	2	0	1	0	0	0	1	1	1	0	0	0	4	1	0	1	0	0	1	0	1					
		0.27%	0.39%	0.58%	0.0%	0.0%	0.0%	0.30%	0.69%	0.71%	0.12%	0.0%	0.0%	0.0%	0.32%	1.59%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.45%	0.0%	0.0%	0.0%	0.21%	0.34%	0.61%	0.0%	0.0%	0.0%	0.67%	0.18%	0.0%	0.92%	0.0%	0.0%	0.36%	0.0%	0.30%					
31	"14. ""Великая Россия - Евразийский Союз"""	57	5	1	0	11	7	9	0	2	2	0	0	0	0	3	0	1	0	1	3	1	0	2	1	0	1	1	0	0	2	0	0	0	0	0	0	0	2	0	2					
		0.38%	0.66%	0.14%	0.0%	1.03%	0.87%	1.37%	0.0%	0.47%	0.24%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.28%	0.0%	0.22%	0.60%	0.69%	0.0%	0.86%	0.73%	0.0%	0.21%	0.34%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.72%	0.0%	0.60%					
32	"15. ""Партия СЛОН"""	24	3	1	1	2	2	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	2	0	1	0	2	2	0	0	3	1	0	0	0	0	0	0	0	0	0					
		0.16%	0.39%	0.14%	0.14%	0.18%	0.25%	0.0%	0.0%	0.0%	0.12%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.69%	0.90%	0.0%	0.73%	0.0%	0.43%	0.68%	0.0%	0.0%	0.61%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1143	90	89	58	112	89	47	14	30	27	9	37	26	16	80	4	22	2	39	31	4	17	6	4	1	27	20	10	5	20	2	71	47	1	3	15	0	25	12	31					
		7.74%	11.96%	13.10%	8.12%	10.56%	11.13%	7.18%	4.84%	7.19%	3.36%	3.48%	5.73%	6.87%	5.22%	12.77%	4.34%	6.32%	1.38%	8.74%	6.27%	2.79%	7.72%	2.59%	2.94%	1.63%	5.90%	6.89%	6.17%	3.90%	4.13%	1.15%	12.01%	8.86%	2.27%	2.77%	6.81%	0.0%	9.05%	7.5%	9.42%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	50	0	1	1	1	0	1	0	2	4	4	3	1	1	0	0	0	2	3	2	0	3	1	0	0	1	0	0	1	1	4	4	2	0	3	0	0	1	1	2					
		0.33%	0.0%	0.14%	0.14%	0.09%	0.0%	0.15%	0.0%	0.47%	0.49%	1.55%	0.46%	0.26%	0.32%	0.0%	0.0%	0.0%	1.38%	0.67%	0.40%	0.0%	1.36%	0.43%	0.0%	0.0%	0.21%	0.0%	0.0%	0.78%	0.20%	2.31%	0.67%	0.37%	0.0%	2.77%	0.0%	0.0%	0.36%	0.62%	0.60%					
35	"18. ""ЛДПР"""	2421	123	107	120	144	131	138	62	69	181	61	120	88	56	72	27	67	18	52	77	29	31	32	29	2	75	37	34	13	82	14	73	89	6	16	19	16	40	19	52					
		16.40%	16.35%	15.75%	16.80%	13.58%	16.39%	21.10%	21.45%	16.54%	22.54%	23.64%	18.60%	23.28%	18.30%	11.50%	29.34%	19.25%	12.5%	11.65%	15.58%	20.27%	14.09%	13.85%	21.32%	3.27%	16.41%	12.75%	20.98%	10.15%	16.94%	8.09%	12.35%	16.79%	13.63%	14.81%	8.63%	14.95%	14.49%	11.87%	15.80%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	444	20	15	27	31	32	17	11	20	26	11	13	17	6	24	4	11	3	17	11	2	9	5	9	3	11	11	1	0	19	6	15	17	0	0	3	2	3	1	11					
		3.00%	2.65%	2.20%	3.78%	2.92%	4.00%	2.59%	3.80%	4.79%	3.23%	4.26%	2.01%	4.49%	1.96%	3.83%	4.34%	3.16%	2.08%	3.81%	2.22%	1.39%	4.09%	2.16%	6.61%	4.91%	2.40%	3.79%	0.61%	0.0%	3.92%	3.46%	2.53%	3.20%	0.0%	0.0%	1.36%	1.86%	1.08%	0.62%	3.34%					
37	"20. ""Политическая партия ""Единая Россия"""	4517	172	194	216	266	148	164	79	123	248	112	218	86	122	138	31	93	44	179	212	56	81	109	52	31	105	104	57	42	199	75	157	157	8	28	83	33	110	69	116					
		30.61%	22.87%	28.57%	30.25%	25.09%	18.52%	25.07%	27.33%	29.49%	30.88%	43.41%	33.79%	22.75%	39.86%	22.04%	33.69%	26.72%	30.55%	40.13%	42.91%	39.16%	36.81%	47.18%	38.23%	50.81%	22.97%	35.86%	35.18%	32.81%	41.11%	43.35%	26.56%	29.62%	18.18%	25.92%	37.72%	30.84%	39.85%	43.12%	35.25%					
38	"21. ""Российская Конституционно-демократическая партия"""	12	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	1	2	0	1	0	0	0	1	1					
		0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	1.63%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.37%	0.0%	0.92%	0.0%	0.0%	0.0%	0.62%	0.30%					
39	"22. ""Развитие предпринимательства"""	46	2	5	0	2	1	1	1	2	5	0	1	1	2	3	0	1	1	1	2	1	0	0	0	1	0	2	2	0	3	1	2	2	0	0	0	0	0	0	1					
		0.31%	0.26%	0.73%	0.0%	0.18%	0.12%	0.15%	0.34%	0.47%	0.62%	0.0%	0.15%	0.26%	0.65%	0.47%	0.0%	0.28%	0.69%	0.22%	0.40%	0.69%	0.0%	0.0%	0.0%	1.63%	0.0%	0.68%	1.23%	0.0%	0.61%	0.57%	0.33%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2714	158	122	156	249	165	139	55	98	151	25	148	104	27	76	11	59	27	54	43	20	13	35	19	17	110	46	37	29	94	20	96	109	16	35	53	24	28	13	33					
		18.39%	21.01%	17.96%	21.84%	23.49%	20.65%	21.25%	19.03%	23.50%	18.80%	9.68%	22.94%	27.51%	8.82%	12.14%	11.95%	16.95%	18.75%	12.10%	8.70%	13.98%	5.90%	15.15%	13.97%	27.86%	24.07%	15.86%	22.83%	22.65%	19.42%	11.56%	16.24%	20.56%	36.36%	32.40%	24.09%	22.42%	10.14%	8.12%	10.03%					
																																														
41	Против всех	609	48	29	11	56	49	37	26	9	39	2	27	14	13	50	2	18	5	15	10	5	7	6	2	1	19	12	9	4	11	2	20	21	1	2	4	0	8	6	9					
		4.12%	6.38%	4.27%	1.54%	5.28%	6.13%	5.65%	8.99%	2.15%	4.85%	0.77%	4.18%	3.70%	4.24%	7.98%	2.17%	5.17%	3.47%	3.36%	2.02%	3.49%	3.18%	2.59%	1.47%	1.63%	4.15%	4.13%	5.55%	3.12%	2.27%	1.15%	3.38%	3.96%	2.27%	1.85%	1.81%	0.0%	2.89%	3.75%	2.73%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
