Выборы Президента Российской Федерации																																																																						
																																																																						
Наименование Избирательной комиссии:    Мамадышская																																																																						
																																																																						
Итоги голосования 																																																																						
																																																																						
		Сумма	УИК №1880	УИК №1881	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932	УИК №1933	УИК №1934	УИК №1935	УИК №1936	УИК №1937	УИК №1938	УИК №1939	УИК №1940	УИК №1941	УИК №1942					
11	Число полученных открепительных  удостоверений	498	5	5	5	5	5	5	5	5	5	5	5	5	8	5	10	10	5	10	5	10	5	5	5	5	5	5	5	5	25	25	25	25	25	30	0	10	5	10	5	5	5	10	5	5	5	5	5	5	5	5	15	5	10	5	5	5	5	5	10	5	5	10	5					
12	Число выданных открепительных удостоверений	169	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	0	1	5	0	4	0	5	0	0	0	0	0	0	24	17	16	6	6	28	0	6	1	2	0	2	0	1	1	0	0	1	0	1	0	0	15	1	2	0	0	0	1	0	9	0	0	5	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	122	0	1	0	2	2	0	1	0	2	2	8	1	1	1	3	3	3	5	6	1	0	0	1	1	0	1	0	2	4	8	5	2	8	3	0	1	1	3	0	0	0	0	0	5	3	0	0	3	2	1	2	5	4	0	1	2	2	0	2	0	3	3	2					
14	Число неиспользованных открепительных удостоверений	329	5	5	5	5	5	5	5	5	5	5	5	5	7	4	4	10	4	5	5	6	5	0	5	5	5	5	5	5	1	8	9	19	19	2	0	4	4	8	5	3	5	9	4	5	5	4	5	4	5	5	0	4	8	5	5	5	4	5	1	5	5	5	4					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																						
18	. Глазьев Сергей Юрьевич	293	3	0	2	1	6	2	7	4	2	3	0	2	1	0	20	0	0	1	0	0	2	3	0	4	4	0	4	5	15	11	9	1	16	21	7	14	2	9	2	0	5	3	11	0	3	3	7	1	0	0	23	10	21	0	3	1	7	0	8	0	1	0	3					
		0.91%	0.74%	0.00%	0.74%	0.75%	2.44%	0.65%	1.39%	0.99%	1.17%	1.90%	0.00%	1.72%	0.18%	0.00%	2.36%	0.00%	0.00%	0.09%	0.00%	0.00%	1.13%	0.32%	0.00%	0.87%	2.63%	0.00%	0.71%	1.15%	1.07%	0.83%	0.67%	0.08%	1.25%	1.23%	4.12%	1.70%	0.43%	0.91%	0.72%	0.00%	1.27%	0.38%	2.67%	0.00%	1.09%	0.65%	1.22%	0.43%	0.00%	0.00%	1.79%	3.29%	3.33%	0.00%	0.81%	0.52%	2.17%	0.00%	1.42%	0.00%	0.65%	0.00%	0.69%					
19	. Малышкин Олег Александрович	131	2	0	2	2	0	3	3	2	1	0	3	0	2	0	6	0	0	3	0	7	1	3	0	0	0	0	2	0	4	6	5	5	2	15	0	0	1	0	3	0	0	2	2	3	0	0	6	1	0	3	10	8	6	0	4	1	0	0	2	0	0	0	0					
		0.41%	0.49%	0.00%	0.74%	1.50%	0.00%	0.97%	0.60%	0.50%	0.58%	0.00%	2.33%	0.00%	0.36%	0.00%	0.71%	0.00%	0.00%	0.28%	0.00%	0.99%	0.56%	0.32%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.29%	0.45%	0.37%	0.42%	0.16%	0.88%	0.00%	0.00%	0.22%	0.00%	1.08%	0.00%	0.00%	0.25%	0.49%	0.77%	0.00%	0.00%	1.05%	0.43%	0.00%	1.79%	0.78%	2.63%	0.95%	0.00%	1.08%	0.52%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	207	3	1	1	0	1	0	8	2	0	1	0	0	0	0	3	0	0	4	2	0	0	6	1	2	0	0	7	0	12	4	11	37	9	24	3	6	2	5	1	2	3	1	7	0	0	0	2	0	0	2	9	5	0	0	8	0	0	0	6	0	1	5	0					
		0.65%	0.74%	0.78%	0.37%	0.00%	0.41%	0.00%	1.59%	0.50%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.37%	0.38%	0.00%	0.00%	0.64%	0.78%	0.44%	0.00%	0.00%	1.25%	0.00%	0.86%	0.30%	0.81%	3.09%	0.70%	1.41%	1.76%	0.73%	0.43%	0.51%	0.36%	0.59%	0.76%	0.13%	1.70%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	1.19%	0.70%	1.64%	0.00%	0.00%	2.16%	0.00%	0.00%	0.00%	1.07%	0.00%	0.65%	0.49%	0.00%					
21	. Путин Владимир Владимирович	30147	387	123	257	125	228	292	463	384	160	147	126	108	525	123	781	592	330	1025	519	668	169	901	126	419	145	136	504	395	1306	1232	1283	1140	1220	1574	131	783	450	947	263	328	380	748	384	351	241	450	544	194	156	152	1224	218	567	322	341	188	296	339	515	135	149	1010	428					
		94.06%	95.09%	95.35%	95.19%	93.98%	92.68%	94.50%	91.87%	95.05%	93.57%	93.04%	97.67%	93.10%	94.94%	89.78%	92.21%	96.26%	97.06%	95.26%	97.37%	94.08%	95.48%	95.75%	98.44%	91.48%	95.39%	95.77%	90.00%	90.60%	93.49%	93.26%	94.97%	95.32%	94.94%	92.37%	77.06%	94.91%	96.98%	95.95%	94.27%	97.04%	96.20%	95.29%	93.20%	90.46%	87.64%	96.77%	94.77%	84.35%	95.71%	90.48%	95.40%	71.71%	90.00%	93.06%	91.91%	97.92%	91.93%	99.41%	91.47%	98.54%	96.75%	99.31%	97.94%					
22	. Хакамада Ирина Муцуовна	155	2	1	1	1	0	7	2	3	2	0	0	1	3	2	8	0	1	6	1	0	0	4	0	1	0	5	3	5	9	5	7	1	0	21	3	11	1	0	0	0	0	4	2	2	0	0	3	3	0	1	4	4	4	5	4	0	0	0	0	0	1	0	1					
		0.48%	0.49%	0.78%	0.37%	0.75%	0.00%	2.27%	0.40%	0.74%	1.17%	0.00%	0.00%	0.86%	0.54%	1.46%	0.94%	0.00%	0.29%	0.56%	0.19%	0.00%	0.00%	0.43%	0.00%	0.22%	0.00%	3.52%	0.54%	1.15%	0.64%	0.38%	0.52%	0.08%	0.00%	1.23%	1.76%	1.33%	0.22%	0.00%	0.00%	0.00%	0.00%	0.51%	0.49%	0.52%	0.00%	0.00%	0.52%	1.30%	0.00%	0.60%	0.31%	1.32%	0.63%	1.45%	1.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.23%					
23	. Харитонов Николай Михайлович	834	9	3	3	2	5	3	12	6	6	4	0	5	19	2	13	19	5	32	8	35	5	19	1	31	3	0	32	17	40	50	13	5	35	33	22	6	3	7	7	5	7	22	2	30	12	12	12	30	3	10	13	53	32	16	10	1	16	0	21	2	2	0	3					
		2.60%	2.21%	2.33%	1.11%	1.50%	2.03%	0.97%	2.38%	1.49%	3.51%	2.53%	0.00%	4.31%	3.44%	1.46%	1.53%	3.09%	1.47%	2.97%	1.50%	4.93%	2.82%	2.02%	0.78%	6.77%	1.97%	0.00%	5.71%	3.90%	2.86%	3.79%	0.96%	0.42%	2.72%	1.94%	12.94%	0.73%	0.65%	0.71%	2.51%	1.48%	1.77%	2.80%	0.49%	7.73%	4.36%	2.58%	2.09%	13.04%	1.84%	5.95%	1.01%	17.43%	5.08%	4.62%	2.70%	0.52%	4.97%	0.00%	3.73%	1.46%	1.30%	0.00%	0.69%					
																																																																						
24	Против всех	137	1	1	4	2	0	1	8	0	0	2	0	0	3	0	2	4	1	5	0	0	0	5	0	0	0	1	6	8	3	7	10	7	3	16	4	1	2	5	2	1	0	1	2	2	5	0	0	1	1	0	0	6	0	0	1	0	0	0	3	0	0	0	0					
		0.43%	0.25%	0.78%	1.48%	1.50%	0.00%	0.32%	1.59%	0.00%	0.00%	1.27%	0.00%	0.00%	0.54%	0.00%	0.24%	0.65%	0.29%	0.46%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.70%	1.07%	1.83%	0.21%	0.53%	0.74%	0.59%	0.23%	0.94%	2.35%	0.12%	0.43%	0.51%	0.72%	0.30%	0.00%	0.13%	0.49%	0.52%	1.82%	0.00%	0.00%	0.43%	0.61%	0.00%	0.00%	1.97%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
