Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
"Наименование Избирательной комиссии:    Самара, Самарская"																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	339	19	6	24	21	11	31	22	50	40	51	22	24	18					
		3.01%	2.43%	0.55%	2.05%	2.92%	1.29%	3.52%	2.66%	4.52%	4.29%	5.72%	2.75%	3.52%	3.52%					
23	6.Политическая партия «Партия социальной справедливости»	26	2	2	5	1	0	2	1	1	6	3	2	0	1					
		0.23%	0.26%	0.18%	0.43%	0.14%	0.00%	0.23%	0.12%	0.09%	0.64%	0.34%	0.25%	0.00%	0.20%					
24	7.Политическая партия «Либерально-демократическая партия России»	1134	76	125	101	53	81	74	76	110	89	108	91	93	57					
		10.08%	9.71%	11.38%	8.65%	7.38%	9.52%	8.41%	9.18%	9.95%	9.54%	12.12%	11.39%	13.66%	11.15%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1281	79	60	127	91	114	119	118	99	124	102	100	86	62					
		11.39%	10.09%	5.46%	10.87%	12.67%	13.40%	13.52%	14.25%	8.96%	13.29%	11.45%	12.52%	12.63%	12.13%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	106	8	14	13	7	8	9	7	10	10	4	6	4	6					
		0.94%	1.02%	1.28%	1.11%	0.97%	0.94%	1.02%	0.85%	0.90%	1.07%	0.45%	0.75%	0.59%	1.17%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5599	400	663	596	381	447	416	392	555	455	384	377	298	235					
		49.79%	51.09%	60.38%	51.03%	53.06%	52.53%	47.27%	47.34%	50.23%	48.77%	43.10%	47.18%	43.76%	45.99%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	377	29	18	34	23	19	36	21	33	34	40	34	26	30					
		3.35%	3.70%	1.64%	2.91%	3.20%	2.23%	4.09%	2.54%	2.99%	3.64%	4.49%	4.26%	3.82%	5.87%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
