Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Романовская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	29	3	1	3	0	3	1	2	0	0	0	5	4	4	2	1									
		0.56%	0.78%	0.52%	0.78%	0.00%	0.84%	0.50%	1.67%	0.00%	0.00%	0.00%	0.64%	0.51%	0.66%	0.38%	0.38%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	242	18	8	19	11	22	13	8	1	8	6	37	37	33	12	9									
		4.71%	4.65%	4.19%	4.92%	5.00%	6.16%	6.44%	6.67%	1.72%	8.00%	4.14%	4.71%	4.73%	5.41%	2.26%	3.40%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	89	8	2	8	3	11	2	2	3	0	3	6	17	11	9	4									
		1.73%	2.07%	1.05%	2.07%	1.36%	3.08%	0.99%	1.67%	5.17%	0.00%	2.07%	0.76%	2.17%	1.80%	1.70%	1.51%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1710	122	64	130	105	150	69	44	23	38	49	231	236	161	191	97									
		33.27%	31.52%	33.51%	33.68%	47.73%	42.02%	34.16%	36.67%	39.66%	38.00%	33.79%	29.39%	30.18%	26.39%	36.04%	36.60%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	32	0	0	7	1	1	0	2	0	1	2	6	3	3	3	3									
		0.62%	0.00%	0.00%	1.81%	0.45%	0.28%	0.00%	1.67%	0.00%	1.00%	1.38%	0.76%	0.38%	0.49%	0.57%	1.13%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	1	0	0	0	1	0	0	0	0	0	2	1	1	0	2									
		0.16%	0.26%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.13%	0.16%	0.00%	0.75%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	884	69	24	57	23	38	42	14	14	12	32	145	118	109	140	47									
		17.20%	17.83%	12.57%	14.77%	10.45%	10.64%	20.79%	11.67%	24.14%	12.00%	22.07%	18.45%	15.09%	17.87%	26.42%	17.74%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	1	0	1	2	0	0	0	0	0	1	1	5	3	1	0									
		0.29%	0.26%	0.00%	0.26%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.13%	0.64%	0.49%	0.19%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	3	1	3	2	0	2	0	0	0	0	4	8	2	5	0									
		0.58%	0.78%	0.52%	0.78%	0.91%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%	0.51%	1.02%	0.33%	0.94%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	1	0	0	1	0	0	1	0	0	0	0	0	2	1	0									
		0.12%	0.26%	0.00%	0.00%	0.45%	0.00%	0.00%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.19%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	40	1	0	3	1	2	0	0	1	2	0	15	7	2	5	1									
		0.78%	0.26%	0.00%	0.78%	0.45%	0.56%	0.00%	0.00%	1.72%	2.00%	0.00%	1.91%	0.90%	0.33%	0.94%	0.38%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1074	95	74	70	35	89	42	29	11	33	29	146	172	140	76	33									
		20.90%	24.55%	38.74%	18.13%	15.91%	24.93%	20.79%	24.17%	18.97%	33.00%	20.00%	18.58%	21.99%	22.95%	14.34%	12.45%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	2	0	2	0	0	1	1	0	0	0	4	1	3	1	0									
		0.29%	0.52%	0.00%	0.52%	0.00%	0.00%	0.50%	0.83%	0.00%	0.00%	0.00%	0.51%	0.13%	0.49%	0.19%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	847	58	12	75	32	27	24	15	2	4	20	159	155	129	76	59									
		16.48%	14.99%	6.28%	19.43%	14.55%	7.56%	11.88%	12.50%	3.45%	4.00%	13.79%	20.23%	19.82%	21.15%	14.34%	22.26%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
