Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Красноуральская городская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	74	3	3	1	4	10	7	5	7	4	7	3	2	4	12	1	0	1	0	0									
		0.73%	0.89%	0.55%	0.43%	0.79%	1.18%	0.69%	0.63%	0.86%	0.39%	0.60%	0.83%	0.49%	0.72%	1.38%	0.35%	0.00%	1.12%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	294	12	12	3	11	20	19	29	20	28	37	10	14	19	38	7	1	2	7	5									
		2.91%	3.56%	2.21%	1.29%	2.17%	2.35%	1.88%	3.67%	2.45%	2.70%	3.18%	2.77%	3.41%	3.40%	4.37%	2.45%	2.94%	2.25%	4.61%	14.71%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	260	12	12	2	7	18	34	20	20	26	35	6	9	11	30	11	1	3	3	0									
		2.58%	3.56%	2.21%	0.86%	1.38%	2.12%	3.36%	2.53%	2.45%	2.51%	3.00%	1.66%	2.20%	1.97%	3.45%	3.85%	2.94%	3.37%	1.97%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4095	152	219	96	243	359	405	318	351	441	485	134	159	195	266	108	16	55	81	12									
		40.60%	45.10%	40.26%	41.38%	47.83%	42.19%	40.02%	40.20%	43.07%	42.53%	41.63%	37.12%	38.78%	34.88%	30.57%	37.76%	47.06%	61.80%	53.29%	35.29%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	136	2	9	1	6	7	15	10	8	9	22	2	3	7	22	11	0	0	2	0									
		1.35%	0.59%	1.65%	0.43%	1.18%	0.82%	1.48%	1.26%	0.98%	0.87%	1.89%	0.55%	0.73%	1.25%	2.53%	3.85%	0.00%	0.00%	1.32%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	2	0	1	4	4	1	0	1	2	0	1	0	2	0	0	0	0	0									
		0.18%	0.00%	0.37%	0.00%	0.20%	0.47%	0.40%	0.13%	0.00%	0.10%	0.17%	0.00%	0.24%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2386	76	137	65	104	207	239	159	161	241	257	126	122	142	200	78	9	17	38	8									
		23.65%	22.55%	25.18%	28.02%	20.47%	24.32%	23.62%	20.10%	19.75%	23.24%	22.06%	34.90%	29.76%	25.40%	22.99%	27.27%	26.47%	19.10%	25.00%	23.53%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	55	4	5	4	8	2	4	4	1	5	4	4	1	2	3	2	0	0	2	0									
		0.55%	1.19%	0.92%	1.72%	1.57%	0.24%	0.40%	0.51%	0.12%	0.48%	0.34%	1.11%	0.24%	0.36%	0.34%	0.70%	0.00%	0.00%	1.32%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	53	2	1	2	1	11	2	5	5	6	7	0	4	0	5	0	1	1	0	0									
		0.53%	0.59%	0.18%	0.86%	0.20%	1.29%	0.20%	0.63%	0.61%	0.58%	0.60%	0.00%	0.98%	0.00%	0.57%	0.00%	2.94%	1.12%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	0	0	0	0	0	3	0	0	1	1	0	0	2	0	1	0	0	0	0									
		0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.10%	0.09%	0.00%	0.00%	0.36%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	85	2	6	0	4	7	11	6	11	6	7	0	2	6	11	3	1	0	1	1									
		0.84%	0.59%	1.10%	0.00%	0.79%	0.82%	1.09%	0.76%	1.35%	0.58%	0.60%	0.00%	0.49%	1.07%	1.26%	1.05%	2.94%	0.00%	0.66%	2.94%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1360	39	76	33	51	98	137	121	119	140	147	42	63	80	166	24	1	8	12	3									
		13.48%	11.57%	13.97%	14.22%	10.04%	11.52%	13.54%	15.30%	14.60%	13.50%	12.62%	11.63%	15.37%	14.31%	19.08%	8.39%	2.94%	8.99%	7.89%	8.82%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	38	0	3	2	2	4	3	2	2	4	7	0	2	2	3	0	1	0	0	1									
		0.38%	0.00%	0.55%	0.86%	0.39%	0.47%	0.30%	0.25%	0.25%	0.39%	0.60%	0.00%	0.49%	0.36%	0.34%	0.00%	2.94%	0.00%	0.00%	2.94%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	902	22	41	15	40	78	91	76	86	107	109	24	15	74	84	31	1	1	3	4									
		8.94%	6.53%	7.54%	6.47%	7.87%	9.17%	8.99%	9.61%	10.55%	10.32%	9.36%	6.65%	3.66%	13.24%	9.66%	10.84%	2.94%	1.12%	1.97%	11.76%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
