Выборы Президента Российской Федерации																																																																					
																																																																					
"Наименование Избирательной комиссии:    Пермь, Дзержинская"																																																																					
																																																																					
Итоги голосования 																																																																					
																																																																					
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838	УИК №2839	УИК №2840	УИК №2841	УИК №2842	УИК №2843	УИК №2844	УИК №2845	УИК №2846	УИК №2847	УИК №2848	УИК №2849	УИК №2850	УИК №2851	УИК №2852	УИК №2853	УИК №2854	УИК №2855	УИК №2856	УИК №2857	УИК №2858	УИК №2859	УИК №2860	УИК №2861	УИК №2862					
11	Число полученных открепительных  удостоверений	3050	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	200	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0	0	50	50	50	0					
12	Число выданных открепительных удостоверений	1723	42	25	31	26	31	16	34	39	32	25	24	16	17	19	29	16	18	24	27	32	155	37	19	27	19	38	33	22	18	35	16	21	46	33	37	35	22	23	30	27	30	23	17	11	24	33	30	11	21	28	28	41	34	39	43	0	0	0	17	49	28	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1546	9	8	25	13	18	10	9	19	8	19	14	21	22	18	28	30	13	74	19	21	35	11	17	44	25	22	168	68	43	18	6	14	20	28	15	22	22	8	22	27	20	15	11	7	9	41	14	15	22	91	18	21	8	12	20	89	11	39	8	17	14	11					
14	Число неиспользованных открепительных удостоверений	1327	8	25	19	24	19	34	16	11	18	25	26	34	33	31	21	34	32	26	23	18	45	13	31	23	31	12	17	28	32	15	34	29	4	17	13	15	28	27	20	23	20	27	33	39	26	17	20	39	29	22	22	9	16	11	7	0	0	0	33	1	22	0					
15	"Число открепительных удостоверений, выданных в ТИК"	10	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																					
18	. Глазьев Сергей Юрьевич	3390	86	61	62	74	37	31	59	67	57	51	65	52	52	93	73	83	41	49	75	62	42	50	50	62	51	41	57	76	46	78	67	70	84	74	69	77	37	70	65	66	61	55	41	43	48	59	61	31	27	26	44	54	57	38	58	12	2	34	44	68	59	6					
		4.73%	5.28%	4.22%	4.70%	5.96%	3.10%	4.06%	5.18%	5.71%	5.65%	4.96%	5.75%	5.91%	5.65%	8.81%	4.82%	6.85%	4.86%	4.50%	6.71%	4.79%	4.52%	4.87%	4.93%	5.64%	4.83%	3.51%	3.95%	5.81%	3.64%	4.83%	5.41%	5.97%	5.48%	5.71%	4.76%	5.52%	3.11%	5.63%	5.18%	4.64%	4.67%	3.97%	3.29%	3.66%	3.15%	3.52%	4.00%	3.48%	2.72%	2.52%	3.83%	4.30%	4.07%	2.87%	5.05%	5.33%	2.30%	6.94%	4.64%	5.82%	4.35%	3.09%					
19	. Малышкин Олег Александрович	1245	22	20	28	19	24	8	20	16	15	15	23	20	13	12	16	15	11	12	17	25	15	12	15	20	16	21	38	27	28	32	21	14	28	22	26	19	21	21	13	26	27	29	17	26	33	41	26	17	24	25	21	22	13	22	32	6	3	10	15	21	24	5					
		1.74%	1.35%	1.39%	2.12%	1.53%	2.01%	1.05%	1.76%	1.36%	1.49%	1.46%	2.04%	2.27%	1.41%	1.14%	1.06%	1.24%	1.30%	1.10%	1.52%	1.93%	1.61%	1.17%	1.48%	1.82%	1.52%	1.80%	2.64%	2.07%	2.22%	1.98%	1.70%	1.19%	1.83%	1.70%	1.79%	1.36%	1.76%	1.69%	1.04%	1.83%	2.07%	2.10%	1.36%	2.21%	2.17%	2.44%	1.70%	1.91%	2.42%	2.43%	1.83%	1.75%	0.93%	1.66%	2.79%	2.67%	3.45%	2.04%	1.58%	1.80%	1.77%	2.58%					
20	. Миронов Сергей Михайлович	812	9	13	12	17	15	9	8	6	4	10	15	8	3	18	25	15	18	27	10	16	7	9	19	18	15	11	3	24	16	21	14	21	17	18	12	18	12	15	10	15	13	16	22	16	10	22	23	5	9	8	14	12	11	22	15	4	0	3	10	10	10	4					
		1.13%	0.55%	0.90%	0.91%	1.37%	1.26%	1.18%	0.70%	0.51%	0.40%	0.97%	1.33%	0.91%	0.33%	1.70%	1.65%	1.24%	2.13%	2.48%	0.89%	1.24%	0.75%	0.88%	1.87%	1.64%	1.42%	0.94%	0.21%	1.84%	1.27%	1.30%	1.13%	1.79%	1.11%	1.39%	0.83%	1.29%	1.01%	1.21%	0.80%	1.05%	1.00%	1.16%	1.76%	1.36%	0.66%	1.31%	1.51%	0.56%	0.91%	0.78%	1.22%	0.95%	0.79%	1.66%	1.31%	1.78%	0.00%	0.61%	1.05%	0.86%	0.74%	2.06%					
21	. Путин Владимир Владимирович	51483	1197	1084	883	860	868	532	794	871	748	746	780	601	655	655	992	737	570	783	712	843	652	734	687	783	797	858	1056	897	900	1206	893	839	1111	916	1022	1005	895	881	889	1003	947	971	951	852	1155	1271	1113	666	758	799	872	929	1103	1051	826	142	65	339	736	861	984	157					
		71.89%	73.48%	75.07%	66.89%	69.24%	72.82%	69.72%	69.77%	74.25%	74.21%	72.57%	69.03%	68.30%	71.20%	62.03%	65.57%	60.81%	67.54%	71.83%	63.69%	65.10%	70.18%	71.47%	67.68%	71.18%	75.55%	73.46%	73.23%	68.63%	71.26%	74.72%	72.13%	71.59%	72.43%	70.73%	70.43%	71.99%	75.21%	70.88%	70.89%	70.48%	72.51%	70.16%	76.20%	72.51%	75.89%	75.79%	72.94%	74.66%	76.49%	77.57%	75.83%	73.91%	78.84%	79.26%	71.95%	63.11%	74.71%	69.18%	77.56%	73.72%	72.51%	80.93%					
22	. Хакамада Ирина Муцуовна	5852	128	107	113	118	106	72	98	95	94	105	97	85	70	91	182	206	77	81	146	169	94	107	77	78	67	81	100	114	104	117	93	87	109	109	137	123	97	105	104	149	117	115	78	90	140	127	108	47	45	42	70	85	66	58	80	8	5	33	40	80	116	10					
		8.17%	7.86%	7.41%	8.56%	9.50%	8.89%	9.44%	8.61%	8.10%	9.33%	10.21%	8.58%	9.66%	7.61%	8.62%	12.03%	17.00%	9.12%	7.43%	13.06%	13.05%	10.12%	10.42%	7.59%	7.09%	6.35%	6.93%	6.93%	8.72%	8.23%	7.25%	7.51%	7.42%	7.11%	8.42%	9.44%	8.81%	8.15%	8.45%	8.29%	10.47%	8.96%	8.31%	6.25%	7.66%	9.20%	7.57%	7.08%	5.27%	4.54%	4.08%	6.09%	6.76%	4.72%	4.37%	6.97%	3.56%	5.75%	6.73%	4.21%	6.85%	8.55%	5.15%					
23	. Харитонов Николай Михайлович	5217	117	104	141	94	80	67	103	62	48	54	93	65	86	113	136	88	76	82	94	123	18	78	113	86	72	102	112	104	105	88	89	90	112	90	115	80	70	95	104	85	78	123	85	93	77	81	84	77	66	77	86	81	92	89	71	45	8	36	67	69	95	3					
		7.29%	7.18%	7.20%	10.68%	7.57%	6.71%	8.78%	9.05%	5.29%	4.76%	5.25%	8.23%	7.39%	9.35%	10.70%	8.99%	7.26%	9.00%	7.52%	8.41%	9.50%	1.94%	7.59%	11.13%	7.82%	6.82%	8.73%	7.77%	7.96%	8.31%	5.45%	7.19%	7.68%	7.30%	6.95%	7.93%	5.73%	5.88%	7.64%	8.29%	5.97%	5.97%	8.89%	6.81%	7.91%	5.06%	4.83%	5.50%	8.63%	6.66%	7.48%	7.48%	6.44%	6.58%	6.71%	6.18%	20.00%	9.20%	7.35%	7.06%	5.91%	7.00%	1.55%					
																																																																					
24	Против всех	3126	60	51	73	56	58	37	51	51	35	41	57	44	37	68	78	63	46	50	55	49	100	30	41	47	28	49	69	64	64	60	56	32	61	59	62	58	47	49	61	71	58	68	42	49	55	65	94	37	35	48	28	64	48	33	51	8	3	31	32	39	62	8					
		4.37%	3.68%	3.53%	5.53%	4.51%	4.87%	4.85%	4.48%	4.35%	3.47%	3.99%	5.04%	5.00%	4.02%	6.44%	5.16%	5.20%	5.45%	4.59%	4.92%	3.78%	10.76%	2.92%	4.04%	4.27%	2.65%	4.20%	4.79%	4.90%	5.07%	3.72%	4.52%	2.73%	3.98%	4.56%	4.27%	4.15%	3.95%	3.94%	4.86%	4.99%	4.44%	4.91%	3.37%	4.17%	3.61%	3.88%	6.16%	4.15%	3.53%	4.66%	2.43%	5.09%	3.43%	2.49%	4.44%	3.56%	3.45%	6.33%	3.37%	3.34%	4.57%	4.12%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
