Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Охотская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663									
		0.94%	0.00%	0.00%	0.00%	0.50%	0.69%	2.83%	0.00%	1.34%	0.78%	0.76%	0.00%	1.46%	2.10%	0.00%	1.15%	0.85%	0.00%	0.60%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0									
		0.22%	0.93%	0.00%	0.00%	0.00%	0.00%	0.28%	0.81%	0.00%	0.00%	0.00%	0.00%	0.49%	0.70%	0.00%	1.15%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	678	26	52	52	57	37	90	31	37	34	40	16	50	15	21	22	31	16	51									
		24.44%	24.30%	24.64%	26.53%	28.36%	25.52%	25.50%	25.00%	16.52%	26.36%	30.53%	28.57%	24.27%	10.49%	17.50%	25.29%	26.27%	29.09%	30.36%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	14	0	2	2	0	0	0	0	2	1	2	0	1	0	3	0	0	1	0									
		0.50%	0.00%	0.95%	1.02%	0.00%	0.00%	0.00%	0.00%	0.89%	0.78%	1.53%	0.00%	0.49%	0.00%	2.50%	0.00%	0.00%	1.82%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	23	2	3	2	3	0	4	1	0	1	0	0	1	3	0	0	0	1	2									
		0.83%	1.87%	1.42%	1.02%	1.49%	0.00%	1.13%	0.81%	0.00%	0.78%	0.00%	0.00%	0.49%	2.10%	0.00%	0.00%	0.00%	1.82%	1.19%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	1	1	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0									
		0.25%	0.00%	0.47%	0.51%	0.00%	0.00%	0.28%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	2.10%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	36	0	1	3	0	2	12	2	3	3	1	0	5	1	1	0	0	0	2									
		1.30%	0.00%	0.47%	1.53%	0.00%	1.38%	3.40%	1.61%	1.34%	2.33%	0.76%	0.00%	2.43%	0.70%	0.83%	0.00%	0.00%	0.00%	1.19%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	231	9	21	19	17	9	30	11	20	13	9	7	16	19	11	3	4	0	13									
		8.33%	8.41%	9.95%	9.69%	8.46%	6.21%	8.50%	8.87%	8.93%	10.08%	6.87%	12.50%	7.77%	13.29%	9.17%	3.45%	3.39%	0.00%	7.74%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	15	2	2	0	1	0	2	0	0	0	0	0	0	0	8	0	0	0	0									
		0.54%	1.87%	0.95%	0.00%	0.50%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	6.67%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	72	1	6	4	3	4	13	6	11	3	3	3	1	9	0	0	1	1	3									
		2.60%	0.93%	2.84%	2.04%	1.49%	2.76%	3.68%	4.84%	4.91%	2.33%	2.29%	5.36%	0.49%	6.29%	0.00%	0.00%	0.85%	1.82%	1.79%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
