Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																												
Дата голосования: 18.09.2016																																																												
																																																												
Наименование Избирательной комиссии:    Куюргазинская																																																												
																																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																																												
																																																												
		Сумма	УИК №2496	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2540	УИК №2541	УИК №2542	УИК №2543	УИК №2544	УИК №2545	УИК №2546									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	631	10	24	10	19	40	10	6	5	5	5	5	18	28	10	10	10	0	12	24	5	5	5	24	14	3	5	10	19	10	6	35	5	10	10	19	5	5	10	20	40	10	15	9	14	9	15	10	14	19									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	631	10	24	10	19	40	10	6	5	5	5	5	18	28	10	10	10	0	12	24	5	5	5	24	14	3	5	10	19	10	6	35	5	10	10	19	5	5	10	20	40	10	15	9	14	9	15	10	14	19									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	188	1	8	6	1	19	5	2	5	3	2	2	6	3	6	4	2	2	5	5	2	1	5	2	4	0	5	5	4	3	2	10	1	3	2	2	2	7	1	2	1	4	5	9	0	4	2	1	6	6									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	53	2	10	2	8	13	6	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	91	4	6	4	5	8	4	3	1	0	2	2	2	0	1	0	0	1	1	0	0	0	1	2	4	0	1	4	1	1	0	6	0	0	1	1	3	3	0	4	6	0	0	5	0	1	1	1	1	0									
		0.77%	1.39%	1.29%	0.81%	1.37%	1.12%	0.88%	2.17%	1.30%	0.00%	1.04%	1.07%	0.63%	0.00%	0.40%	0.00%	0.00%	0.83%	0.61%	0.00%	0.00%	0.00%	0.91%	0.50%	1.41%	0.00%	1.12%	3.33%	0.24%	0.50%	0.00%	1.35%	0.00%	0.00%	1.04%	0.38%	1.96%	1.70%	0.00%	2.01%	0.96%	0.00%	0.00%	1.70%	0.00%	0.62%	0.54%	1.18%	0.52%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	485	10	24	0	23	29	31	6	1	4	7	4	18	4	5	26	0	5	4	17	3	7	5	22	10	7	1	3	17	10	4	23	5	4	0	7	3	4	5	4	45	10	4	13	4	7	4	2	4	30									
		4.10%	3.47%	5.17%	0.00%	6.28%	4.07%	6.80%	4.35%	1.30%	5.48%	3.65%	2.14%	5.64%	0.77%	2.01%	5.79%	0.00%	4.17%	2.45%	6.23%	3.66%	3.80%	4.55%	5.54%	3.52%	6.67%	1.12%	2.50%	4.14%	4.95%	3.85%	5.16%	7.04%	3.64%	0.00%	2.66%	1.96%	2.27%	4.85%	2.01%	7.19%	6.67%	2.53%	4.42%	3.13%	4.35%	2.17%	2.35%	2.09%	6.51%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	194	2	20	16	16	13	10	1	5	2	0	0	5	0	1	0	2	0	1	6	2	4	1	3	10	7	1	0	3	1	0	5	3	2	1	9	0	0	0	3	12	2	0	3	0	1	7	1	4	9									
		1.64%	0.69%	4.31%	3.25%	4.37%	1.83%	2.19%	0.72%	6.49%	2.74%	0.00%	0.00%	1.57%	0.00%	0.40%	0.00%	1.27%	0.00%	0.61%	2.20%	2.44%	2.17%	0.91%	0.76%	3.52%	6.67%	1.12%	0.00%	0.73%	0.50%	0.00%	1.12%	4.23%	1.82%	1.04%	3.42%	0.00%	0.00%	0.00%	1.51%	1.92%	1.33%	0.00%	1.02%	0.00%	0.62%	3.80%	1.18%	2.09%	1.95%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7625	175	232	361	137	365	226	82	49	50	173	158	229	289	154	347	124	68	136	140	46	110	78	289	159	73	73	94	335	152	89	266	43	63	56	175	126	121	77	144	407	100	118	209	60	112	95	56	152	252									
		64.40%	60.76%	50.00%	73.37%	37.43%	51.26%	49.56%	59.42%	63.64%	68.49%	90.10%	84.49%	71.79%	55.36%	61.85%	77.28%	78.98%	56.67%	83.44%	51.28%	56.10%	59.78%	70.91%	72.80%	55.99%	69.52%	82.02%	78.33%	81.51%	75.25%	85.58%	59.64%	60.56%	57.27%	58.33%	66.54%	82.35%	68.75%	74.76%	72.36%	65.02%	66.67%	74.68%	71.09%	46.88%	69.57%	51.63%	65.88%	79.58%	54.66%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	57	1	3	5	2	3	6	1	0	0	0	0	0	0	0	3	1	2	1	0	0	0	0	2	2	1	0	0	2	0	0	4	0	1	5	1	0	0	0	1	6	0	2	0	0	1	1	0	0	0									
		0.48%	0.35%	0.65%	1.02%	0.55%	0.42%	1.32%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.64%	1.67%	0.61%	0.00%	0.00%	0.00%	0.00%	0.50%	0.70%	0.95%	0.00%	0.00%	0.49%	0.00%	0.00%	0.90%	0.00%	0.91%	5.21%	0.38%	0.00%	0.00%	0.00%	0.50%	0.96%	0.00%	1.27%	0.00%	0.00%	0.62%	0.54%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	25	1	0	1	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	3	0	2	0	0	0	0	2	1	0	4	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2									
		0.21%	0.35%	0.00%	0.20%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.63%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.49%	0.50%	0.00%	0.90%	1.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.43%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	988	47	67	39	88	127	74	8	7	2	3	9	26	5	7	6	14	11	5	10	3	10	11	26	49	4	7	3	13	5	0	52	2	6	18	39	5	11	10	7	61	10	7	7	5	6	10	4	10	32									
		8.34%	16.32%	14.44%	7.93%	24.04%	17.84%	16.23%	5.80%	9.09%	2.74%	1.56%	4.81%	8.15%	0.96%	2.81%	1.34%	8.92%	9.17%	3.07%	3.66%	3.66%	5.43%	10.00%	6.55%	17.25%	3.81%	7.87%	2.50%	3.16%	2.48%	0.00%	11.66%	2.82%	5.45%	18.75%	14.83%	3.27%	6.25%	9.71%	3.52%	9.74%	6.67%	4.43%	2.38%	3.91%	3.73%	5.43%	4.71%	5.24%	6.94%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	0	0	0	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	5	0	0	0	1	0	0	0	1									
		0.19%	0.00%	0.00%	0.00%	1.09%	0.42%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.44%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.50%	0.16%	3.33%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.22%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	36	1	3	1	2	9	1	0	0	0	1	0	0	0	0	0	0	0	0	4	1	0	1	0	4	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2									
		0.30%	0.35%	0.65%	0.20%	0.55%	1.26%	0.22%	0.00%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.47%	1.22%	0.00%	0.91%	0.00%	1.41%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	1.41%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	15	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2									
		0.13%	0.00%	0.00%	0.00%	0.27%	0.00%	0.22%	0.72%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	1.09%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	40	1	4	0	1	5	4	1	0	0	0	0	1	0	5	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	2	1	2	0	2	0	0	0	0	2	1	0	0	0	0	0	0	1	2									
		0.34%	0.35%	0.86%	0.00%	0.27%	0.70%	0.88%	0.72%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	2.01%	0.00%	0.00%	1.67%	0.00%	0.00%	2.44%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	1.41%	1.82%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.32%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.43%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	930	31	50	49	60	78	60	18	2	4	5	5	7	36	12	29	12	9	11	8	3	21	5	36	18	2	3	7	30	14	2	38	5	16	7	14	9	16	6	14	56	8	4	13	24	8	14	5	6	40									
		7.85%	10.76%	10.78%	9.96%	16.39%	10.96%	13.16%	13.04%	2.60%	5.48%	2.60%	2.67%	2.19%	6.90%	4.82%	6.46%	7.64%	7.50%	6.75%	2.93%	3.66%	11.41%	4.55%	9.07%	6.34%	1.90%	3.37%	5.83%	7.30%	6.93%	1.92%	8.52%	7.04%	14.55%	7.29%	5.32%	5.88%	9.09%	5.83%	7.04%	8.95%	5.33%	2.53%	4.42%	18.75%	4.97%	7.61%	5.88%	3.14%	8.68%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	0	2	0	2	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	1	0	0	3	2	1	0	1	3	0	5	2	0	1	2	0	4	1									
		0.35%	0.00%	0.43%	0.00%	0.55%	0.00%	0.00%	1.45%	0.00%	1.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.41%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.22%	1.41%	0.00%	0.00%	1.14%	1.31%	0.57%	0.00%	0.50%	0.48%	0.00%	3.16%	0.68%	0.00%	0.62%	1.09%	0.00%	2.09%	0.22%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1092	15	37	15	14	72	27	10	7	8	1	9	25	188	55	34	4	10	3	69	19	25	4	12	13	10	2	9	6	18	9	25	5	6	4	5	4	11	1	9	21	9	18	41	35	16	49	16	9	78									
		9.22%	5.21%	7.97%	3.05%	3.83%	10.11%	5.92%	7.25%	9.09%	10.96%	0.52%	4.81%	7.84%	36.02%	22.09%	7.57%	2.55%	8.33%	1.84%	25.27%	23.17%	13.59%	3.64%	3.02%	4.58%	9.52%	2.25%	7.50%	1.46%	8.91%	8.65%	5.61%	7.04%	5.45%	4.17%	1.90%	2.61%	6.25%	0.97%	4.52%	3.35%	6.00%	11.39%	13.95%	27.34%	9.94%	26.63%	18.82%	4.71%	16.92%									
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
