Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																														
Дата голосования: 18.09.2016																														
																														
Наименование Избирательной комиссии:    Перевозская																														
																														
Сводная таблица итогов голосования по федеральному избирательному округу																														
																														
		Сумма	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1003	77	49	225	136	108	29	25	42	21	41	17	29	26	47	36	23	30	21	21									
		12.99%	11.05%	8.57%	26.13%	11.58%	10.57%	19.46%	18.94%	10.05%	14.69%	9.23%	13.82%	22.83%	17.69%	11.38%	12.12%	12.11%	20.27%	4.48%	10.99%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	4	1	3	3	5	0	0	1	0	0	1	0	0	0	0	0	1	0	0									
		0.25%	0.57%	0.17%	0.35%	0.26%	0.49%	0.00%	0.00%	0.24%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	130	11	12	6	25	18	4	3	6	1	4	1	0	0	9	4	2	3	19	2									
		1.68%	1.58%	2.10%	0.70%	2.13%	1.76%	2.68%	2.27%	1.44%	0.70%	0.90%	0.81%	0.00%	0.00%	2.18%	1.35%	1.05%	2.03%	4.05%	1.05%									
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
