Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
Наименование Избирательной комиссии:    Черепановская 																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	230	1	18	3	11	5	4	6	5	9	9	3	2	6	8	1	4	2	5	8	4	3	14	4	5	3	1	4	1	1	0	2	3	10	1	0	1	2	4	5	3	2	4	3	0	4	2	2	9	4	1	5	3	2	4	1	3					
14	Число погашенных неиспользованных открепительных удостоверений	12	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	41	7	2	2	3	0	0	1	1	2	3	1	0	1	2	1	3	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	3	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2666	87	122	85	94	103	42	56	123	67	76	56	61	93	149	19	85	97	101	111	1	8	49	4	4	6	11	26	3	49	15	11	33	103	22	23	24	43	68	54	17	9	56	42	17	59	13	8	61	13	4	61	8	56	36	13	9					
		10.76%	12.78%	11.94%	10.60%	13.82%	13.83%	9.50%	12.17%	14.15%	12.03%	8.12%	13.18%	14.39%	7.67%	11.76%	5.57%	11.44%	15.40%	15.96%	14.59%	2.22%	11.94%	8.69%	4.30%	4.65%	6.90%	5.29%	8.93%	4.84%	7.41%	13.89%	10.19%	8.31%	8.77%	12.57%	16.43%	10.91%	10.97%	9.46%	9.59%	15.60%	6.92%	13.27%	11.29%	11.33%	8.90%	8.55%	4.08%	9.06%	4.81%	3.57%	11.28%	10.67%	14.32%	8.76%	6.37%	8.11%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3864	83	128	128	102	139	93	79	112	88	134	66	74	212	213	79	109	73	68	160	4	5	65	11	12	24	24	43	20	70	17	12	80	195	37	58	24	65	126	104	19	21	78	60	27	79	19	37	113	32	8	65	9	30	78	34	19					
		15.60%	12.19%	12.52%	15.96%	15.00%	18.66%	21.04%	17.17%	12.89%	15.80%	14.32%	15.53%	17.45%	17.49%	16.81%	23.17%	14.67%	11.59%	10.74%	21.02%	8.89%	7.46%	11.52%	11.83%	13.95%	27.59%	11.54%	14.78%	32.26%	10.59%	15.74%	11.11%	20.15%	16.60%	21.14%	41.43%	10.91%	16.58%	17.52%	18.47%	17.43%	16.15%	18.48%	16.13%	18.00%	11.92%	12.50%	18.88%	16.79%	11.85%	7.14%	12.01%	12.00%	7.67%	18.98%	16.67%	17.12%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	207	8	5	12	4	7	4	3	10	3	7	4	6	11	7	4	15	2	4	4	0	0	3	4	4	0	1	3	0	2	0	0	2	10	0	0	2	1	10	7	1	0	5	6	0	2	1	0	8	1	0	4	1	0	6	3	0					
		0.84%	1.17%	0.49%	1.50%	0.59%	0.94%	0.90%	0.65%	1.15%	0.54%	0.75%	0.94%	1.42%	0.91%	0.55%	1.17%	2.02%	0.32%	0.63%	0.53%	0.00%	0.00%	0.53%	4.30%	4.65%	0.00%	0.48%	1.03%	0.00%	0.30%	0.00%	0.00%	0.50%	0.85%	0.00%	0.00%	0.91%	0.26%	1.39%	1.24%	0.92%	0.00%	1.18%	1.61%	0.00%	0.30%	0.66%	0.00%	1.19%	0.37%	0.00%	0.74%	1.33%	0.00%	1.46%	1.47%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5576	164	330	238	208	188	107	117	265	143	228	114	111	271	229	30	196	142	203	131	8	13	115	7	26	4	19	91	11	142	3	11	64	213	40	9	31	76	198	166	11	9	96	77	15	133	26	12	129	86	10	84	14	44	80	71	17					
		22.51%	24.08%	32.29%	29.68%	30.59%	25.23%	24.21%	25.43%	30.49%	25.67%	24.36%	26.82%	26.18%	22.36%	18.07%	8.80%	26.38%	22.54%	32.07%	17.21%	17.78%	19.40%	20.39%	7.53%	30.23%	4.60%	9.13%	31.27%	17.74%	21.48%	2.78%	10.19%	16.12%	18.13%	22.86%	6.43%	14.09%	19.39%	27.54%	29.48%	10.09%	6.92%	22.75%	20.70%	10.00%	20.06%	17.11%	6.12%	19.17%	31.85%	8.93%	15.53%	18.67%	11.25%	19.46%	34.80%	15.32%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	323	9	24	15	10	8	3	6	16	6	22	4	8	17	22	5	18	5	6	5	0	3	8	2	0	0	1	5	0	7	0	0	3	10	1	0	5	3	7	7	2	2	5	2	0	6	1	3	10	0	2	8	3	4	3	0	1					
		1.30%	1.32%	2.35%	1.87%	1.47%	1.07%	0.68%	1.30%	1.84%	1.08%	2.35%	0.94%	1.89%	1.40%	1.74%	1.47%	2.42%	0.79%	0.95%	0.66%	0.00%	4.48%	1.42%	2.15%	0.00%	0.00%	0.48%	1.72%	0.00%	1.06%	0.00%	0.00%	0.76%	0.85%	0.57%	0.00%	2.27%	0.77%	0.97%	1.24%	1.83%	1.54%	1.18%	0.54%	0.00%	0.90%	0.66%	1.53%	1.49%	0.00%	1.79%	1.48%	4.00%	1.02%	0.73%	0.00%	0.90%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11598	300	395	309	250	281	180	189	332	242	450	174	150	579	612	203	300	287	245	335	31	38	298	64	39	53	148	116	28	380	70	73	208	618	75	44	130	194	289	208	58	87	172	176	89	362	89	134	348	135	87	313	36	254	201	78	62					
		46.82%	44.05%	38.65%	38.53%	36.76%	37.72%	40.72%	41.09%	38.20%	43.45%	48.08%	40.94%	35.38%	47.77%	48.30%	59.53%	40.38%	45.56%	38.70%	44.02%	68.89%	56.72%	52.84%	68.82%	45.35%	60.92%	71.15%	39.86%	45.16%	57.49%	64.81%	67.59%	52.39%	52.60%	42.86%	31.43%	59.09%	49.49%	40.19%	36.94%	53.21%	66.92%	40.76%	47.31%	59.33%	54.60%	58.55%	68.37%	51.71%	50.00%	77.68%	57.86%	48.00%	64.96%	48.91%	38.24%	55.86%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	103	2	2	5	1	1	3	2	2	2	7	2	8	5	1	1	8	3	1	3	1	0	2	0	0	0	2	0	0	2	0	0	0	5	0	0	0	3	4	2	0	2	1	1	0	2	1	0	3	2	0	4	0	0	2	3	2					
		0.42%	0.29%	0.20%	0.62%	0.15%	0.13%	0.68%	0.43%	0.23%	0.36%	0.75%	0.47%	1.89%	0.41%	0.08%	0.29%	1.08%	0.48%	0.16%	0.39%	2.22%	0.00%	0.35%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.77%	0.56%	0.36%	0.00%	1.54%	0.24%	0.27%	0.00%	0.30%	0.66%	0.00%	0.45%	0.74%	0.00%	0.74%	0.00%	0.00%	0.49%	1.47%	1.80%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
