Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    район Соколиная гора																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №3684	УИК №3685	УИК №3686									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	510	20	20	30	30	10	30	20	20	20	20	10	20	20	20	30	10	20	20	20	20	20	30	30	10	10	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	349	16	10	26	20	8	17	18	14	17	12	8	12	15	14	22	6	14	10	11	16	17	18	24	2	2	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	441	30	12	8	47	6	18	25	14	24	8	21	11	14	10	8	9	8	34	11	6	12	59	15	7	1	18	0	5									
14	Число погашенных неиспользованных открепительных удостоверений	161	4	10	4	10	2	13	2	6	3	8	2	8	5	6	8	4	6	10	9	4	3	12	6	8	8	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	47	3	3	3	0	1	0	4	4	3	1	1	1	3	2	0	0	1	1	3	2	2	2	6	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	568	15	17	20	29	27	23	23	34	21	23	22	18	25	24	22	34	10	21	24	37	23	32	26	3	1	9	5	0									
		3.08%	2.40%	3.66%	2.02%	3.38%	3.47%	2.65%	2.47%	4.23%	2.33%	4.41%	3.17%	3.23%	3.04%	2.94%	3.32%	4.07%	1.57%	3.03%	3.29%	4.05%	2.63%	4.18%	2.58%	2.34%	1.56%	3.06%	2.86%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	313	13	6	16	17	12	9	12	12	14	17	12	9	16	12	16	22	8	13	12	14	16	14	9	3	1	5	2	1									
		1.70%	2.08%	1.29%	1.62%	1.98%	1.54%	1.04%	1.29%	1.49%	1.55%	3.26%	1.73%	1.61%	1.94%	1.47%	2.42%	2.63%	1.25%	1.88%	1.65%	1.53%	1.83%	1.83%	0.89%	2.34%	1.56%	1.70%	1.14%	4.55%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	568	20	9	24	31	23	22	29	25	33	15	31	23	24	26	16	24	25	15	35	26	28	20	22	2	0	10	9	1									
		3.08%	3.19%	1.94%	2.42%	3.62%	2.96%	2.53%	3.11%	3.11%	3.66%	2.87%	4.47%	4.12%	2.92%	3.18%	2.42%	2.87%	3.92%	2.16%	4.80%	2.84%	3.20%	2.61%	2.18%	1.56%	0.00%	3.40%	5.14%	4.55%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6368	206	118	319	289	271	311	274	241	271	138	245	170	282	323	212	247	263	245	277	306	337	299	458	34	23	125	77	7									
		34.53%	32.91%	25.38%	32.22%	33.72%	34.83%	35.79%	29.37%	29.98%	30.04%	26.44%	35.30%	30.47%	34.26%	39.53%	32.02%	29.58%	41.22%	35.35%	37.99%	33.48%	38.56%	39.03%	45.44%	26.56%	35.94%	42.52%	44.00%	31.82%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	369	12	8	18	20	18	17	20	17	21	12	16	13	14	13	13	22	15	11	12	23	16	12	14	0	1	7	4	0									
		2.00%	1.92%	1.72%	1.82%	2.33%	2.31%	1.96%	2.14%	2.11%	2.33%	2.30%	2.31%	2.33%	1.70%	1.59%	1.96%	2.63%	2.35%	1.59%	1.65%	2.52%	1.83%	1.57%	1.39%	0.00%	1.56%	2.38%	2.29%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	65	4	0	5	5	3	0	2	2	2	3	1	2	5	2	2	5	4	2	3	0	2	0	8	1	2	0	0	0									
		0.35%	0.64%	0.00%	0.51%	0.58%	0.39%	0.00%	0.21%	0.25%	0.22%	0.57%	0.14%	0.36%	0.61%	0.24%	0.30%	0.60%	0.63%	0.29%	0.41%	0.00%	0.23%	0.00%	0.79%	0.78%	3.13%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2504	80	42	130	118	110	103	87	81	84	64	110	75	106	90	99	130	100	108	137	156	139	102	118	25	14	57	35	4									
		13.58%	12.78%	9.03%	13.13%	13.77%	14.14%	11.85%	9.32%	10.07%	9.31%	12.26%	15.85%	13.44%	12.88%	11.02%	14.95%	15.57%	15.67%	15.58%	18.79%	17.07%	15.90%	13.32%	11.71%	19.53%	21.88%	19.39%	20.00%	18.18%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	496	22	20	37	25	22	29	35	28	23	10	15	13	22	19	14	26	11	19	16	25	14	26	16	3	2	1	3	0									
		2.69%	3.51%	4.30%	3.74%	2.92%	2.83%	3.34%	3.75%	3.48%	2.55%	1.92%	2.16%	2.33%	2.67%	2.33%	2.11%	3.11%	1.72%	2.74%	2.19%	2.74%	1.60%	3.39%	1.59%	2.34%	3.13%	0.34%	1.71%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	656	23	28	44	28	36	48	38	21	36	24	17	27	35	25	20	26	11	24	16	33	26	26	32	1	3	6	2	0									
		3.56%	3.67%	6.02%	4.44%	3.27%	4.63%	5.52%	4.07%	2.61%	3.99%	4.60%	2.45%	4.84%	4.25%	3.06%	3.02%	3.11%	1.72%	3.46%	2.19%	3.61%	2.97%	3.39%	3.17%	0.78%	4.69%	2.04%	1.14%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	36	1	0	0	2	1	0	3	4	2	1	3	1	1	0	2	3	0	2	0	4	0	2	2	0	0	2	0	0									
		0.20%	0.16%	0.00%	0.00%	0.23%	0.13%	0.00%	0.32%	0.50%	0.22%	0.19%	0.43%	0.18%	0.12%	0.00%	0.30%	0.36%	0.00%	0.29%	0.00%	0.44%	0.00%	0.26%	0.20%	0.00%	0.00%	0.68%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1960	80	63	118	91	62	108	150	104	125	83	65	79	86	65	50	90	33	64	49	88	51	65	158	11	3	11	8	0									
		10.63%	12.78%	13.55%	11.92%	10.62%	7.97%	12.43%	16.08%	12.94%	13.86%	15.90%	9.37%	14.16%	10.45%	7.96%	7.55%	10.78%	5.17%	9.24%	6.72%	9.63%	5.84%	8.49%	15.67%	8.59%	4.69%	3.74%	4.57%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2561	94	87	150	126	108	115	151	110	150	69	91	63	116	111	107	121	82	96	87	107	136	104	92	29	5	32	17	5									
		13.89%	15.02%	18.71%	15.15%	14.70%	13.88%	13.23%	16.18%	13.68%	16.63%	13.22%	13.11%	11.29%	14.09%	13.59%	16.16%	14.49%	12.85%	13.85%	11.93%	11.71%	15.56%	13.58%	9.13%	22.66%	7.81%	10.88%	9.71%	22.73%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	95	4	0	4	5	4	7	3	4	4	2	6	3	3	7	5	3	6	5	3	7	0	2	3	1	0	1	3	0									
		0.52%	0.64%	0.00%	0.40%	0.58%	0.51%	0.81%	0.32%	0.50%	0.44%	0.38%	0.86%	0.54%	0.36%	0.86%	0.76%	0.36%	0.94%	0.72%	0.41%	0.77%	0.00%	0.26%	0.30%	0.78%	0.00%	0.34%	1.71%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1584	39	54	93	53	65	62	88	106	100	56	52	51	71	87	67	68	58	56	54	69	73	52	50	15	9	23	9	4									
		8.59%	6.23%	11.61%	9.39%	6.18%	8.35%	7.13%	9.43%	13.18%	11.09%	10.73%	7.49%	9.14%	8.63%	10.65%	10.12%	8.14%	9.09%	8.08%	7.41%	7.55%	8.35%	6.79%	4.96%	11.72%	14.06%	7.82%	5.14%	18.18%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
