Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Княгининская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №1058	УИК №1059	УИК №1060	УИК №1061	УИК №1062	УИК №1063	УИК №1064	УИК №1065	УИК №1066	УИК №1067	УИК №1068	УИК №1069	УИК №1070	УИК №1071	УИК №1072									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	16	5	3	1	1	0	0	0	1	0	1	1	0	0	0	3									
		0.29%	0.55%	0.42%	0.16%	0.30%	0.00%	0.00%	0.00%	0.56%	0.00%	0.35%	0.53%	0.00%	0.00%	0.00%	0.78%									
24	"6. Политическая партия ""Гражданская Платформа"""	6	0	1	0	0	2	0	1	0	0	0	0	0	2	0	0									
		0.11%	0.00%	0.14%	0.00%	0.00%	0.36%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	2.17%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	750	87	98	93	48	77	51	48	34	26	40	39	25	5	33	46									
		13.79%	9.54%	13.76%	14.79%	14.33%	13.87%	18.82%	19.28%	18.99%	9.52%	13.84%	20.63%	13.74%	5.43%	17.37%	12.01%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	1	0	1	0	1	0	0	0	1	1	0	0	0	0	2									
		0.13%	0.11%	0.00%	0.16%	0.00%	0.18%	0.00%	0.00%	0.00%	0.37%	0.35%	0.00%	0.00%	0.00%	0.00%	0.52%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	22	6	2	5	2	0	0	2	2	1	0	1	0	0	1	0									
		0.40%	0.66%	0.28%	0.79%	0.60%	0.00%	0.00%	0.80%	1.12%	0.37%	0.00%	0.53%	0.00%	0.00%	0.53%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.53%	0.26%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	19	5	2	2	4	0	0	0	0	3	2	0	0	1	0	0									
		0.35%	0.55%	0.28%	0.32%	1.19%	0.00%	0.00%	0.00%	0.00%	1.10%	0.69%	0.00%	0.00%	1.09%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	548	110	64	81	39	53	13	26	10	15	33	10	19	14	18	43									
		10.07%	12.06%	8.99%	12.88%	11.64%	9.55%	4.80%	10.44%	5.59%	5.49%	11.42%	5.29%	10.44%	15.22%	9.47%	11.23%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	3	2	0	1	2	1	0	0	0	1	0	0	0	1	1									
		0.22%	0.33%	0.28%	0.00%	0.30%	0.36%	0.37%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.53%	0.26%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	186	29	22	34	11	19	7	3	6	5	6	7	3	3	2	29									
		3.42%	3.18%	3.09%	5.41%	3.28%	3.42%	2.58%	1.20%	3.35%	1.83%	2.08%	3.70%	1.65%	3.26%	1.05%	7.57%									
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
