Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																	
Дата голосования: 02.12.2007																																																																	
																																																																	
"Наименование Избирательной комиссии:    Новокузнецк, Центральная"																																																																	
																																																																	
Сводная таблица результатов выборов																																																																	
																																																																	
		Сумма	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №1720					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1936	15	34	54	44	24	25	25	39	49	65	25	39	39	44	44	24	59	54	15	24	15	25	15	15	25	19	25	25	15	15	15	21	94	34	24	34	25	34	49	24	39	30	15	24	34	20	15	24	44	39	44	34	39	44	39	44	119	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1922	15	34	54	44	24	25	25	39	49	65	24	30	39	43	44	24	59	54	15	24	15	25	15	15	25	19	25	25	15	15	15	21	94	34	24	34	25	34	49	24	39	30	15	24	34	20	15	24	42	39	44	34	39	43	39	44	119	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	1554	15	0	36	16	26	24	40	71	33	47	36	11	9	36	6	38	54	25	4	24	51	34	30	30	24	33	42	28	31	20	17	25	7	24	20	16	13	38	28	16	15	33	13	13	30	9	26	31	34	31	17	0	21	31	24	59	49	40					
14	Число погашенных неиспользованных открепительных удостоверений	14	0	0	0	0	0	0	0	0	0	0	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	64	1	2	1	1	1	3	2	1	2	1	1	0	0	2	1	2	0	1	1	0	2	2	1	0	2	0	2	1	1	0	1	0	2	0	3	0	1	4	0	1	1	2	0	1	0	0	0	0	3	1	3	1	0	0	2	3	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																	
18	1.Политическая партия «Аграрная партия России»	1374	20	27	9	33	35	8	10	15	12	5	46	21	5	25	0	15	24	24	28	13	18	28	36	10	8	25	32	19	57	36	25	24	34	23	10	17	13	59	22	17	17	13	23	39	26	42	39	9	37	18	43	31	26	25	8	39	25	26					
		1.43%	1.43%	1.60%	0.43%	1.75%	1.49%	0.50%	0.55%	0.84%	0.87%	0.25%	2.44%	1.16%	0.34%	1.76%	0.00%	1.06%	1.51%	1.17%	2.22%	1.16%	1.36%	1.47%	2.62%	0.99%	0.68%	1.54%	1.79%	0.93%	3.38%	2.23%	1.24%	2.10%	1.84%	1.63%	0.55%	0.89%	1.07%	2.66%	1.13%	1.37%	1.24%	0.73%	1.78%	3.09%	1.44%	2.60%	2.43%	0.60%	2.00%	0.96%	2.12%	1.55%	1.81%	1.75%	0.47%	2.65%	1.11%	1.71%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1285	10	32	5	32	28	14	23	27	21	15	16	20	6	12	0	15	17	27	28	24	19	31	49	10	12	20	34	14	42	21	19	23	24	35	17	13	14	86	24	15	14	25	24	28	32	39	27	10	27	17	7	42	18	21	1	24	11	24					
		1.34%	0.72%	1.90%	0.24%	1.70%	1.19%	0.88%	1.27%	1.51%	1.52%	0.76%	0.85%	1.10%	0.41%	0.84%	0.00%	1.06%	1.07%	1.32%	2.22%	2.13%	1.43%	1.62%	3.56%	0.99%	1.02%	1.23%	1.90%	0.68%	2.49%	1.30%	0.95%	2.01%	1.30%	2.47%	0.93%	0.68%	1.15%	3.87%	1.24%	1.21%	1.02%	1.41%	1.86%	2.22%	1.77%	2.41%	1.68%	0.67%	1.46%	0.91%	0.34%	2.10%	1.25%	1.47%	0.06%	1.63%	0.49%	1.57%					
20	3.Политическая партия «Демократическая партия России»	186	0	7	1	4	1	4	2	3	1	0	4	1	3	0	0	7	3	9	0	0	2	1	5	0	5	2	1	3	2	0	3	1	4	4	4	1	1	21	18	2	2	3	2	6	3	3	4	2	2	7	7	0	2	3	3	3	3	1					
		0.19%	0.00%	0.42%	0.05%	0.21%	0.04%	0.25%	0.11%	0.17%	0.07%	0.00%	0.21%	0.06%	0.21%	0.00%	0.00%	0.50%	0.19%	0.44%	0.00%	0.00%	0.15%	0.05%	0.36%	0.00%	0.43%	0.12%	0.06%	0.15%	0.12%	0.00%	0.15%	0.09%	0.22%	0.28%	0.22%	0.05%	0.08%	0.95%	0.93%	0.16%	0.15%	0.17%	0.15%	0.48%	0.17%	0.19%	0.25%	0.13%	0.11%	0.37%	0.34%	0.00%	0.14%	0.21%	0.18%	0.20%	0.13%	0.07%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	9270	103	94	126	152	160	113	140	146	126	122	190	165	157	134	172	107	197	138	93	81	64	194	179	135	129	196	169	167	144	156	195	127	188	153	223	258	181	225	262	148	177	201	202	144	138	172	128	203	196	221	192	228	189	100	224	174	84	88					
		9.68%	7.38%	5.59%	6.01%	8.06%	6.81%	7.08%	7.70%	8.15%	9.11%	6.18%	10.09%	9.08%	10.75%	9.42%	10.25%	7.59%	12.36%	6.74%	7.37%	7.20%	4.83%	10.16%	13.02%	13.41%	10.99%	12.06%	9.47%	8.13%	8.55%	9.67%	9.71%	11.11%	10.15%	10.81%	12.24%	13.54%	14.84%	10.14%	13.48%	11.92%	12.94%	11.35%	15.63%	11.40%	7.63%	10.64%	7.97%	13.63%	10.61%	11.80%	9.46%	11.40%	13.17%	7.01%	13.12%	11.84%	3.73%	5.77%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	903	16	10	10	9	8	17	12	25	19	9	32	9	4	6	0	10	12	17	10	16	20	33	26	0	30	13	8	20	11	9	20	17	20	18	24	17	2	65	29	11	8	17	31	18	12	21	8	7	23	18	14	20	10	8	22	9	7	6					
		0.94%	1.15%	0.59%	0.48%	0.48%	0.34%	1.06%	0.66%	1.40%	1.37%	0.46%	1.70%	0.50%	0.27%	0.42%	0.00%	0.71%	0.75%	0.83%	0.79%	1.42%	1.51%	1.73%	1.89%	0.00%	2.56%	0.80%	0.45%	0.97%	0.65%	0.56%	0.99%	1.49%	1.08%	1.27%	1.32%	0.89%	0.16%	2.93%	1.49%	0.89%	0.58%	0.96%	2.40%	1.43%	0.66%	1.30%	0.50%	0.47%	1.24%	0.96%	0.69%	1.00%	0.70%	0.56%	1.29%	0.61%	0.31%	0.39%					
23	6.Политическая партия «Партия социальной справедливости»	315	4	6	6	8	2	7	5	5	1	0	6	3	3	2	0	9	6	4	9	4	11	4	3	0	5	6	6	5	3	7	7	2	3	6	2	4	2	24	25	5	5	3	7	5	11	7	3	7	7	3	7	7	3	6	5	1	2	6					
		0.33%	0.29%	0.36%	0.29%	0.42%	0.09%	0.44%	0.28%	0.28%	0.07%	0.00%	0.32%	0.17%	0.21%	0.14%	0.00%	0.64%	0.38%	0.20%	0.71%	0.36%	0.83%	0.21%	0.22%	0.00%	0.43%	0.37%	0.34%	0.24%	0.18%	0.43%	0.35%	0.17%	0.16%	0.42%	0.11%	0.21%	0.16%	1.08%	1.29%	0.40%	0.37%	0.17%	0.54%	0.40%	0.61%	0.43%	0.19%	0.47%	0.38%	0.16%	0.34%	0.35%	0.21%	0.42%	0.29%	0.07%	0.09%	0.39%					
24	7.Политическая партия «Либерально-демократическая партия России»	6756	92	134	205	129	210	123	240	133	59	161	109	159	61	162	114	87	73	76	148	149	106	64	129	54	88	108	41	197	17	172	202	124	76	36	62	28	52	115	24	56	98	204	39	147	189	181	163	158	58	87	92	110	29	49	87	190	168	332					
		7.05%	6.59%	7.96%	9.78%	6.84%	8.94%	7.70%	13.20%	7.43%	4.27%	8.15%	5.79%	8.75%	4.18%	11.38%	6.79%	6.17%	4.58%	3.71%	11.73%	13.24%	8.00%	3.35%	9.38%	5.36%	7.50%	6.65%	2.30%	9.59%	1.01%	10.66%	10.05%	10.85%	4.10%	2.54%	3.40%	1.47%	4.26%	5.18%	1.24%	4.51%	7.16%	11.52%	3.02%	11.64%	10.45%	11.20%	10.15%	10.61%	3.14%	4.64%	4.53%	5.50%	2.02%	3.44%	5.10%	12.93%	7.46%	21.78%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4017	55	75	83	70	95	25	65	34	92	86	34	60	79	71	48	53	44	39	3	77	75	57	116	0	15	75	139	128	109	112	106	88	37	15	51	104	36	103	34	31	35	30	48	75	94	119	91	21	82	29	108	118	95	101	140	109	55	48					
		4.19%	3.94%	4.46%	3.96%	3.71%	4.05%	1.57%	3.58%	1.90%	6.65%	4.35%	1.81%	3.30%	5.41%	4.99%	2.86%	3.76%	2.76%	1.90%	0.24%	6.84%	5.66%	2.99%	8.44%	0.00%	1.28%	4.62%	7.79%	6.23%	6.47%	6.94%	5.28%	7.70%	1.99%	1.06%	2.80%	5.46%	2.95%	4.64%	1.75%	2.50%	2.56%	1.69%	3.72%	5.94%	5.20%	7.36%	5.67%	1.41%	4.44%	1.55%	5.32%	5.90%	6.62%	7.08%	8.20%	7.42%	2.44%	3.15%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	619	4	10	3	8	5	13	6	17	9	2	14	15	13	4	15	10	14	8	7	6	8	21	19	8	7	9	14	8	13	7	12	7	9	10	11	11	3	39	22	6	9	10	14	7	15	18	8	4	11	9	15	9	9	11	10	14	9	10					
		0.65%	0.29%	0.59%	0.14%	0.42%	0.21%	0.81%	0.33%	0.95%	0.65%	0.10%	0.74%	0.83%	0.89%	0.28%	0.89%	0.71%	0.88%	0.39%	0.55%	0.53%	0.60%	1.10%	1.38%	0.79%	0.60%	0.55%	0.78%	0.39%	0.77%	0.43%	0.60%	0.61%	0.49%	0.71%	0.60%	0.58%	0.25%	1.76%	1.13%	0.48%	0.66%	0.56%	1.08%	0.55%	0.83%	1.11%	0.50%	0.27%	0.60%	0.48%	0.74%	0.45%	0.63%	0.77%	0.59%	0.95%	0.40%	0.66%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	68126	1049	1244	1633	1409	1753	1223	1278	1352	1020	1521	1331	1297	1083	987	1255	1056	1165	1659	883	712	951	1451	687	758	838	1124	1261	1450	1216	1029	1356	672	1393	1070	1376	1405	874	1423	1460	913	966	1189	867	741	1234	948	1075	1033	1369	1401	1489	1402	1016	1074	1166	846	1844	849					
		71.14%	75.20%	73.92%	77.87%	74.71%	74.66%	76.58%	70.30%	75.49%	73.75%	77.01%	70.69%	71.38%	74.18%	69.36%	74.79%	74.95%	73.09%	81.01%	69.97%	63.29%	71.77%	76.01%	49.96%	75.27%	71.44%	69.17%	70.64%	70.59%	72.21%	63.79%	67.50%	58.79%	75.22%	75.62%	75.52%	73.75%	71.64%	64.10%	75.14%	73.51%	70.61%	67.14%	67.11%	58.67%	68.25%	58.66%	66.94%	69.38%	74.08%	74.80%	73.35%	70.10%	70.80%	75.32%	68.31%	57.59%	81.88%	55.71%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1764	26	23	5	32	30	24	14	14	10	19	82	50	18	15	50	28	26	33	41	35	29	25	99	20	16	20	55	14	45	49	40	34	50	35	34	28	17	31	23	23	17	51	26	40	32	44	42	9	21	36	20	33	20	17	19	41	14	20					
		1.84%	1.86%	1.37%	0.24%	1.70%	1.28%	1.50%	0.77%	0.78%	0.72%	0.96%	4.35%	2.75%	1.23%	1.05%	2.98%	1.99%	1.63%	1.61%	3.25%	3.11%	2.19%	1.31%	7.20%	1.99%	1.36%	1.23%	3.08%	0.68%	2.67%	3.04%	1.99%	2.97%	2.70%	2.47%	1.87%	1.47%	1.39%	1.40%	1.18%	1.85%	1.24%	2.88%	2.01%	3.17%	1.77%	2.72%	2.62%	0.60%	1.14%	1.92%	0.99%	1.65%	1.39%	1.19%	1.11%	2.79%	0.62%	1.31%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
