Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																		
Дата голосования: 04.12.2011																																																																		
																																																																		
"Наименование Избирательной комиссии:    Новокузнецк, Центральная"																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
		Сумма	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1771	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	40	31	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	80	30	30	30	30	30	30	30	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1219	20	22	19	23	18	27	30	22	10	14	20	16	11	18	30	29	17	30	29	31	31	27	19	20	24	17	29	30	20	25	18	10	13	18	13	15	27	19	19	16	17	11	21	13	20	11	15	27	17	72	26	28	16	14	25	25	15	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	936	19	12	8	8	13	12	19	36	6	8	10	11	3	11	22	9	9	38	18	6	13	17	4	28	23	16	23	20	24	12	4	11	12	24	20	6	5	21	11	9	10	17	27	18	21	21	26	7	22	27	16	18	19	34	16	8	12	24	12					
14	Число погашенных неиспользованных открепительных удостоверений	552	10	8	11	7	12	3	0	8	20	16	10	14	19	12	0	1	13	0	1	9	0	3	11	10	6	13	1	0	10	5	12	20	17	12	17	15	3	11	11	14	13	19	9	17	10	19	15	3	13	8	4	2	14	16	5	5	15	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	27	2	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	3	2	0	1	0	0	2	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	13171	223	209	206	263	220	247	319	272	186	193	239	247	194	253	305	266	296	151	290	119	314	298	255	289	365	248	315	306	176	170	153	138	209	247	271	221	212	232	170	206	212	164	231	223	234	174	203	232	183	211	194	165	202	224	186	204	214	115	107					
		18.35%	19.73%	21.64%	18.58%	20.86%	19.50%	21.69%	20.73%	15.26%	18.84%	15.95%	18.37%	22.23%	19.54%	21.74%	19.81%	18.95%	18.68%	10.86%	20.04%	8.44%	19.85%	19.76%	17.95%	20.14%	22.48%	20.38%	20.75%	20.31%	17.55%	15.38%	16.35%	16.71%	20.10%	19.25%	19.25%	17.03%	16.15%	20.79%	18.83%	17.25%	18.63%	20.50%	18.52%	18.38%	17.44%	18.67%	17.65%	19.30%	19.45%	17.02%	16.15%	16.99%	16.99%	17.82%	18.56%	15.24%	20.00%	14.65%	11.48%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	13596	228	158	209	247	227	183	276	407	183	228	229	182	182	210	275	256	273	218	294	336	300	288	256	242	275	224	296	251	227	248	209	167	179	289	256	287	287	239	203	207	187	136	210	227	241	177	203	144	178	241	271	190	162	210	185	267	181	154	301					
		18.94%	20.18%	16.36%	18.85%	19.59%	20.12%	16.07%	17.93%	22.84%	18.54%	18.84%	17.60%	16.38%	18.33%	18.04%	17.86%	18.23%	17.22%	15.68%	20.32%	23.83%	18.96%	19.10%	18.02%	16.86%	16.93%	18.41%	19.50%	16.66%	22.63%	22.44%	22.33%	20.22%	17.21%	22.53%	18.18%	22.11%	21.86%	21.42%	22.48%	17.34%	16.43%	17.00%	16.84%	18.71%	17.96%	18.99%	17.65%	11.98%	18.92%	19.44%	22.56%	19.57%	13.62%	16.71%	18.46%	19.94%	16.92%	19.62%	32.30%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1018	12	7	7	26	17	16	23	38	10	10	17	19	11	15	34	24	21	14	22	22	31	19	23	15	14	16	27	39	12	15	11	11	12	13	14	12	19	14	10	25	22	14	15	12	17	11	21	20	13	19	9	16	18	18	17	15	19	11	14					
		1.42%	1.06%	0.72%	0.63%	2.06%	1.51%	1.40%	1.49%	2.13%	1.01%	0.83%	1.31%	1.71%	1.11%	1.29%	2.21%	1.71%	1.32%	1.01%	1.52%	1.56%	1.96%	1.26%	1.62%	1.05%	0.86%	1.31%	1.78%	2.59%	1.20%	1.36%	1.18%	1.33%	1.15%	1.01%	0.99%	0.92%	1.45%	1.25%	1.11%	2.09%	1.93%	1.75%	1.20%	0.99%	1.27%	1.18%	1.83%	1.66%	1.38%	1.53%	0.75%	1.65%	1.51%	1.43%	1.70%	1.12%	1.78%	1.40%	1.50%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10464	169	125	178	183	190	174	239	221	145	133	190	193	139	143	219	210	258	88	201	209	243	223	197	217	267	204	246	278	115	174	106	139	157	169	217	143	197	160	121	223	224	163	171	186	202	113	144	210	147	171	155	141	201	175	114	173	155	96	120					
		14.58%	14.96%	12.94%	16.05%	14.51%	16.84%	15.28%	15.53%	12.40%	14.69%	10.99%	14.60%	17.37%	13.99%	12.29%	14.22%	14.96%	16.28%	6.33%	13.89%	14.82%	15.36%	14.79%	13.86%	15.12%	16.44%	16.76%	16.21%	18.45%	11.47%	15.75%	11.32%	16.83%	15.10%	13.17%	15.41%	11.02%	15.00%	14.34%	13.40%	18.68%	19.68%	20.38%	13.71%	15.33%	15.05%	12.12%	12.52%	17.47%	15.62%	13.79%	12.91%	14.52%	16.90%	13.92%	11.38%	12.92%	14.49%	12.23%	12.88%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	4885	85	91	82	120	66	76	123	83	65	55	78	94	69	66	99	91	115	25	125	50	159	99	110	143	142	100	165	144	43	44	32	60	97	55	70	79	73	74	57	108	134	59	97	76	71	72	90	83	64	96	69	75	78	66	58	64	64	27	30					
		6.81%	7.52%	9.42%	7.39%	9.52%	5.85%	6.67%	7.99%	4.66%	6.59%	4.55%	5.99%	8.46%	6.95%	5.67%	6.43%	6.48%	7.26%	1.80%	8.64%	3.55%	10.05%	6.56%	7.74%	9.97%	8.74%	8.22%	10.87%	9.56%	4.29%	3.98%	3.42%	7.26%	9.33%	4.29%	4.97%	6.09%	5.56%	6.63%	6.31%	9.05%	11.78%	7.38%	7.78%	6.27%	5.29%	7.73%	7.83%	6.91%	6.80%	7.74%	5.75%	7.72%	6.56%	5.25%	5.79%	4.78%	5.98%	3.44%	3.22%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	26641	384	305	405	381	383	413	515	667	365	565	515	340	373	452	549	524	566	862	471	637	501	549	526	498	518	395	431	470	396	419	404	296	365	485	540	527	491	364	313	398	317	252	481	459	551	344	454	482	335	476	471	349	495	540	416	571	416	368	306					
		37.11%	33.98%	31.57%	36.52%	30.21%	33.95%	36.26%	33.46%	37.43%	36.98%	46.69%	39.58%	30.60%	37.56%	38.83%	35.65%	37.32%	35.71%	62.01%	32.55%	45.18%	31.67%	36.41%	37.02%	34.70%	31.90%	32.46%	28.39%	31.19%	39.48%	37.92%	43.16%	35.84%	35.10%	37.80%	38.35%	40.60%	37.40%	32.62%	34.66%	33.33%	27.86%	31.50%	38.57%	37.84%	41.06%	36.91%	39.48%	40.10%	35.60%	38.39%	39.22%	35.94%	41.63%	42.96%	41.52%	42.64%	38.88%	46.88%	32.83%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	516	6	12	6	10	7	6	15	11	9	2	8	18	11	5	15	7	15	6	12	6	19	10	14	14	14	8	13	15	3	8	6	2	6	10	5	7	5	7	10	8	15	3	10	6	4	7	10	5	6	5	8	13	8	10	3	13	6	4	9					
		0.72%	0.53%	1.24%	0.54%	0.79%	0.62%	0.53%	0.97%	0.62%	0.91%	0.17%	0.61%	1.62%	1.11%	0.43%	0.97%	0.50%	0.95%	0.43%	0.83%	0.43%	1.20%	0.66%	0.99%	0.98%	0.86%	0.66%	0.86%	0.99%	0.30%	0.72%	0.64%	0.24%	0.58%	0.78%	0.36%	0.54%	0.38%	0.63%	1.11%	0.67%	1.32%	0.38%	0.80%	0.49%	0.30%	0.75%	0.87%	0.42%	0.64%	0.40%	0.67%	1.34%	0.67%	0.80%	0.30%	0.97%	0.56%	0.51%	0.97%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
