7	Число избирательных бюллетеней в переносных ящиках для голосования	915	12	6	158	3	8	7	5	3	34	7	7	13	80	5	12	6	6	23	15	10	7	7	9	10	14	2	3	5	11	6	9	5	9	8	11	7	4	11	14	10	40	7	6	17	10	5	8	7	51	15	6	6	16	8	5	2	8	10	6	7	9	4	5	2	9	5	5	11	11	8	11	9	4									
8	Число бюллетеней в стационарных ящиках для голосования	77083	1417	1214	843	980	1290	980	1279	1145	930	1448	1206	1601	1234	1300	972	894	921	1241	983	974	802	1353	1204	862	1080	890	993	1118	1033	1129	1000	1017	912	1182	995	809	514	1365	1379	1206	399	915	1288	530	701	799	839	529	650	1143	1167	970	949	977	1121	952	1095	1061	962	1079	976	1089	944	1347	920	540	1450	1385	1412	1197	1332	1743	927									
9	Число недействительных избирательных бюллетеней	1118	11	12	8	7	24	12	17	15	10	10	14	22	11	15	21	10	12	15	10	15	8	1	23	5	18	17	7	6	17	23	11	12	18	15	25	13	6	29	11	16	6	31	16	2	6	33	11	6	7	13	5	9	14	2	21	29	12	11	8	17	35	13	12	31	6	5	13	16	18	10	130	0	18									
10	Число действительных избирательных бюллетеней	76880	1418	1208	993	976	1274	975	1267	1133	954	1445	1199	1592	1303	1290	963	890	915	1249	988	969	801	1359	1190	867	1076	875	989	1117	1027	1112	998	1010	903	1175	981	803	512	1347	1382	1200	433	891	1278	545	705	771	836	530	694	1145	1168	967	951	983	1105	925	1091	1060	960	1069	950	1080	937	1318	923	540	1442	1380	1405	1195	1213	1752	913									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																				
13	Бабурин Сергей Николаевич	412	9	7	5	9	2	9	7	5	4	14	7	9	6	8	6	6	5	9	7	4	1	8	5	5	8	4	8	6	7	9	4	7	3	10	3	6	3	11	6	5	0	4	7	1	3	4	4	1	5	4	1	7	3	3	2	3	7	7	4	5	1	4	3	10	5	2	5	5	13	5	8	6	13									
		0.53%	0.63%	0.57%	0.50%	0.92%	0.15%	0.91%	0.55%	0.44%	0.41%	0.96%	0.58%	0.56%	0.46%	0.61%	0.61%	0.67%	0.54%	0.71%	0.70%	0.41%	0.12%	0.59%	0.41%	0.57%	0.73%	0.45%	0.80%	0.53%	0.67%	0.79%	0.40%	0.68%	0.33%	0.84%	0.30%	0.74%	0.58%	0.80%	0.43%	0.41%	0.00%	0.43%	0.54%	0.18%	0.42%	0.50%	0.47%	0.19%	0.71%	0.35%	0.09%	0.72%	0.31%	0.30%	0.18%	0.31%	0.63%	0.65%	0.41%	0.46%	0.10%	0.37%	0.32%	0.74%	0.54%	0.37%	0.34%	0.36%	0.91%	0.41%	0.60%	0.34%	1.40%									
14	Грудинин Павел Николаевич	8724	131	139	132	83	131	110	146	148	120	144	153	178	141	174	116	78	123	153	113	136	84	73	146	88	149	131	137	122	148	169	134	150	127	136	125	108	61	167	172	153	40	106	181	41	92	62	132	84	71	160	68	125	127	48	117	92	90	118	124	134	61	122	116	85	88	60	102	184	147	93	117	214	94									
		11.18%	9.17%	11.39%	13.19%	8.44%	10.09%	11.14%	11.37%	12.89%	12.45%	9.90%	12.61%	11.03%	10.73%	13.33%	11.79%	8.67%	13.27%	12.10%	11.32%	13.82%	10.38%	5.37%	12.04%	10.09%	13.62%	14.69%	13.76%	10.86%	14.18%	14.89%	13.28%	14.68%	13.79%	11.43%	12.43%	13.24%	11.78%	12.14%	12.35%	12.58%	9.11%	11.50%	13.99%	7.50%	12.94%	7.71%	15.58%	15.67%	10.13%	13.82%	5.80%	12.81%	13.16%	4.87%	10.39%	9.64%	8.16%	11.02%	12.81%	12.34%	6.19%	11.16%	12.22%	6.30%	9.47%	11.01%	7.01%	13.18%	10.33%	7.72%	8.71%	12.21%	10.10%									
15	Жириновский Владимир Вольфович	6171	99	91	60	76	54	54	98	77	85	123	118	115	98	101	84	85	82	92	82	65	69	44	89	68	82	78	94	81	71	95	68	59	72	105	98	68	44	135	117	102	31	76	113	45	60	47	55	49	66	86	51	71	81	53	74	72	71	84	71	74	62	114	88	75	79	57	130	123	156	103	143	263	70									
		7.91%	6.93%	7.46%	5.99%	7.73%	4.16%	5.47%	7.63%	6.71%	8.82%	8.45%	9.73%	7.13%	7.46%	7.74%	8.54%	9.44%	8.85%	7.28%	8.22%	6.61%	8.53%	3.24%	7.34%	7.80%	7.50%	8.74%	9.44%	7.21%	6.80%	8.37%	6.74%	5.77%	7.82%	8.82%	9.74%	8.33%	8.49%	9.81%	8.40%	8.39%	7.06%	8.24%	8.73%	8.23%	8.44%	5.85%	6.49%	9.14%	9.42%	7.43%	4.35%	7.27%	8.39%	5.38%	6.57%	7.55%	6.44%	7.84%	7.33%	6.81%	6.29%	10.43%	9.27%	5.56%	8.50%	10.46%	8.93%	8.81%	10.96%	8.55%	10.65%	15.01%	7.52%									
16	Путин Владимир Владимирович	59172	1121	923	750	772	1040	774	960	864	709	1107	882	1235	998	962	712	685	661	942	753	732	626	1191	912	674	804	639	725	878	770	803	764	741	675	890	734	594	387	987	1052	915	353	681	930	450	535	645	628	381	523	867	1025	725	706	860	877	732	894	816	731	832	802	809	703	1116	721	412	1182	1024	1045	967	919	1226	712									
		75.86%	78.45%	75.66%	74.93%	78.54%	80.12%	78.42%	74.77%	75.26%	73.55%	76.08%	72.71%	76.52%	75.95%	73.72%	72.36%	76.11%	71.31%	74.53%	75.45%	74.39%	77.38%	87.57%	75.19%	77.29%	73.49%	71.64%	72.79%	78.18%	73.75%	70.75%	75.72%	72.50%	73.29%	74.79%	72.96%	72.79%	74.71%	71.73%	75.52%	75.25%	80.41%	73.86%	71.87%	82.27%	75.25%	80.22%	74.14%	71.08%	74.61%	74.87%	87.38%	74.28%	73.16%	87.31%	77.89%	76.73%	81.05%	76.19%	75.52%	76.61%	81.42%	74.02%	74.08%	82.73%	77.61%	75.60%	81.24%	73.35%	73.44%	80.25%	68.43%	69.98%	76.48%									
17	Собчак Ксения Анатольевна	980	22	13	19	18	19	12	26	14	19	16	18	26	26	16	19	12	20	22	15	12	8	18	17	15	17	11	11	10	14	13	7	21	13	13	9	6	9	20	21	7	4	6	16	4	3	8	5	5	18	13	15	20	17	4	13	12	13	11	9	10	4	15	7	12	16	3	9	18	21	8	6	17	14									
		1.26%	1.54%	1.07%	1.90%	1.83%	1.46%	1.22%	2.02%	1.22%	1.97%	1.10%	1.48%	1.61%	1.98%	1.23%	1.93%	1.33%	2.16%	1.74%	1.50%	1.22%	0.99%	1.32%	1.40%	1.72%	1.55%	1.23%	1.10%	0.89%	1.34%	1.15%	0.69%	2.05%	1.41%	1.09%	0.89%	0.74%	1.74%	1.45%	1.51%	0.58%	0.91%	0.65%	1.24%	0.73%	0.42%	0.99%	0.59%	0.93%	2.57%	1.12%	1.28%	2.05%	1.76%	0.41%	1.15%	1.26%	1.18%	1.03%	0.93%	0.92%	0.41%	1.37%	0.74%	0.89%	1.72%	0.55%	0.62%	1.29%	1.48%	0.66%	0.45%	0.97%	1.50%									
18	Сурайкин Максим Александрович	414	7	7	4	8	5	4	5	7	4	8	6	11	7	7	8	9	8	10	6	7	5	6	5	6	8	4	6	9	4	7	3	9	4	6	0	8	1	8	2	11	1	5	8	1	2	2	4	2	2	6	4	5	7	1	7	5	6	10	9	3	4	4	5	3	2	1	8	10	9	7	9	9	3									
		0.53%	0.49%	0.57%	0.40%	0.81%	0.39%	0.41%	0.39%	0.61%	0.41%	0.55%	0.49%	0.68%	0.53%	0.54%	0.81%	1.00%	0.86%	0.79%	0.60%	0.71%	0.62%	0.44%	0.41%	0.69%	0.73%	0.45%	0.60%	0.80%	0.38%	0.62%	0.30%	0.88%	0.43%	0.50%	0.00%	0.98%	0.19%	0.58%	0.14%	0.90%	0.23%	0.54%	0.62%	0.18%	0.28%	0.25%	0.47%	0.37%	0.29%	0.52%	0.34%	0.51%	0.73%	0.10%	0.62%	0.52%	0.54%	0.93%	0.93%	0.28%	0.41%	0.37%	0.53%	0.22%	0.22%	0.18%	0.55%	0.72%	0.63%	0.58%	0.67%	0.51%	0.32%									
19	Титов Борис Юрьевич	468	14	6	12	2	9	7	11	9	6	14	4	5	9	10	6	12	9	8	7	7	4	11	7	6	2	6	3	7	5	6	6	8	3	8	5	6	4	12	7	1	1	3	15	2	6	3	6	4	5	5	2	6	5	7	7	4	5	6	5	8	8	9	8	8	7	2	4	1	8	8	6	5	5									
		0.60%	0.98%	0.49%	1.20%	0.20%	0.69%	0.71%	0.86%	0.78%	0.62%	0.96%	0.33%	0.31%	0.68%	0.77%	0.61%	1.33%	0.97%	0.63%	0.70%	0.71%	0.49%	0.81%	0.58%	0.69%	0.18%	0.67%	0.30%	0.62%	0.48%	0.53%	0.59%	0.78%	0.33%	0.67%	0.50%	0.74%	0.77%	0.87%	0.50%	0.08%	0.23%	0.33%	1.16%	0.37%	0.84%	0.37%	0.71%	0.75%	0.71%	0.43%	0.17%	0.61%	0.52%	0.71%	0.62%	0.42%	0.45%	0.56%	0.52%	0.74%	0.81%	0.82%	0.84%	0.59%	0.75%	0.37%	0.27%	0.07%	0.56%	0.66%	0.45%	0.29%	0.54%									
20	Явлинский Григорий Алексеевич	539	15	22	11	8	14	5	14	9	7	19	11	13	18	12	12	3	7	13	5	6	4	8	9	5	6	2	5	4	8	10	12	15	6	7	7	7	3	7	5	6	3	10	8	1	4	0	2	4	4	4	2	8	5	7	8	5	5	8	7	3	8	3	7	9	5	3	2	15	6	4	5	12	2									
		0.69%	1.05%	1.80%	1.10%	0.81%	1.08%	0.51%	1.09%	0.78%	0.73%	1.31%	0.91%	0.81%	1.37%	0.92%	1.22%	0.33%	0.76%	1.03%	0.50%	0.61%	0.49%	0.59%	0.74%	0.57%	0.55%	0.22%	0.50%	0.36%	0.77%	0.88%	1.19%	1.47%	0.65%	0.59%	0.70%	0.86%	0.58%	0.51%	0.36%	0.49%	0.68%	1.08%	0.62%	0.18%	0.56%	0.00%	0.24%	0.75%	0.57%	0.35%	0.17%	0.82%	0.52%	0.71%	0.71%	0.52%	0.45%	0.75%	0.72%	0.28%	0.81%	0.27%	0.74%	0.67%	0.54%	0.55%	0.14%	1.07%	0.42%	0.33%	0.37%	0.68%	0.21%									
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
																																																																																				
