Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Красногвардейская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	128	0	5	7	15	5	0	2	2	6	4	1	0	0	4	4	0	2	5	6	4	6	4	0	1	7	0	0	5	5	3	2	2	0	0	4	5	4	2	3	2	0	0	0	1									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	128	0	5	7	15	5	0	2	2	6	4	1	0	0	4	4	0	2	5	6	4	6	4	0	1	7	0	0	5	5	3	2	2	0	0	4	5	4	2	3	2	0	0	0	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	60	1	2	0	1	0	0	0	4	2	1	2	0	1	1	1	0	1	0	2	11	2	5	1	1	2	1	2	2	4	1	1	1	0	0	0	3	1	0	0	1	1	0	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	122	10	0	2	11	0	0	0	6	4	2	0	0	0	4	2	8	0	0	11	12	13	7	2	0	0	1	3	5	4	4	1	0	0	1	2	2	3	0	0	0	0	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	75	2	0	0	1	0	0	0	2	3	1	3	1	0	2	1	1	0	2	7	7	10	6	1	1	0	0	0	5	5	1	1	1	0	1	0	3	0	3	2	0	2	0	0	0									
		0.84%	0.95%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	1.36%	1.44%	0.36%	1.75%	1.19%	0.00%	0.57%	0.61%	0.76%	0.00%	1.55%	1.16%	1.12%	1.65%	1.63%	0.89%	0.69%	0.00%	0.00%	0.00%	1.50%	1.29%	0.81%	0.51%	0.37%	0.00%	0.72%	0.00%	0.99%	0.00%	2.31%	0.62%	0.00%	2.08%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	297	10	5	5	10	14	2	0	2	4	7	5	1	5	13	7	2	3	6	24	20	15	15	9	3	8	2	3	6	17	5	12	2	2	9	1	10	2	6	14	2	2	1	1	5									
		3.31%	4.74%	3.03%	2.20%	5.46%	7.14%	1.64%	0.00%	1.36%	1.92%	2.49%	2.92%	1.19%	4.81%	3.74%	4.24%	1.53%	1.47%	4.65%	3.99%	3.19%	2.47%	4.07%	8.04%	2.07%	7.77%	2.35%	2.17%	1.80%	4.39%	4.07%	6.06%	0.75%	1.71%	6.47%	1.59%	3.32%	2.70%	4.62%	4.33%	1.54%	2.08%	2.86%	2.08%	2.02%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	136	1	5	8	1	6	2	1	2	2	2	5	2	0	4	1	1	3	1	11	20	11	6	1	1	2	0	4	4	7	1	0	1	0	0	0	4	0	0	6	2	0	0	0	8									
		1.51%	0.47%	3.03%	3.52%	0.55%	3.06%	1.64%	0.99%	1.36%	0.96%	0.71%	2.92%	2.38%	0.00%	1.15%	0.61%	0.76%	1.47%	0.78%	1.83%	3.19%	1.81%	1.63%	0.89%	0.69%	1.94%	0.00%	2.90%	1.20%	1.81%	0.81%	0.00%	0.37%	0.00%	0.00%	0.00%	1.33%	0.00%	0.00%	1.86%	1.54%	0.00%	0.00%	0.00%	3.23%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3618	101	65	96	65	68	61	71	61	80	132	65	44	47	133	64	54	131	26	210	243	184	123	39	84	31	49	72	117	148	34	66	127	48	42	35	123	30	56	113	55	45	19	28	133									
		40.30%	47.87%	39.39%	42.29%	35.52%	34.69%	50.00%	70.30%	41.50%	38.46%	46.98%	38.01%	52.38%	45.19%	38.22%	38.79%	41.22%	64.22%	20.16%	34.88%	38.76%	30.31%	33.33%	34.82%	57.93%	30.10%	57.65%	52.17%	35.14%	38.24%	27.64%	33.33%	47.39%	41.03%	30.22%	55.56%	40.86%	40.54%	43.08%	34.98%	42.31%	46.88%	54.29%	58.33%	53.63%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	31	0	0	0	0	1	1	0	0	0	2	1	0	0	1	0	1	0	0	5	1	3	1	1	0	0	0	0	1	1	0	0	0	2	5	0	3	0	0	1	0	0	0	0	0									
		0.35%	0.00%	0.00%	0.00%	0.00%	0.51%	0.82%	0.00%	0.00%	0.00%	0.71%	0.58%	0.00%	0.00%	0.29%	0.00%	0.76%	0.00%	0.00%	0.83%	0.16%	0.49%	0.27%	0.89%	0.00%	0.00%	0.00%	0.00%	0.30%	0.26%	0.00%	0.00%	0.00%	1.71%	3.60%	0.00%	0.99%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	3	0	3	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0									
		0.20%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.99%	0.00%	0.48%	0.36%	0.00%	1.19%	0.00%	0.29%	0.00%	2.29%	0.00%	2.33%	0.17%	0.16%	0.00%	0.00%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.72%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2226	32	52	70	60	45	16	8	29	60	88	46	18	14	77	32	26	43	50	175	164	179	94	22	26	27	24	38	82	82	42	31	37	39	35	2	81	25	39	92	40	20	2	12	50									
		24.79%	15.17%	31.52%	30.84%	32.79%	22.96%	13.11%	7.92%	19.73%	28.85%	31.32%	26.90%	21.43%	13.46%	22.13%	19.39%	19.85%	21.08%	38.76%	29.07%	26.16%	29.49%	25.47%	19.64%	17.93%	26.21%	28.24%	27.54%	24.62%	21.19%	34.15%	15.66%	13.81%	33.33%	25.18%	3.17%	26.91%	33.78%	30.00%	28.48%	30.77%	20.83%	5.71%	25.00%	20.16%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	32	1	0	0	1	0	0	0	0	2	2	0	0	0	3	0	2	1	0	2	4	0	1	0	1	0	0	0	2	0	0	3	2	0	0	1	0	0	0	3	1	0	0	0	0									
		0.36%	0.47%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.96%	0.71%	0.00%	0.00%	0.00%	0.86%	0.00%	1.53%	0.49%	0.00%	0.33%	0.64%	0.00%	0.27%	0.00%	0.69%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	1.52%	0.75%	0.00%	0.00%	1.59%	0.00%	0.00%	0.00%	0.93%	0.77%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	65	1	0	1	0	2	0	0	3	0	3	1	1	2	0	0	1	3	1	7	9	9	2	0	0	0	1	1	4	2	1	1	0	0	1	1	2	0	1	3	1	0	0	0	0									
		0.72%	0.47%	0.00%	0.44%	0.00%	1.02%	0.00%	0.00%	2.04%	0.00%	1.07%	0.58%	1.19%	1.92%	0.00%	0.00%	0.76%	1.47%	0.78%	1.16%	1.44%	1.48%	0.54%	0.00%	0.00%	0.00%	1.18%	0.72%	1.20%	0.52%	0.81%	0.51%	0.00%	0.00%	0.72%	1.59%	0.66%	0.00%	0.77%	0.93%	0.77%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.48%	0.36%	0.58%	1.19%	0.00%	0.00%	0.00%	0.00%	0.49%	0.78%	0.17%	0.00%	0.00%	0.54%	0.89%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	53	0	1	1	0	3	0	0	0	0	1	1	0	2	5	2	1	1	1	3	2	6	2	0	2	1	0	0	3	4	0	3	0	0	3	0	2	0	0	1	1	1	0	0	0									
		0.59%	0.00%	0.61%	0.44%	0.00%	1.53%	0.00%	0.00%	0.00%	0.00%	0.36%	0.58%	0.00%	1.92%	1.44%	1.21%	0.76%	0.49%	0.78%	0.50%	0.32%	0.99%	0.54%	0.00%	1.38%	0.97%	0.00%	0.00%	0.90%	1.03%	0.00%	1.52%	0.00%	0.00%	2.16%	0.00%	0.66%	0.00%	0.00%	0.31%	0.77%	1.04%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1767	43	19	33	36	39	17	11	37	44	24	38	12	24	82	37	29	12	24	111	91	139	84	32	21	27	6	14	92	96	27	68	63	17	33	22	53	16	19	75	21	24	13	3	39									
		19.68%	20.38%	11.52%	14.54%	19.67%	19.90%	13.93%	10.89%	25.17%	21.15%	8.54%	22.22%	14.29%	23.08%	23.56%	22.42%	22.14%	5.88%	18.60%	18.44%	14.51%	22.90%	22.76%	28.57%	14.48%	26.21%	7.06%	10.14%	27.63%	24.81%	21.95%	34.34%	23.51%	14.53%	23.74%	34.92%	17.61%	21.62%	14.62%	23.22%	16.15%	25.00%	37.14%	6.25%	15.73%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	51	0	1	1	3	2	7	0	0	1	0	1	0	0	3	3	2	0	0	4	2	1	1	0	0	0	0	0	1	4	2	1	7	0	1	0	1	0	0	1	0	1	0	0	0									
		0.57%	0.00%	0.61%	0.44%	1.64%	1.02%	5.74%	0.00%	0.00%	0.48%	0.00%	0.58%	0.00%	0.00%	0.86%	1.82%	1.53%	0.00%	0.00%	0.66%	0.32%	0.16%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	1.03%	1.63%	0.51%	2.61%	0.00%	0.72%	0.00%	0.33%	0.00%	0.00%	0.31%	0.00%	1.04%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	460	13	8	7	3	14	14	8	9	10	15	3	3	7	16	16	7	6	13	28	50	41	24	4	2	4	2	6	13	13	6	8	25	8	7	1	15	1	3	8	7	0	0	2	10									
		5.12%	6.16%	4.85%	3.08%	1.64%	7.14%	11.48%	7.92%	6.12%	4.81%	5.34%	1.75%	3.57%	6.73%	4.60%	9.70%	5.34%	2.94%	10.08%	4.65%	7.97%	6.75%	6.50%	3.57%	1.38%	3.88%	2.35%	4.35%	3.90%	3.36%	4.88%	4.04%	9.33%	6.84%	5.04%	1.59%	4.98%	1.35%	2.31%	2.48%	5.38%	0.00%	0.00%	4.17%	4.03%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
