Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Скопинская городская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4668	224	160	104	171	205	139	166	210	456	277	235	506	268	168	561	101	234	483									
		49.28%	42.75%	35.71%	44.64%	47.11%	45.56%	44.27%	43.01%	52.11%	54.61%	46.95%	44.09%	57.76%	40.30%	44.09%	67.75%	62.35%	55.71%	45.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	62	3	0	1	5	8	6	5	4	5	6	6	1	4	2	1	0	3	2									
		0.65%	0.57%	0.00%	0.43%	1.38%	1.78%	1.91%	1.30%	0.99%	0.60%	1.02%	1.13%	0.11%	0.60%	0.52%	0.12%	0.00%	0.71%	0.19%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	1	0	0	2	2	2	0	0	3	2	3	0	2	0	1	0	1	0									
		0.20%	0.19%	0.00%	0.00%	0.55%	0.44%	0.64%	0.00%	0.00%	0.36%	0.34%	0.56%	0.00%	0.30%	0.00%	0.12%	0.00%	0.24%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1564	101	99	53	60	81	67	78	66	133	99	102	133	115	73	84	20	66	134									
		16.51%	19.27%	22.10%	22.75%	16.53%	18.00%	21.34%	20.21%	16.38%	15.93%	16.78%	19.14%	15.18%	17.29%	19.16%	10.14%	12.35%	15.71%	12.62%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	70	6	0	4	3	5	3	6	4	2	6	7	5	6	3	4	0	0	6									
		0.74%	1.15%	0.00%	1.72%	0.83%	1.11%	0.96%	1.55%	0.99%	0.24%	1.02%	1.31%	0.57%	0.90%	0.79%	0.48%	0.00%	0.00%	0.56%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	59	2	1	0	2	2	0	2	1	5	8	4	11	5	2	4	1	3	6									
		0.62%	0.38%	0.22%	0.00%	0.55%	0.44%	0.00%	0.52%	0.25%	0.60%	1.36%	0.75%	1.26%	0.75%	0.52%	0.48%	0.62%	0.71%	0.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	2									
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.12%	0.00%	0.00%	0.19%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	70	6	3	2	3	2	0	1	10	5	4	5	14	4	2	2	0	3	4									
		0.74%	1.15%	0.67%	0.86%	0.83%	0.44%	0.00%	0.26%	2.48%	0.60%	0.68%	0.94%	1.60%	0.60%	0.52%	0.24%	0.00%	0.71%	0.38%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1670	87	104	37	71	90	45	72	60	126	100	80	143	134	69	88	19	64	281									
		17.63%	16.60%	23.21%	15.88%	19.56%	20.00%	14.33%	18.65%	14.89%	15.09%	16.95%	15.01%	16.32%	20.15%	18.11%	10.63%	11.73%	15.24%	26.46%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	31	1	0	0	1	2	1	2	2	3	2	3	5	2	2	2	0	1	2									
		0.33%	0.19%	0.00%	0.00%	0.28%	0.44%	0.32%	0.52%	0.50%	0.36%	0.34%	0.56%	0.57%	0.30%	0.52%	0.24%	0.00%	0.24%	0.19%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	445	36	23	12	21	16	17	16	16	45	27	35	14	56	31	30	6	9	35									
		4.70%	6.87%	5.13%	5.15%	5.79%	3.56%	5.41%	4.15%	3.97%	5.39%	4.58%	6.57%	1.60%	8.42%	8.14%	3.62%	3.70%	2.14%	3.30%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
