Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Аскизская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	718	19	25	35	10	8	4	22	22	6	11	16	42	17	6	12	6	4	4	10	22	33	35	25	6	12	6	8	16	23	22	40	30	30	7	28	6	24	24	6	12	18	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	718	19	25	35	10	8	4	22	22	6	11	16	42	17	6	12	6	4	4	10	22	33	35	25	6	12	6	8	16	23	22	40	30	30	7	28	6	24	24	6	12	18	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	322	30	25	25	3	6	4	9	23	9	6	8	5	3	3	2	4	4	2	15	7	9	2	4	6	5	3	4	2	9	6	10	14	12	4	6	2	4	8	8	6	4	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	82	8	9	9	1	0	5	8	3	1	6	1	0	0	0	1	0	0	0	1	2	1	0	1	0	4	2	0	1	3	3	2	0	0	0	4	0	1	2	0	1	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1078	77	67	35	15	25	16	60	94	12	37	53	23	4	8	26	2	2	1	30	53	33	5	3	2	11	16	8	4	57	5	21	46	18	3	19	6	77	60	10	8	22	4					
		6.51%	8.33%	6.21%	3.71%	7.25%	10.12%	15.24%	9.52%	10.50%	7.50%	9.95%	11.67%	11.73%	3.85%	3.25%	7.16%	1.35%	2.25%	0.76%	8.60%	8.28%	9.65%	3.85%	0.98%	1.28%	2.05%	8.84%	6.15%	3.13%	8.62%	1.14%	3.75%	5.46%	2.06%	3.49%	2.49%	8.82%	9.66%	9.40%	4.90%	5.37%	9.91%	6.06%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1068	21	35	38	6	12	2	76	118	34	23	14	9	3	10	7	4	4	1	23	71	13	4	2	1	3	12	1	10	86	12	37	16	23	24	41	3	104	118	29	3	10	5					
		6.45%	2.27%	3.24%	4.03%	2.90%	4.86%	1.90%	12.06%	13.18%	21.25%	6.18%	3.08%	4.59%	2.88%	4.07%	1.93%	2.70%	4.49%	0.76%	6.59%	11.09%	3.80%	3.08%	0.65%	0.64%	0.56%	6.63%	0.77%	7.81%	13.01%	2.73%	6.61%	1.90%	2.63%	27.91%	5.38%	4.41%	13.05%	18.50%	14.22%	2.01%	4.50%	7.58%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	178	12	8	14	5	5	1	12	15	3	7	8	1	0	1	5	0	0	0	1	10	2	0	1	0	4	2	0	2	5	4	1	6	10	1	1	1	17	6	4	1	2	0					
		1.07%	1.30%	0.74%	1.48%	2.42%	2.02%	0.95%	1.90%	1.68%	1.88%	1.88%	1.76%	0.51%	0.00%	0.41%	1.38%	0.00%	0.00%	0.00%	0.29%	1.56%	0.58%	0.00%	0.33%	0.00%	0.74%	1.10%	0.00%	1.56%	0.76%	0.91%	0.18%	0.71%	1.15%	1.16%	0.13%	1.47%	2.13%	0.94%	1.96%	0.67%	0.90%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4153	200	282	260	49	36	23	182	244	36	116	130	52	10	24	96	20	31	3	78	145	91	28	81	32	123	14	18	36	144	113	110	299	183	7	178	13	298	196	57	44	51	20					
		25.07%	21.65%	26.14%	27.54%	23.67%	14.57%	21.90%	28.89%	27.26%	22.50%	31.18%	28.63%	26.53%	9.62%	9.76%	26.45%	13.51%	34.83%	2.27%	22.35%	22.66%	26.61%	21.54%	26.38%	20.51%	22.91%	7.73%	13.85%	28.13%	21.79%	25.68%	19.64%	35.47%	20.96%	8.14%	23.36%	19.12%	37.39%	30.72%	27.94%	29.53%	22.97%	30.30%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	151	4	11	9	2	2	1	11	8	3	2	5	2	2	2	3	2	1	1	0	3	2	3	0	0	4	1	0	0	14	6	1	6	5	1	2	1	12	10	3	4	1	1					
		0.91%	0.43%	1.02%	0.95%	0.97%	0.81%	0.95%	1.75%	0.89%	1.88%	0.54%	1.10%	1.02%	1.92%	0.81%	0.83%	1.35%	1.12%	0.76%	0.00%	0.47%	0.58%	2.31%	0.00%	0.00%	0.74%	0.55%	0.00%	0.00%	2.12%	1.36%	0.18%	0.71%	0.57%	1.16%	0.26%	1.47%	1.51%	1.57%	1.47%	2.68%	0.45%	1.52%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9592	597	656	573	128	160	60	281	402	68	180	230	105	83	198	223	120	50	122	204	350	194	88	213	121	375	136	101	73	332	295	381	446	583	47	510	42	276	238	98	84	133	36					
		57.91%	64.61%	60.80%	60.70%	61.84%	64.78%	57.14%	44.60%	44.92%	42.50%	48.39%	50.66%	53.57%	79.81%	80.49%	61.43%	81.08%	56.18%	92.42%	58.45%	54.69%	56.73%	67.69%	69.38%	77.56%	69.83%	75.14%	77.69%	57.03%	50.23%	67.05%	68.04%	52.91%	66.78%	54.65%	66.93%	61.76%	34.63%	37.30%	48.04%	56.38%	59.91%	54.55%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	52	2	5	8	0	1	0	3	1	0	1	2	0	0	1	0	0	0	0	3	4	0	1	0	0	1	0	2	0	1	0	1	3	3	1	1	1	1	3	1	1	0	0					
		0.31%	0.22%	0.46%	0.85%	0.00%	0.40%	0.00%	0.48%	0.11%	0.00%	0.27%	0.44%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.86%	0.63%	0.00%	0.77%	0.00%	0.00%	0.19%	0.00%	1.54%	0.00%	0.15%	0.00%	0.18%	0.36%	0.34%	1.16%	0.13%	1.47%	0.13%	0.47%	0.49%	0.67%	0.00%	0.00%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
