Выборы Президента Российской Федерации																																																				
																																																				
Наименование Избирательной комиссии:    Таганский район																																																				
																																																				
Итоги голосования 																																																				
																																																				
		Сумма	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3025					
		6.12%	5.58%	10.57%	6.22%	7.07%	5.65%	7.03%	5.04%	5.10%	7.38%	5.67%	5.08%	5.75%	4.15%	5.30%	5.74%	7.84%	5.43%	6.90%	5.32%	6.54%	6.44%	7.35%	5.80%	5.23%	3.81%	6.06%	5.52%	6.73%	3.86%	4.17%	5.84%	7.64%	8.09%	4.89%	7.75%	7.86%	7.96%	7.59%	9.61%	5.56%	5.31%	14.81%	5.90%	11.11%	4.82%					
19	. Малышкин Олег Александрович	504	38	9	4	13	8	17	13	12	11	19	12	19	6	13	6	11	17	14	9	10	12	11	15	8	13	16	11	6	18	16	24	21	10	7	8	12	12	8	9	0	4	1	0	0	1					
		0.97%	2.46%	1.51%	0.35%	0.72%	0.65%	1.05%	0.89%	0.64%	0.87%	1.12%	0.85%	1.71%	0.52%	0.81%	0.60%	1.35%	1.20%	1.21%	0.65%	1.21%	1.33%	1.01%	1.28%	0.44%	1.71%	0.97%	0.59%	0.42%	0.93%	0.94%	1.49%	1.87%	0.95%	1.07%	0.63%	0.95%	0.81%	1.21%	0.99%	0.00%	0.73%	1.85%	0.00%	0.00%	1.20%					
20	. Миронов Сергей Михайлович	259	12	7	7	9	4	16	5	5	9	14	6	5	3	7	3	1	7	6	6	2	5	5	8	8	2	13	11	9	4	7	3	12	3	4	8	7	9	1	2	0	0	3	1	0	0					
		0.50%	0.78%	1.17%	0.60%	0.50%	0.33%	0.99%	0.34%	0.27%	0.71%	0.83%	0.42%	0.45%	0.26%	0.44%	0.30%	0.12%	0.49%	0.52%	0.43%	0.24%	0.56%	0.46%	0.68%	0.44%	0.26%	0.79%	0.59%	0.63%	0.21%	0.41%	0.19%	1.07%	0.29%	0.61%	0.63%	0.56%	0.61%	0.15%	0.22%	0.00%	0.00%	5.56%	0.19%	0.00%	0.00%					
21	. Путин Владимир Владимирович	36111	1139	361	820	1186	890	1017	1082	1388	853	1162	1059	781	953	1133	716	510	1031	797	1073	583	604	714	842	1375	517	1192	1382	875	1493	1306	1085	664	694	412	802	757	1020	410	468	27	407	29	384	51	67					
		69.78%	73.87%	60.57%	70.81%	66.04%	72.83%	62.74%	73.71%	74.50%	67.70%	68.60%	74.79%	70.11%	82.44%	70.59%	72.10%	62.50%	72.71%	68.77%	77.14%	70.58%	67.11%	65.62%	71.78%	76.47%	67.85%	72.24%	74.06%	61.36%	76.76%	76.69%	67.43%	59.02%	66.03%	62.90%	63.45%	60.13%	68.83%	62.22%	51.71%	75.00%	74.54%	53.70%	73.14%	70.83%	80.72%					
22	. Хакамада Ирина Муцуовна	4402	70	69	111	184	111	186	109	146	90	150	100	88	42	145	78	97	101	82	83	65	83	82	73	100	79	135	128	148	162	110	169	128	118	79	97	166	181	82	130	1	26	4	9	3	2					
		8.51%	4.54%	11.58%	9.59%	10.24%	9.08%	11.47%	7.43%	7.84%	7.14%	8.85%	7.06%	7.90%	3.63%	9.03%	7.85%	11.89%	7.12%	7.08%	5.97%	7.87%	9.22%	7.54%	6.22%	5.56%	10.37%	8.18%	6.86%	10.38%	8.33%	6.46%	10.50%	11.38%	11.23%	12.06%	7.67%	13.19%	12.21%	12.44%	14.36%	2.78%	4.76%	7.41%	1.71%	4.17%	2.41%					
23	. Харитонов Николай Михайлович	3713	68	40	68	134	70	123	79	124	91	145	83	86	55	110	77	62	104	83	84	62	74	107	79	96	61	109	111	161	81	100	81	108	63	67	147	100	118	48	125	1	37	4	82	5	0					
		7.17%	4.41%	6.71%	5.87%	7.46%	5.73%	7.59%	5.38%	6.66%	7.22%	8.56%	5.86%	7.72%	4.76%	6.85%	7.75%	7.60%	7.33%	7.16%	6.04%	7.51%	8.22%	9.83%	6.73%	5.34%	8.01%	6.61%	5.95%	11.29%	4.16%	5.87%	5.03%	9.60%	5.99%	10.23%	11.63%	7.94%	7.96%	7.28%	13.81%	2.78%	6.78%	7.41%	15.62%	6.94%	0.00%					
																																																				
24	Против всех	3267	123	45	68	135	68	140	97	89	105	96	73	65	46	105	52	67	67	88	53	42	57	80	80	101	54	85	100	126	101	85	137	88	73	50	94	109	18	55	76	5	41	5	9	5	9					
		6.31%	7.98%	7.55%	5.87%	7.52%	5.56%	8.64%	6.61%	4.78%	8.33%	5.67%	5.16%	5.83%	3.98%	6.54%	5.24%	8.21%	4.72%	7.59%	3.81%	5.08%	6.33%	7.35%	6.82%	5.62%	7.09%	5.15%	5.36%	8.84%	5.19%	4.99%	8.51%	7.82%	6.95%	7.63%	7.44%	8.66%	1.21%	8.35%	8.40%	13.89%	7.51%	9.26%	1.71%	6.94%	10.84%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
