Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Бардымская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	188	3	1	3	0	12	9	15	3	2	0	3	3	3	1	1	15	0	0	7	2	25	3	3	7	5	4	3	1	6	0	2	0	3	2	3	2	1	2	3	1	0	3	1	3	3	2	6	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	186	3	1	3	0	12	9	15	3	2	0	3	3	3	1	1	15	0	0	7	2	25	3	3	7	5	4	3	1	6	0	2	0	3	0	3	2	1	2	3	1	0	3	1	3	3	2	6	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	97	1	2	0	0	12	5	10	1	0	1	2	2	1	1	5	0	0	1	6	0	2	2	7	2	0	1	3	1	1	1	2	0	0	0	1	1	3	3	1	1	2	1	2	0	3	1	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1628	16	33	22	0	106	121	172	23	10	9	37	37	20	9	23	62	18	1	96	10	18	16	24	8	69	39	32	16	29	5	7	11	12	6	44	6	9	88	20	32	8	12	21	20	34	7	97	113					
		13.23%	6.35%	9.71%	11.11%	0.00%	15.89%	21.61%	21.58%	12.43%	16.95%	10.23%	11.75%	13.81%	8.51%	11.54%	12.11%	9.54%	13.33%	2.13%	13.33%	13.33%	10.00%	11.11%	9.41%	4.79%	12.15%	10.74%	11.27%	13.11%	15.93%	8.47%	14.00%	10.28%	12.50%	17.65%	16.18%	8.57%	10.47%	11.76%	9.35%	10.13%	10.81%	7.55%	8.33%	14.08%	21.79%	16.28%	14.33%	18.93%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	827	24	17	11	0	38	46	61	10	7	6	11	18	30	2	12	31	20	2	40	3	0	2	21	6	35	23	11	10	14	4	2	3	10	4	49	3	7	51	10	26	4	7	5	14	23	9	41	44					
		6.72%	9.52%	5.00%	5.56%	0.00%	5.70%	8.21%	7.65%	5.41%	11.86%	6.82%	3.49%	6.72%	12.77%	2.56%	6.32%	4.77%	14.81%	4.26%	5.56%	4.00%	0.00%	1.39%	8.24%	3.59%	6.16%	6.34%	3.87%	8.20%	7.69%	6.78%	4.00%	2.80%	10.42%	11.76%	18.01%	4.29%	8.14%	6.82%	4.67%	8.23%	5.41%	4.40%	1.98%	9.86%	14.74%	20.93%	6.06%	7.37%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	164	4	3	1	1	16	10	9	4	1	1	3	1	5	0	1	2	0	0	7	1	1	2	2	2	8	8	0	5	3	2	0	0	2	1	4	1	2	9	2	2	0	4	3	2	2	0	12	15					
		1.33%	1.59%	0.88%	0.51%	2.94%	2.40%	1.79%	1.13%	2.16%	1.69%	1.14%	0.95%	0.37%	2.13%	0.00%	0.53%	0.31%	0.00%	0.00%	0.97%	1.33%	0.56%	1.39%	0.78%	1.20%	1.41%	2.20%	0.00%	4.10%	1.65%	3.39%	0.00%	0.00%	2.08%	2.94%	1.47%	1.43%	2.33%	1.20%	0.93%	0.63%	0.00%	2.52%	1.19%	1.41%	1.28%	0.00%	1.77%	2.51%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2132	39	62	31	3	122	75	138	30	11	16	65	26	61	9	20	128	17	9	164	16	17	18	74	26	95	36	35	17	35	14	5	19	26	2	40	13	18	168	36	80	6	12	44	13	29	5	102	105					
		17.32%	15.48%	18.24%	15.66%	8.82%	18.29%	13.39%	17.31%	16.22%	18.64%	18.18%	20.63%	9.70%	25.96%	11.54%	10.53%	19.69%	12.59%	19.15%	22.78%	21.33%	9.44%	12.50%	29.02%	15.57%	16.73%	9.92%	12.32%	13.93%	19.23%	23.73%	10.00%	17.76%	27.08%	5.88%	14.71%	18.57%	20.93%	22.46%	16.82%	25.32%	8.11%	7.55%	17.46%	9.15%	18.59%	11.63%	15.07%	17.59%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	151	3	2	0	2	12	15	8	3	0	2	7	3	1	3	3	10	2	0	9	0	0	0	2	0	9	4	2	2	1	1	3	0	0	1	0	0	1	4	4	5	0	2	2	0	1	0	12	10					
		1.23%	1.19%	0.59%	0.00%	5.88%	1.80%	2.68%	1.00%	1.62%	0.00%	2.27%	2.22%	1.12%	0.43%	3.85%	1.58%	1.54%	1.48%	0.00%	1.25%	0.00%	0.00%	0.00%	0.78%	0.00%	1.58%	1.10%	0.70%	1.64%	0.55%	1.69%	6.00%	0.00%	0.00%	2.94%	0.00%	0.00%	1.16%	0.53%	1.87%	1.58%	0.00%	1.26%	0.79%	0.00%	0.64%	0.00%	1.77%	1.68%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7037	156	202	122	25	353	280	400	111	28	52	184	172	109	53	126	394	71	33	381	38	140	98	127	123	344	243	195	70	93	31	32	74	46	19	132	45	47	395	134	156	50	107	171	89	66	21	406	293					
		57.16%	61.90%	59.41%	61.62%	73.53%	52.92%	50.00%	50.19%	60.00%	47.46%	59.09%	58.41%	64.18%	46.38%	67.95%	66.32%	60.62%	52.59%	70.21%	52.92%	50.67%	77.78%	68.06%	49.80%	73.65%	60.56%	66.94%	68.66%	57.38%	51.10%	52.54%	64.00%	69.16%	47.92%	55.88%	48.53%	64.29%	54.65%	52.81%	62.62%	49.37%	67.57%	67.30%	67.86%	62.68%	42.31%	48.84%	59.97%	49.08%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	58	1	3	0	0	6	4	5	0	0	0	2	3	2	0	1	1	2	1	0	1	2	1	3	0	2	2	0	1	1	0	0	0	0	0	0	0	0	3	0	2	3	0	0	1	0	0	1	4					
		0.47%	0.40%	0.88%	0.00%	0.00%	0.90%	0.71%	0.63%	0.00%	0.00%	0.00%	0.63%	1.12%	0.85%	0.00%	0.53%	0.15%	1.48%	2.13%	0.00%	1.33%	1.11%	0.69%	1.18%	0.00%	0.35%	0.55%	0.00%	0.82%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.63%	4.05%	0.00%	0.00%	0.70%	0.00%	0.00%	0.15%	0.67%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
