Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Большемуртинская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1038	УИК №1039	УИК №1040									
		1.33%	1.72%	1.38%	1.50%	1.37%	1.09%	0.95%	1.37%	0.00%	1.52%	0.00%	1.41%	0.00%	0.00%	2.96%	1.61%	0.64%	0.50%	1.92%	1.67%	0.00%	2.93%	0.85%	0.00%	0.37%	0.00%	2.30%	0.00%	1.20%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	209	24	26	34	18	3	5	9	5	12	8	3	1	6	5	9	3	7	2	1	2	7	2	0	5	4	4	3	1									
		3.47%	3.18%	3.59%	3.91%	3.53%	3.26%	4.76%	3.08%	5.26%	6.06%	7.84%	2.11%	1.79%	3.90%	2.96%	4.84%	1.91%	3.48%	3.85%	1.67%	4.17%	2.93%	1.71%	0.00%	1.85%	6.78%	2.30%	3.66%	1.20%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	147	17	23	19	13	0	1	6	2	7	3	3	1	4	3	7	5	6	0	2	0	7	5	0	3	1	3	5	1									
		2.44%	2.25%	3.18%	2.19%	2.55%	0.00%	0.95%	2.05%	2.11%	3.54%	2.94%	2.11%	1.79%	2.60%	1.78%	3.76%	3.18%	2.99%	0.00%	3.33%	0.00%	2.93%	4.27%	0.00%	1.11%	1.69%	1.72%	6.10%	1.20%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3009	342	299	373	272	56	68	138	55	99	65	76	36	84	90	93	89	101	31	34	33	114	86	16	165	39	80	34	41									
		49.98%	45.36%	41.30%	42.92%	53.33%	60.87%	64.76%	47.26%	57.89%	50.00%	63.73%	53.52%	64.29%	54.55%	53.25%	50.00%	56.69%	50.25%	59.62%	56.67%	68.75%	47.70%	73.50%	51.61%	61.11%	66.10%	45.98%	41.46%	49.40%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	43	7	9	8	1	0	0	1	1	1	0	0	0	1	1	0	1	0	1	3	0	1	1	1	0	0	2	0	3									
		0.71%	0.93%	1.24%	0.92%	0.20%	0.00%	0.00%	0.34%	1.05%	0.51%	0.00%	0.00%	0.00%	0.65%	0.59%	0.00%	0.64%	0.00%	1.92%	5.00%	0.00%	0.42%	0.85%	3.23%	0.00%	0.00%	1.15%	0.00%	3.61%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	0	2	3	2	2	1	0	0	2	1	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0									
		0.32%	0.00%	0.28%	0.35%	0.39%	2.17%	0.95%	0.00%	0.00%	1.01%	0.98%	0.70%	0.00%	0.65%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1210	150	152	202	103	12	9	63	17	33	9	29	9	27	35	31	29	56	10	12	11	49	13	7	52	8	38	20	24									
		20.10%	19.89%	20.99%	23.25%	20.20%	13.04%	8.57%	21.58%	17.89%	16.67%	8.82%	20.42%	16.07%	17.53%	20.71%	16.67%	18.47%	27.86%	19.23%	20.00%	22.92%	20.50%	11.11%	22.58%	19.26%	13.56%	21.84%	24.39%	28.92%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	4	0	3	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
		0.18%	0.53%	0.00%	0.35%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	6	6	6	2	0	0	1	0	0	0	1	0	1	0	0	1	7	0	0	0	1	0	0	1	0	1	1	0									
		0.58%	0.80%	0.83%	0.69%	0.39%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.70%	0.00%	0.65%	0.00%	0.00%	0.64%	3.48%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.37%	0.00%	0.57%	1.22%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0									
		0.12%	0.00%	0.14%	0.12%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	1.22%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	60	9	9	9	4	0	4	5	0	0	1	1	1	2	3	2	1	0	0	0	0	2	0	0	2	0	2	1	2									
		0.99%	1.19%	1.24%	1.04%	0.78%	0.00%	3.81%	1.71%	0.00%	0.00%	0.98%	0.70%	1.79%	1.30%	1.78%	1.08%	0.64%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	0.74%	0.00%	1.15%	1.22%	2.41%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	833	133	132	130	59	15	13	39	5	28	11	15	4	20	15	35	20	14	7	5	1	31	5	4	33	6	33	12	8									
		13.83%	17.64%	18.23%	14.96%	11.57%	16.30%	12.38%	13.36%	5.26%	14.14%	10.78%	10.56%	7.14%	12.99%	8.88%	18.82%	12.74%	6.97%	13.46%	8.33%	2.08%	12.97%	4.27%	12.90%	12.22%	10.17%	18.97%	14.63%	9.64%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	103	12	17	36	5	0	0	8	4	1	0	1	3	1	1	1	1	0	0	2	0	3	1	0	2	0	3	1	0									
		1.71%	1.59%	2.35%	4.14%	0.98%	0.00%	0.00%	2.74%	4.21%	0.51%	0.00%	0.70%	5.36%	0.65%	0.59%	0.54%	0.64%	0.00%	0.00%	3.33%	0.00%	1.26%	0.85%	0.00%	0.74%	0.00%	1.72%	1.22%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	117	18	19	19	14	2	0	6	1	5	2	4	1	3	1	5	1	3	0	0	1	2	1	3	2	0	0	2	2									
		1.94%	2.39%	2.62%	2.19%	2.75%	2.17%	0.00%	2.05%	1.05%	2.53%	1.96%	2.82%	1.79%	1.95%	0.59%	2.69%	0.64%	1.49%	0.00%	0.00%	2.08%	0.84%	0.85%	9.68%	0.74%	0.00%	0.00%	2.44%	2.41%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
