7	Число избирательных бюллетеней в переносных ящиках для голосования	6577	86	123	38	33	149	72	28	218	26	60	71	56	28	24	69	87	79	136	83	38	29	95	47	39	39	55	55	249	56	86	368	248	261	29	54	33	6	25	60	20	100	47	86	52	78	133	71	59	25	44	39	19	0	111	52	75	47	26	42	31	16	7	104	41	99	33	39	53	64	10	74	40	73	32	51	110	205	60	44	28	67	29	50	309	106	85	133	40	75	5									
8	Число бюллетеней в стационарных ящиках для голосования	48353	516	582	385	704	282	574	719	529	643	813	405	384	425	1077	542	821	694	738	449	465	572	607	554	990	1017	630	539	558	685	983	566	571	415	891	624	1110	1143	1069	744	678	938	614	1182	1051	841	580	1520	871	1121	295	137	80	734	469	296	217	252	121	51	353	108	51	464	107	327	84	166	369	556	195	617	188	632	304	164	950	410	77	131	90	397	140	486	309	264	235	689	218	927	282									
9	Число недействительных избирательных бюллетеней	1175	11	3	4	7	2	30	102	9	57	7	7	2	8	10	5	18	11	6	1	5	4	3	31	11	9	3	5	155	1	2	9	9	4	166	4	14	20	11	12	11	26	9	14	105	3	16	32	10	14	4	4	0	5	12	5	2	2	0	0	6	1	0	5	1	2	3	4	5	8	3	8	2	19	5	3	7	3	0	0	1	0	1	0	1	4	1	8	0	20	2									
10	Число действительных избирательных бюллетеней	53755	591	702	419	730	429	616	645	738	612	866	469	438	445	1091	606	890	762	868	531	498	597	699	570	1018	1047	682	589	652	740	1067	925	810	672	754	674	1129	1129	1083	792	687	1012	652	1254	998	916	697	1559	920	1132	335	172	99	729	568	343	290	297	147	93	378	123	58	563	147	424	114	201	417	612	202	683	226	686	331	212	1053	612	137	175	117	464	168	536	617	366	319	814	258	982	285									
11	Число полученных открепительных  удостоверений	1816	15	30	10	28	5	28	28	15	25	28	30	15	29	35	21	25	25	28	20	20	20	18	20	44	30	25	15	15	34	29	25	28	15	38	35	40	25	43	25	25	45	20	35	35	35	35	50	43	43	11	5	4	45	10	5	5	10	5	5	15	5	0	10	5	25	5	7	10	30	8	23	5	18	5	5	30	15	5	5	5	15	5	15	15	10	10	20	5	20	10									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1691	14	28	10	28	1	28	27	12	25	28	26	13	29	35	20	25	25	27	19	18	17	18	20	43	30	25	12	12	34	29	22	28	13	34	31	40	25	43	24	25	44	20	35	35	35	28	50	43	40	11	5	1	41	9	3	5	6	1	0	15	5	0	8	0	25	1	7	7	29	7	21	3	17	4	5	24	15	4	1	0	15	2	15	15	10	10	20	1	20	10									
13	Число избирателей, проголосовавших по открепительным удостоверениям	1714	5	12	9	100	40	9	17	133	14	19	18	21	17	94	16	57	16	19	20	41	9	13	36	21	182	8	13	17	15	18	22	14	14	16	8	15	16	29	54	102	16	14	13	16	15	63	20	14	23	3	3	3	25	6	6	1	4	1	2	5	2	6	4	2	5	3	3	10	6	3	8	11	13	7	3	6	8	3	2	9	2	3	12	1	5	3	7	6	6	3									
14	Число неиспользованных открепительных удостоверений	125	1	2	0	0	4	0	1	3	0	0	4	2	0	0	1	0	0	1	1	2	3	0	0	1	0	0	3	3	0	0	3	0	2	4	4	0	0	0	1	0	1	0	0	0	0	7	0	0	3	0	0	3	4	1	2	0	4	4	5	0	0	0	2	5	0	4	0	3	1	1	2	2	1	1	0	6	0	1	4	5	0	3	0	0	0	0	0	4	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	382	3	4	3	5	0	5	5	7	3	5	5	4	2	9	6	2	14	6	4	4	9	4	5	5	5	3	5	6	5	3	6	5	4	10	10	9	1	15	6	10	11	2	5	12	10	3	14	19	13	0	0	0	2	2	0	0	1	0	0	1	1	0	2	1	1	0	0	0	3	5	7	4	10	3	1	5	3	1	1	0	0	0	2	1	0	1	3	0	4	6									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																					
19	Жириновский Владимир Вольфович	3820	50	53	23	57	15	46	44	91	36	73	36	23	30	80	49	64	46	74	21	28	63	54	46	85	115	68	56	16	46	48	58	62	34	42	54	61	121	85	57	67	53	52	88	68	49	43	91	62	81	23	6	4	46	27	26	8	15	8	5	36	13	6	45	12	33	10	13	23	58	12	36	7	41	25	16	78	48	13	13	13	23	7	30	29	19	24	67	22	88	28									
		6.95%	8.31%	7.52%	5.44%	7.73%	3.48%	7.12%	5.89%	12.18%	5.38%	8.36%	7.56%	5.23%	6.62%	7.27%	8.02%	7.05%	5.95%	8.47%	3.95%	5.57%	10.48%	7.69%	7.65%	8.26%	10.89%	9.93%	9.43%	1.98%	6.21%	4.49%	6.21%	7.57%	5.03%	4.57%	7.96%	5.34%	10.53%	7.77%	7.09%	9.60%	5.11%	7.87%	6.94%	6.17%	5.33%	6.03%	5.72%	6.67%	7.07%	6.78%	3.41%	4.04%	6.27%	4.66%	7.47%	2.74%	5.02%	5.44%	5.38%	9.38%	10.48%	10.34%	7.92%	8.11%	7.75%	8.55%	6.34%	5.45%	9.35%	5.85%	5.21%	3.07%	5.82%	7.44%	7.44%	7.36%	7.80%	9.49%	7.43%	11.02%	4.96%	4.14%	5.60%	4.69%	5.14%	7.50%	8.15%	8.53%	8.78%	9.76%									
20	Зюганов Геннадий Андреевич	10575	130	141	70	144	48	113	163	124	99	228	115	135	104	233	146	191	138	216	107	81	160	173	109	209	200	145	138	29	174	278	148	123	110	110	121	289	150	229	194	142	203	198	382	262	243	160	289	173	324	64	37	23	80	43	43	45	35	12	9	92	23	7	114	9	59	18	24	107	95	44	145	28	91	59	23	176	68	18	14	17	67	23	60	65	59	41	183	39	183	42									
		19.25%	21.59%	20.00%	16.55%	19.54%	11.14%	17.49%	21.82%	16.60%	14.80%	26.12%	24.16%	30.68%	22.96%	21.16%	23.90%	21.04%	17.85%	24.71%	20.11%	16.10%	26.62%	24.64%	18.14%	20.31%	18.94%	21.17%	23.23%	3.59%	23.48%	26.01%	15.85%	15.02%	16.27%	11.96%	17.85%	25.28%	13.05%	20.93%	24.13%	20.34%	19.56%	29.95%	30.13%	23.75%	26.44%	22.44%	18.16%	18.60%	28.27%	18.88%	21.02%	23.23%	10.90%	7.41%	12.36%	15.41%	11.71%	8.16%	9.68%	23.96%	18.55%	12.07%	20.07%	6.08%	13.85%	15.38%	11.71%	25.36%	15.32%	21.46%	20.98%	12.28%	12.91%	17.56%	10.70%	16.60%	11.06%	13.14%	8.00%	14.41%	14.44%	13.61%	11.19%	10.52%	15.95%	12.81%	22.26%	15.12%	18.26%	14.63%									
21	Миронов Сергей Михайлович	2031	26	35	18	19	18	32	24	32	33	47	21	17	21	51	26	49	21	47	17	19	27	34	20	43	27	28	24	17	27	32	11	23	24	15	10	48	32	41	29	11	54	47	59	44	42	35	50	31	52	18	16	5	15	13	8	11	6	7	5	6	3	1	11	0	12	6	4	17	26	9	18	2	14	14	7	40	17	5	4	0	22	5	50	14	8	3	41	4	42	12									
		3.70%	4.32%	4.96%	4.26%	2.58%	4.18%	4.95%	3.21%	4.28%	4.93%	5.38%	4.41%	3.86%	4.64%	4.63%	4.26%	5.40%	2.72%	5.38%	3.20%	3.78%	4.49%	4.84%	3.33%	4.18%	2.56%	4.09%	4.04%	2.11%	3.64%	2.99%	1.18%	2.81%	3.55%	1.63%	1.47%	4.20%	2.79%	3.75%	3.61%	1.58%	5.20%	7.11%	4.65%	3.99%	4.57%	4.91%	3.14%	3.33%	4.54%	5.31%	9.09%	5.05%	2.04%	2.24%	2.30%	3.77%	2.01%	4.76%	5.38%	1.56%	2.42%	1.72%	1.94%	0.00%	2.82%	5.13%	1.95%	4.03%	4.19%	4.39%	2.60%	0.88%	1.99%	4.17%	3.26%	3.77%	2.76%	3.65%	2.29%	0.00%	4.74%	2.96%	9.33%	2.27%	2.16%	0.94%	4.99%	1.55%	4.19%	4.18%									
22	Прохоров Михаил Дмитриевич	2667	23	37	22	35	3	39	26	55	14	84	33	27	39	85	47	21	42	53	50	35	40	56	25	21	57	41	18	10	40	11	42	33	26	21	42	92	97	73	36	44	19	30	53	45	57	22	107	43	53	16	4	6	61	9	18	17	12	6	1	19	3	0	28	4	8	6	8	27	28	7	21	13	20	21	12	43	5	1	10	5	12	7	21	12	13	9	43	8	48	31									
		4.86%	3.82%	5.25%	5.20%	4.75%	0.70%	6.04%	3.48%	7.36%	2.09%	9.62%	6.93%	6.14%	8.61%	7.72%	7.69%	2.31%	5.43%	6.06%	9.40%	6.96%	6.66%	7.98%	4.16%	2.04%	5.40%	5.99%	3.03%	1.24%	5.40%	1.03%	4.50%	4.03%	3.85%	2.28%	6.19%	8.05%	8.44%	6.67%	4.48%	6.30%	1.83%	4.54%	4.18%	4.08%	6.20%	3.09%	6.73%	4.62%	4.62%	4.72%	2.27%	6.06%	8.31%	1.55%	5.17%	5.82%	4.01%	4.08%	1.08%	4.95%	2.42%	0.00%	4.93%	2.70%	1.88%	5.13%	3.90%	6.40%	4.52%	3.41%	3.04%	5.70%	2.84%	6.25%	5.58%	4.06%	0.81%	0.73%	5.71%	4.24%	2.59%	4.14%	3.92%	1.94%	3.51%	2.81%	5.23%	3.10%	4.79%	10.80%									
23	Путин Владимир Владимирович	34662	362	436	286	475	345	386	388	436	430	434	264	236	251	642	338	565	515	478	336	335	307	382	370	660	648	400	353	580	453	698	666	569	478	566	447	639	729	655	476	423	683	325	672	579	525	437	1022	611	622	214	109	61	527	476	248	209	229	114	73	225	81	44	365	122	312	74	152	243	405	130	463	176	520	212	154	716	474	100	134	82	340	126	375	497	267	242	480	185	621	172									
		63.10%	60.13%	61.84%	67.61%	64.45%	80.05%	59.75%	51.94%	58.37%	64.28%	49.71%	55.46%	53.64%	55.41%	58.31%	55.32%	62.22%	66.62%	54.69%	63.16%	66.60%	51.08%	54.42%	61.56%	64.14%	61.36%	58.39%	59.43%	71.87%	61.13%	65.29%	71.31%	69.47%	70.71%	61.52%	65.93%	55.91%	63.45%	59.87%	59.20%	60.60%	65.80%	49.17%	52.99%	52.49%	57.13%	61.29%	64.24%	65.70%	54.28%	63.13%	61.93%	61.62%	71.80%	82.07%	71.26%	71.58%	76.59%	77.55%	78.49%	58.59%	65.32%	75.86%	64.26%	82.43%	73.24%	63.25%	74.15%	57.58%	65.32%	63.41%	67.00%	77.19%	73.76%	63.10%	71.63%	67.55%	77.07%	72.99%	76.57%	69.49%	73.28%	74.56%	69.96%	80.42%	72.16%	75.63%	58.39%	71.71%	61.98%	59.93%									
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
																																																																																																					
