Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Ивантеевская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	206	55	20	6	15	6	0	2	5	5	0	6	15	20	20	24	0	0	4	2	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	37	3	5	2	2	0	1	2	1	0	2	0	0	3	2	3	2	0	5	1	3									
14	Число погашенных неиспользованных открепительных удостоверений	224	0	5	14	5	14	20	18	15	15	10	14	5	0	0	6	20	20	16	18	9									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	0	1	1	0	0	3	2	2	1	4	2	2	2	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	37	5	1	2	2	2	1	3	0	6	0	1	3	2	3	5	0	0	0	1	0									
		0.47%	0.83%	0.25%	0.71%	0.48%	0.68%	0.49%	0.59%	0.00%	1.04%	0.00%	0.17%	0.45%	0.36%	0.72%	1.28%	0.00%	0.00%	0.00%	0.38%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	195	19	13	14	24	5	7	11	8	6	3	8	2	11	11	21	14	0	3	8	7									
		2.48%	3.17%	3.31%	4.95%	5.71%	1.69%	3.40%	2.17%	2.48%	1.04%	2.70%	1.35%	0.30%	2.00%	2.66%	5.38%	3.73%	0.00%	0.68%	3.03%	2.64%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	92	13	4	5	7	6	5	3	5	3	1	5	1	10	4	3	2	1	6	4	4									
		1.17%	2.17%	1.02%	1.77%	1.67%	2.03%	2.43%	0.59%	1.55%	0.52%	0.90%	0.85%	0.15%	1.82%	0.97%	0.77%	0.53%	0.49%	1.35%	1.52%	1.51%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5278	427	262	150	176	218	116	324	197	440	90	420	538	377	255	221	294	165	343	155	110									
		67.01%	71.17%	66.67%	53.00%	41.90%	73.65%	56.31%	63.78%	61.18%	76.39%	81.08%	71.07%	80.54%	68.67%	61.59%	56.67%	78.40%	81.28%	77.43%	58.71%	41.51%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	38	5	1	1	2	2	2	11	0	0	0	1	0	4	1	1	1	0	3	2	1									
		0.48%	0.83%	0.25%	0.35%	0.48%	0.68%	0.97%	2.17%	0.00%	0.00%	0.00%	0.17%	0.00%	0.73%	0.24%	0.26%	0.27%	0.00%	0.68%	0.76%	0.38%									
24	"6. Политическая партия ""Гражданская Платформа"""	13	0	1	0	1	0	0	3	1	0	0	1	0	1	1	0	0	2	1	1	0									
		0.17%	0.00%	0.25%	0.00%	0.24%	0.00%	0.00%	0.59%	0.31%	0.00%	0.00%	0.17%	0.00%	0.18%	0.24%	0.00%	0.00%	0.99%	0.23%	0.38%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	884	46	52	51	57	33	31	84	55	51	6	63	9	66	61	68	29	17	38	37	30									
		11.22%	7.67%	13.23%	18.02%	13.57%	11.15%	15.05%	16.54%	17.08%	8.85%	5.41%	10.66%	1.35%	12.02%	14.73%	17.44%	7.73%	8.37%	8.58%	14.02%	11.32%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	4	0	1	1	0	0	2	1	0	0	3	1	1	1	1	0	0	0	0	1									
		0.22%	0.67%	0.00%	0.35%	0.24%	0.00%	0.00%	0.39%	0.31%	0.00%	0.00%	0.51%	0.15%	0.18%	0.24%	0.26%	0.00%	0.00%	0.00%	0.00%	0.38%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	2	0	2	0	2	2	1	1	2	0	2	6	4	0	2	0	0	2	0	2									
		0.38%	0.33%	0.00%	0.71%	0.00%	0.68%	0.97%	0.20%	0.31%	0.35%	0.00%	0.34%	0.90%	0.73%	0.00%	0.51%	0.00%	0.00%	0.45%	0.00%	0.75%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	1	1	1	0	0	0	5	0	0	0	2	0	0	0	0	0	1	0	0	1									
		0.15%	0.17%	0.25%	0.35%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.38%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	32	8	0	0	2	3	2	4	2	1	0	0	1	2	1	1	2	1	1	0	1									
		0.41%	1.33%	0.00%	0.00%	0.48%	1.01%	0.97%	0.79%	0.62%	0.17%	0.00%	0.00%	0.15%	0.36%	0.24%	0.26%	0.53%	0.49%	0.23%	0.00%	0.38%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1032	62	49	41	119	23	35	50	39	50	10	53	102	56	64	54	22	9	35	55	104									
		13.10%	10.33%	12.47%	14.49%	28.33%	7.77%	16.99%	9.84%	12.11%	8.68%	9.01%	8.97%	15.27%	10.20%	15.46%	13.85%	5.87%	4.43%	7.90%	20.83%	39.25%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	13	0	0	0	1	0	1	0	2	2	0	0	1	1	0	3	0	0	2	0	0									
		0.17%	0.00%	0.00%	0.00%	0.24%	0.00%	0.49%	0.00%	0.62%	0.35%	0.00%	0.00%	0.15%	0.18%	0.00%	0.77%	0.00%	0.00%	0.45%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	99	7	0	2	7	2	1	4	7	7	0	18	4	9	4	5	9	4	4	1	4									
		1.26%	1.17%	0.00%	0.71%	1.67%	0.68%	0.49%	0.79%	2.17%	1.22%	0.00%	3.05%	0.60%	1.64%	0.97%	1.28%	2.40%	1.97%	0.90%	0.38%	1.51%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
