Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Глазовская городская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	360	7	6	4	7	10	6	6	8	5	12	5	2	9	9	7	3	12	4	16	8	82	9	5	0	10	2	7	12	7	7	5	5	10	7	13	19	2	5	5	2	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	369	10	8	4	13	12	11	13	3	8	10	9	9	16	6	14	11	12	6	3	10	14	8	8	16	9	11	10	9	13	13	5	8	4	9	5	0	11	16	12	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	35	2	0	4	1	0	0	1	1	1	2	0	1	1	1	1	0	1	2	1	1	1	1	0	0	1	0	1	2	1	0	0	0	0	0	2	0	2	0	3	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	296	6	8	7	4	9	7	4	7	11	13	7	7	8	9	6	7	15	5	8	5	5	12	9	10	11	12	2	14	3	10	13	7	9	2	7	0	9	3	2	2	0	1									
		1.03%	0.64%	0.97%	0.93%	1.01%	1.64%	0.84%	0.74%	0.71%	1.18%	1.36%	0.73%	1.19%	1.63%	0.81%	1.08%	1.21%	2.07%	0.63%	1.02%	0.63%	0.61%	1.67%	1.04%	1.65%	1.35%	1.34%	0.39%	1.22%	0.52%	1.92%	1.48%	0.92%	0.95%	0.35%	0.90%	0.00%	1.05%	0.84%	0.32%	5.41%	0.00%	0.91%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	585	30	24	24	10	11	20	10	27	20	18	13	10	11	19	14	10	14	14	13	20	18	14	14	13	18	12	8	28	8	8	18	13	23	15	10	2	18	2	9	1	0	1									
		2.04%	3.18%	2.92%	3.20%	2.52%	2.00%	2.39%	1.85%	2.73%	2.14%	1.89%	1.36%	1.71%	2.24%	1.72%	2.52%	1.73%	1.94%	1.76%	1.66%	2.53%	2.20%	1.95%	1.62%	2.14%	2.21%	1.34%	1.57%	2.45%	1.39%	1.53%	2.05%	1.70%	2.43%	2.62%	1.28%	2.53%	2.11%	0.56%	1.44%	2.70%	0.00%	0.91%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	602	14	18	20	10	14	23	12	16	10	25	20	15	12	19	11	9	6	14	11	17	17	19	13	14	26	13	8	39	10	11	18	24	28	8	20	5	12	4	13	1	1	2									
		2.10%	1.48%	2.19%	2.67%	2.52%	2.55%	2.75%	2.22%	1.62%	1.07%	2.62%	2.09%	2.56%	2.44%	1.72%	1.98%	1.56%	0.83%	1.76%	1.40%	2.15%	2.08%	2.64%	1.50%	2.31%	3.19%	1.45%	1.57%	3.41%	1.74%	2.11%	2.05%	3.15%	2.96%	1.40%	2.57%	6.33%	1.41%	1.12%	2.08%	2.70%	1.56%	1.82%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10104	310	275	248	125	204	273	177	392	380	324	348	203	187	341	198	204	245	250	245	253	389	269	303	192	268	289	224	422	203	197	319	237	327	197	262	47	313	128	257	9	31	39									
		35.30%	32.84%	33.50%	33.07%	31.49%	37.09%	32.62%	32.78%	39.68%	40.69%	33.96%	36.33%	34.64%	38.01%	30.86%	35.68%	35.29%	33.89%	31.41%	31.21%	32.03%	47.50%	37.41%	34.99%	31.63%	32.84%	32.25%	43.84%	36.86%	35.24%	37.74%	36.42%	31.06%	34.53%	34.38%	33.63%	59.49%	36.65%	35.85%	41.19%	24.32%	48.44%	35.45%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	154	3	5	2	4	7	2	2	4	8	4	6	3	5	3	1	2	8	4	3	3	7	1	2	5	0	8	0	13	4	3	4	2	9	4	4	0	2	1	3	0	2	1									
		0.54%	0.32%	0.61%	0.27%	1.01%	1.27%	0.24%	0.37%	0.40%	0.86%	0.42%	0.63%	0.51%	1.02%	0.27%	0.18%	0.35%	1.11%	0.50%	0.38%	0.38%	0.85%	0.14%	0.23%	0.82%	0.00%	0.89%	0.00%	1.14%	0.69%	0.57%	0.46%	0.26%	0.95%	0.70%	0.51%	0.00%	0.23%	0.28%	0.48%	0.00%	3.13%	0.91%									
24	"6. Политическая партия ""Гражданская Платформа"""	63	1	4	1	1	0	1	2	3	3	3	6	0	0	0	1	2	0	1	6	2	1	2	1	1	0	2	2	5	0	0	1	1	4	0	0	0	2	0	3	0	1	0									
		0.22%	0.11%	0.49%	0.13%	0.25%	0.00%	0.12%	0.37%	0.30%	0.32%	0.31%	0.63%	0.00%	0.00%	0.00%	0.18%	0.35%	0.00%	0.13%	0.76%	0.25%	0.12%	0.28%	0.12%	0.16%	0.00%	0.22%	0.39%	0.44%	0.00%	0.00%	0.11%	0.13%	0.42%	0.00%	0.00%	0.00%	0.23%	0.00%	0.48%	0.00%	1.56%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3613	108	98	111	49	65	95	67	143	103	116	117	66	57	131	78	65	87	94	99	104	94	85	98	83	94	114	53	171	83	42	100	106	123	81	94	4	124	56	84	9	14	48									
		12.62%	11.44%	11.94%	14.80%	12.34%	11.82%	11.35%	12.41%	14.47%	11.03%	12.16%	12.21%	11.26%	11.59%	11.86%	14.05%	11.25%	12.03%	11.81%	12.61%	13.16%	11.48%	11.82%	11.32%	13.67%	11.52%	12.72%	10.37%	14.93%	14.41%	8.05%	11.42%	13.89%	12.99%	14.14%	12.07%	5.06%	14.52%	15.69%	13.46%	24.32%	21.88%	43.64%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	248	9	1	6	2	5	3	2	8	4	17	13	4	2	14	10	6	5	7	9	2	10	8	6	10	5	12	5	8	5	0	16	10	2	8	3	1	6	1	2	1	0	0									
		0.87%	0.95%	0.12%	0.80%	0.50%	0.91%	0.36%	0.37%	0.81%	0.43%	1.78%	1.36%	0.68%	0.41%	1.27%	1.80%	1.04%	0.69%	0.88%	1.15%	0.25%	1.22%	1.11%	0.69%	1.65%	0.61%	1.34%	0.98%	0.70%	0.87%	0.00%	1.83%	1.31%	0.21%	1.40%	0.39%	1.27%	0.70%	0.28%	0.32%	2.70%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1927	61	67	53	35	51	58	31	98	71	54	68	45	31	81	41	38	50	45	56	51	45	30	53	43	41	53	36	56	35	39	49	46	64	49	51	4	56	38	49	2	1	2									
		6.73%	6.46%	8.16%	7.07%	8.82%	9.27%	6.93%	5.74%	9.92%	7.60%	5.66%	7.10%	7.68%	6.30%	7.33%	7.39%	6.57%	6.92%	5.65%	7.13%	6.46%	5.49%	4.17%	6.12%	7.08%	5.02%	5.92%	7.05%	4.89%	6.08%	7.47%	5.59%	6.03%	6.76%	8.55%	6.55%	5.06%	6.56%	10.64%	7.85%	5.41%	1.56%	1.82%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	0	2	0	0	1	0	1	0	0	2	1	0	0	1	0	0	1	0	4	0	3	1	0	0	1	0	2	0	1	2	0	3	0	0	2	0	0	0	1	0	1	0									
		0.10%	0.00%	0.24%	0.00%	0.00%	0.18%	0.00%	0.19%	0.00%	0.00%	0.21%	0.10%	0.00%	0.00%	0.09%	0.00%	0.00%	0.14%	0.00%	0.51%	0.00%	0.37%	0.14%	0.00%	0.00%	0.12%	0.00%	0.39%	0.00%	0.17%	0.38%	0.00%	0.39%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.16%	0.00%	1.56%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	379	10	6	9	8	7	9	10	10	7	10	17	15	10	7	9	12	2	19	19	15	14	10	14	7	14	14	2	13	5	7	8	15	13	3	9	0	11	2	5	1	0	1									
		1.32%	1.06%	0.73%	1.20%	2.02%	1.27%	1.08%	1.85%	1.01%	0.75%	1.05%	1.77%	2.56%	2.03%	0.63%	1.62%	2.08%	0.28%	2.39%	2.42%	1.90%	1.71%	1.39%	1.62%	1.15%	1.72%	1.56%	0.39%	1.14%	0.87%	1.34%	0.91%	1.97%	1.37%	0.52%	1.16%	0.00%	1.29%	0.56%	0.80%	2.70%	0.00%	0.91%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5608	210	151	150	87	105	153	132	161	193	193	196	145	107	248	105	119	170	158	182	205	111	121	179	122	160	161	92	159	105	106	141	123	163	102	172	6	181	79	134	8	8	5									
		19.59%	22.25%	18.39%	20.00%	21.91%	19.09%	18.28%	24.44%	16.30%	20.66%	20.23%	20.46%	24.74%	21.75%	22.44%	18.92%	20.59%	23.51%	19.85%	23.18%	25.95%	13.55%	16.83%	20.67%	20.10%	19.61%	17.97%	18.00%	13.89%	18.23%	20.31%	16.10%	16.12%	17.21%	17.80%	22.08%	7.59%	21.19%	22.13%	21.47%	21.62%	12.50%	4.55%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	118	9	4	1	2	2	7	2	4	3	8	4	1	4	3	1	3	2	6	2	2	4	3	2	1	4	5	1	3	4	4	0	1	1	4	3	1	2	3	1	0	1	0									
		0.41%	0.95%	0.49%	0.13%	0.50%	0.36%	0.84%	0.37%	0.40%	0.32%	0.84%	0.42%	0.17%	0.81%	0.27%	0.18%	0.52%	0.28%	0.75%	0.25%	0.25%	0.49%	0.42%	0.23%	0.16%	0.49%	0.56%	0.20%	0.26%	0.69%	0.77%	0.00%	0.13%	0.11%	0.70%	0.39%	1.27%	0.23%	0.84%	0.16%	0.00%	1.56%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4094	146	128	102	51	53	157	73	86	100	145	118	47	40	183	69	84	106	139	103	84	90	126	148	86	156	185	64	182	98	79	164	160	161	84	116	1	94	28	50	3	4	1									
		14.30%	15.47%	15.59%	13.60%	12.85%	9.64%	18.76%	13.52%	8.70%	10.71%	15.20%	12.32%	8.02%	8.13%	16.56%	12.43%	14.53%	14.66%	17.46%	13.12%	10.63%	10.99%	17.52%	17.09%	14.17%	19.12%	20.65%	12.52%	15.90%	17.01%	15.13%	18.72%	20.97%	17.00%	14.66%	14.89%	1.27%	11.01%	7.84%	8.01%	8.11%	6.25%	0.91%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
