Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Чегемская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317									
		0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.78%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	37	0	0	0	0	0	0	0	0	3	0	0	4	0	0	13	14	3	0									
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.22%	0.00%	0.00%	0.50%	0.62%	0.16%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	7149	105	95	212	546	580	576	320	570	513	509	384	344	400	496	537	441	402	119									
		19.71%	15.72%	19.92%	17.97%	21.24%	21.54%	20.99%	15.50%	20.98%	18.30%	19.80%	17.99%	19.20%	20.99%	20.99%	20.57%	19.53%	21.53%	13.97%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	777	25	21	29	56	7	1	159	49	145	51	61	41	1	1	97	21	3	9									
		2.14%	3.74%	4.40%	2.46%	2.18%	0.26%	0.04%	7.70%	1.80%	5.17%	1.98%	2.86%	2.29%	0.05%	0.04%	3.72%	0.93%	0.16%	1.06%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
