Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Молчановская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	1	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	1	1	1	0	1	0									
		0.38%	0.53%	0.76%	0.45%	0.41%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.83%	0.00%	0.53%	0.50%	0.69%	0.00%	0.64%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	32	1	2	3	4	3	3	1	1	0	3	0	0	0	0	0	0	0	1	4	0	1	0	1	1	3	0									
		0.81%	0.53%	0.76%	1.35%	1.64%	1.19%	1.33%	0.37%	3.85%	0.00%	2.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	1.66%	0.00%	0.53%	0.00%	0.69%	2.78%	1.92%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0									
		0.18%	0.53%	0.00%	0.45%	0.00%	0.40%	0.00%	0.00%	3.85%	0.00%	0.00%	1.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	41	1	6	2	2	1	6	4	0	1	0	0	1	0	1	0	0	2	1	2	3	2	3	1	1	1	0									
		1.04%	0.53%	2.28%	0.90%	0.82%	0.40%	2.67%	1.50%	0.00%	2.13%	0.00%	0.00%	1.27%	0.00%	2.08%	0.00%	0.00%	1.63%	0.44%	0.83%	1.86%	1.06%	1.49%	0.69%	2.78%	0.64%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	556	10	34	27	46	33	31	44	1	4	12	0	15	17	11	27	3	11	28	51	26	25	29	15	2	30	24									
		14.11%	5.29%	12.93%	12.11%	18.85%	13.10%	13.78%	16.48%	3.85%	8.51%	11.01%	0.00%	18.99%	25.37%	22.92%	23.89%	7.89%	8.94%	12.33%	21.16%	16.15%	13.23%	14.36%	10.34%	5.56%	19.23%	12.57%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	10	1	0	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0									
		0.25%	0.53%	0.00%	0.90%	0.41%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.41%	0.00%	0.53%	0.50%	0.69%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	116	6	12	7	10	5	4	11	1	0	1	1	1	0	2	5	0	3	9	8	3	5	6	7	1	4	4									
		2.94%	3.17%	4.56%	3.14%	4.10%	1.98%	1.78%	4.12%	3.85%	0.00%	0.92%	1.25%	1.27%	0.00%	4.17%	4.42%	0.00%	2.44%	3.96%	3.32%	1.86%	2.65%	2.97%	4.83%	2.78%	2.56%	2.09%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
