Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Сорочинская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616					
		8.18%	8.30%	4.58%	6.98%	6.50%	10.17%	7.97%	11.21%	14.29%	7.31%	8.24%	8.44%	14.24%	3.62%	5.96%	6.43%	3.72%	6.43%	5.26%	1.25%	8.40%	9.50%	6.78%	12.53%	6.98%	8.42%	9.35%	12.84%	3.29%	3.96%	10.02%	19.10%	5.05%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	42	0	1	1	0	0	0	1	0	6	2	0	2	0	2	2	0	2	2	1	2	1	0	1	0	5	1	0	3	1	4	1	1					
		0.49%	0.00%	0.76%	0.78%	0.00%	0.00%	0.00%	0.86%	0.00%	1.37%	0.38%	0.00%	0.68%	0.00%	0.92%	0.71%	0.00%	0.58%	0.81%	1.25%	0.76%	0.45%	0.00%	0.23%	0.00%	0.84%	0.93%	0.00%	0.99%	0.99%	0.68%	0.37%	0.27%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	4999	191	91	70	278	42	275	75	83	285	322	74	144	94	133	167	117	213	145	52	125	152	161	241	29	339	63	85	170	62	328	149	244					
		58.18%	66.09%	69.47%	54.26%	62.33%	71.19%	59.27%	64.66%	65.87%	65.07%	61.69%	48.05%	48.81%	42.53%	61.01%	59.64%	54.42%	62.28%	58.70%	65.00%	47.71%	68.78%	43.63%	54.90%	67.44%	57.07%	58.88%	57.43%	55.92%	61.39%	55.69%	55.81%	64.89%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	25	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	5	1	5	1	0	1	0	0	1	6					
		0.29%	0.35%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.14%	2.33%	0.84%	0.93%	0.00%	0.33%	0.00%	0.00%	0.37%	1.60%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
