Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
"Наименование Избирательной комиссии:    Рязань, Октябрьская"																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025					
		20.16%	14.39%	14.32%	11.82%	13.06%	9.44%	13.31%	15.21%	16.73%	16.10%	15.15%	23.39%	15.96%	14.87%	15.93%	17.72%	15.48%	17.50%	14.99%	15.50%	18.84%	20.93%	18.08%	19.10%	24.61%	22.14%	27.46%	17.48%	22.40%	26.04%	22.12%	12.67%	19.58%	20.48%	26.04%	22.30%	25.49%	29.56%	25.35%	20.08%	21.34%	24.13%	22.09%	22.12%	20.40%	20.80%	20.86%	24.38%	19.42%	25.95%	17.59%	21.83%	23.79%	25.26%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9451	242	134	29	144	111	206	233	57	238	199	100	245	229	202	174	139	40	132	185	187	224	194	190	220	201	181	210	174	137	158	57	220	236	193	223	215	138	190	211	194	202	264	227	227	233	189	224	251	128	121	166	109	118					
		16.73%	22.92%	15.47%	8.79%	17.58%	20.56%	20.32%	20.84%	20.28%	23.66%	17.94%	17.86%	17.69%	19.13%	16.93%	14.48%	12.37%	14.29%	17.98%	16.58%	16.70%	17.30%	16.02%	14.99%	15.08%	16.30%	13.58%	17.07%	14.71%	12.65%	18.02%	8.39%	20.13%	16.61%	14.65%	16.36%	15.70%	12.11%	13.96%	16.68%	14.95%	19.50%	19.19%	16.46%	18.98%	19.86%	15.65%	15.04%	19.81%	15.67%	19.71%	18.12%	14.65%	15.53%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	707	18	12	4	9	8	10	13	4	13	13	10	14	16	22	11	14	11	4	16	17	11	12	23	14	11	12	15	14	13	5	11	19	20	16	23	13	10	14	16	16	10	17	8	19	22	13	20	18	12	12	12	6	11					
		1.25%	1.70%	1.39%	1.21%	1.10%	1.48%	0.99%	1.16%	1.42%	1.29%	1.17%	1.79%	1.01%	1.34%	1.84%	0.92%	1.25%	3.93%	0.54%	1.43%	1.52%	0.85%	0.99%	1.82%	0.96%	0.89%	0.90%	1.22%	1.18%	1.20%	0.57%	1.62%	1.74%	1.41%	1.21%	1.69%	0.95%	0.88%	1.03%	1.26%	1.23%	0.97%	1.24%	0.58%	1.59%	1.88%	1.08%	1.34%	1.42%	1.47%	1.95%	1.31%	0.81%	1.45%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	15504	284	278	87	149	60	253	259	98	239	331	129	434	335	392	396	351	57	246	389	344	340	375	406	392	356	386	364	341	273	225	104	245	378	319	363	365	339	395	377	400	232	375	406	348	309	341	408	308	180	172	231	150	190					
		27.44%	26.89%	32.10%	26.36%	18.19%	11.11%	24.95%	23.17%	34.88%	23.76%	29.85%	23.04%	31.34%	27.99%	32.86%	32.95%	31.23%	20.36%	33.51%	34.86%	30.71%	26.25%	30.97%	32.04%	26.87%	28.87%	28.96%	29.59%	28.83%	25.21%	25.66%	15.32%	22.42%	26.60%	24.22%	26.63%	26.66%	29.74%	29.02%	29.80%	30.82%	22.39%	27.25%	29.44%	29.10%	26.34%	28.23%	27.40%	24.31%	22.03%	28.01%	25.22%	20.16%	25.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2590	53	53	8	42	10	31	28	11	42	46	20	54	56	87	72	100	1	33	55	51	59	61	59	62	44	54	51	46	43	36	20	62	67	59	83	63	43	54	66	76	38	58	99	53	58	64	83	67	21	13	33	11	31					
		4.58%	5.02%	6.12%	2.42%	5.13%	1.85%	3.06%	2.50%	3.91%	4.17%	4.15%	3.57%	3.90%	4.68%	7.29%	5.99%	8.90%	0.36%	4.50%	4.93%	4.55%	4.56%	5.04%	4.66%	4.25%	3.57%	4.05%	4.15%	3.89%	3.97%	4.10%	2.95%	5.67%	4.71%	4.48%	6.09%	4.60%	3.77%	3.97%	5.22%	5.86%	3.67%	4.22%	7.18%	4.43%	4.94%	5.30%	5.57%	5.29%	2.57%	2.12%	3.60%	1.48%	4.08%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	15615	278	242	158	353	282	352	392	60	300	326	151	391	354	272	313	327	116	196	273	278	351	326	318	382	327	307	354	311	315	240	384	303	409	347	339	326	248	330	323	317	287	329	300	280	275	322	358	345	252	180	247	269	200					
		27.64%	26.33%	27.94%	47.88%	43.10%	52.22%	34.71%	35.06%	21.35%	29.82%	29.40%	26.96%	28.23%	29.57%	22.80%	26.04%	29.09%	41.43%	26.70%	24.46%	24.82%	27.10%	26.92%	25.10%	26.18%	26.52%	23.03%	28.78%	26.29%	29.09%	27.37%	56.55%	27.72%	28.78%	26.35%	24.87%	23.81%	21.75%	24.25%	25.53%	24.42%	27.70%	23.91%	21.75%	23.41%	23.44%	26.66%	24.04%	27.23%	30.84%	29.32%	26.97%	36.16%	26.32%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	455	14	7	2	5	4	4	4	2	4	11	7	17	17	12	10	6	4	3	11	14	11	7	9	7	9	17	13	7	8	9	2	11	6	14	12	15	10	6	9	7	2	11	8	13	17	7	9	12	3	6	11	5	4					
		0.81%	1.33%	0.81%	0.61%	0.61%	0.74%	0.39%	0.36%	0.71%	0.40%	0.99%	1.25%	1.23%	1.42%	1.01%	0.83%	0.53%	1.43%	0.41%	0.99%	1.25%	0.85%	0.58%	0.71%	0.48%	0.73%	1.28%	1.06%	0.59%	0.74%	1.03%	0.29%	1.01%	0.42%	1.06%	0.88%	1.10%	0.88%	0.44%	0.71%	0.54%	0.19%	0.80%	0.58%	1.09%	1.45%	0.58%	0.60%	0.95%	0.37%	0.98%	1.20%	0.67%	0.53%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
