Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Брюховецкая																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733									
		0.36%	0.29%	0.83%	0.57%	0.37%	0.22%	0.18%	0.31%	0.42%	0.46%	1.10%	0.23%	0.31%	2.00%	0.27%	0.29%	0.00%	0.00%	0.40%	0.44%	0.00%	0.00%	0.00%	0.32%	0.12%	0.10%	0.61%	0.00%	0.23%	0.55%	0.00%	0.00%	0.17%	0.56%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	2	0	1	2	2	0	1	2	2	1	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1									
		0.10%	0.29%	0.00%	0.10%	0.15%	0.22%	0.00%	0.16%	0.28%	0.23%	0.14%	0.23%	0.31%	0.00%	0.00%	0.00%	0.18%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.36%	0.00%	0.00%	0.00%	0.14%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3469	124	215	185	209	169	82	76	129	169	125	83	40	87	193	175	57	14	106	40	33	30	30	110	102	129	167	146	31	93	75	100	82	63									
		14.79%	17.79%	22.21%	17.60%	15.36%	18.33%	14.75%	11.82%	17.92%	19.36%	17.19%	18.82%	12.42%	17.43%	12.84%	12.77%	10.11%	6.36%	14.19%	17.78%	16.92%	19.11%	14.56%	11.64%	11.87%	12.73%	20.24%	17.57%	7.11%	16.94%	26.04%	12.29%	6.78%	8.77%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	79	7	4	15	0	3	0	0	4	3	4	0	2	2	4	7	0	0	1	1	0	0	0	3	2	3	0	6	0	1	0	2	1	4									
		0.34%	1.00%	0.41%	1.43%	0.00%	0.33%	0.00%	0.00%	0.56%	0.34%	0.55%	0.00%	0.62%	0.40%	0.27%	0.51%	0.00%	0.00%	0.13%	0.44%	0.00%	0.00%	0.00%	0.32%	0.23%	0.30%	0.00%	0.72%	0.00%	0.18%	0.00%	0.25%	0.08%	0.56%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	122	18	9	5	5	3	1	7	11	3	13	2	1	1	0	3	1	0	3	0	1	0	1	3	2	3	4	3	1	7	0	7	3	1									
		0.52%	2.58%	0.93%	0.48%	0.37%	0.33%	0.18%	1.09%	1.53%	0.34%	1.79%	0.45%	0.31%	0.20%	0.00%	0.22%	0.18%	0.00%	0.40%	0.00%	0.51%	0.00%	0.49%	0.32%	0.23%	0.30%	0.48%	0.36%	0.23%	1.28%	0.00%	0.86%	0.25%	0.14%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	2	0	0	1	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	1									
		0.07%	0.29%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.23%	0.00%	0.00%	0.00%	0.07%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.24%	0.23%	0.00%	0.00%	0.00%	0.00%	0.14%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	119	7	4	8	7	5	6	4	6	2	7	1	0	0	7	11	5	0	0	3	0	1	0	7	1	2	6	4	1	6	0	3	4	1									
		0.51%	1.00%	0.41%	0.76%	0.51%	0.54%	1.08%	0.62%	0.83%	0.23%	0.96%	0.23%	0.00%	0.00%	0.47%	0.80%	0.89%	0.00%	0.00%	1.33%	0.00%	0.64%	0.00%	0.74%	0.12%	0.20%	0.73%	0.48%	0.23%	1.09%	0.00%	0.37%	0.33%	0.14%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2795	110	155	160	131	140	68	64	105	161	113	59	39	42	111	145	26	17	116	23	29	21	20	116	104	99	122	104	24	62	24	121	93	71									
		11.92%	15.78%	16.01%	15.22%	9.63%	15.18%	12.23%	9.95%	14.58%	18.44%	15.54%	13.38%	12.11%	8.42%	7.39%	10.58%	4.61%	7.73%	15.53%	10.22%	14.87%	13.38%	9.71%	12.28%	12.11%	9.77%	14.79%	12.52%	5.50%	11.29%	8.33%	14.86%	7.69%	9.89%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	61	5	3	6	1	2	2	2	1	4	4	0	0	5	2	5	0	0	0	1	0	0	1	3	2	2	3	2	1	0	0	1	2	1									
		0.26%	0.72%	0.31%	0.57%	0.07%	0.22%	0.36%	0.31%	0.14%	0.46%	0.55%	0.00%	0.00%	1.00%	0.13%	0.36%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.49%	0.32%	0.23%	0.20%	0.36%	0.24%	0.23%	0.00%	0.00%	0.12%	0.17%	0.14%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	965	29	44	37	51	43	28	12	37	88	32	18	8	51	33	47	4	11	16	19	19	9	8	33	50	25	62	24	22	25	23	16	29	12									
		4.11%	4.16%	4.55%	3.52%	3.75%	4.66%	5.04%	1.87%	5.14%	10.08%	4.40%	4.08%	2.48%	10.22%	2.20%	3.43%	0.71%	5.00%	2.14%	8.44%	9.74%	5.73%	3.88%	3.49%	5.82%	2.47%	7.52%	2.89%	5.05%	4.55%	7.99%	1.97%	2.40%	1.67%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
