Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																					
Дата голосования: 02.12.2007																					
																					
Наименование Избирательной комиссии:    Богородская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88					
20	3.Политическая партия «Демократическая партия России»	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0					
		0.05%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	560	55	75	63	87	30	22	7	22	13	17	23	26	77	43					
		14.25%	11.41%	15.18%	12.28%	16.96%	18.87%	12.36%	9.72%	8.43%	9.15%	10.30%	10.50%	20.16%	19.59%	20.38%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	12	1	3	0	2	0	0	0	1	0	1	0	0	2	2					
		0.31%	0.21%	0.61%	0.00%	0.39%	0.00%	0.00%	0.00%	0.38%	0.00%	0.61%	0.00%	0.00%	0.51%	0.95%					
23	6.Политическая партия «Партия социальной справедливости»	6	3	0	1	0	0	0	0	0	1	0	0	0	1	0					
		0.15%	0.62%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.25%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	368	47	62	63	48	12	9	11	13	6	21	19	8	32	17					
		9.36%	9.75%	12.55%	12.28%	9.36%	7.55%	5.06%	15.28%	4.98%	4.23%	12.73%	8.68%	6.20%	8.14%	8.06%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	243	42	18	28	47	18	6	4	17	7	7	6	6	18	19					
		6.18%	8.71%	3.64%	5.46%	9.16%	11.32%	3.37%	5.56%	6.51%	4.93%	4.24%	2.74%	4.65%	4.58%	9.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	48	4	4	4	10	4	0	0	3	1	9	4	2	0	3					
		1.22%	0.83%	0.81%	0.78%	1.95%	2.52%	0.00%	0.00%	1.15%	0.70%	5.45%	1.83%	1.55%	0.00%	1.42%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2201	281	270	297	269	66	120	47	151	66	92	138	81	215	108					
		55.99%	58.30%	54.66%	57.89%	52.44%	41.51%	67.42%	65.28%	57.85%	46.48%	55.76%	63.01%	62.79%	54.71%	51.18%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	14	2	2	2	4	2	0	0	0	0	1	1	0	0	0					
		0.36%	0.41%	0.40%	0.39%	0.78%	1.26%	0.00%	0.00%	0.00%	0.00%	0.61%	0.46%	0.00%	0.00%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
