Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Черноярская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383					
		0.17%	0.0%	0.26%	0.09%	0.18%	0.29%	0.17%	0.20%	0.49%	0.0%	0.49%	0.24%	0.22%	0.13%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	39	6	1	8	5	6	0	3	6	1	1	0	0	1	1					
		0.48%	0.85%	0.13%	0.72%	0.92%	0.88%	0.0%	0.62%	1.48%	0.32%	0.49%	0.0%	0.0%	0.13%	0.15%					
25	"8. ""Народно-республиканская партия России"""	11	1	1	2	1	2	0	2	1	0	0	1	0	0	0					
		0.13%	0.14%	0.13%	0.18%	0.18%	0.29%	0.0%	0.41%	0.24%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	14	2	2	2	2	2	0	0	1	1	0	0	0	1	1					
		0.17%	0.28%	0.26%	0.18%	0.36%	0.29%	0.0%	0.0%	0.24%	0.32%	0.0%	0.0%	0.0%	0.13%	0.15%					
27	"10. ""Аграрная партия России"""	778	135	40	64	37	47	42	72	57	48	23	56	45	48	64					
		9.74%	19.25%	5.22%	5.76%	6.81%	6.90%	7.46%	14.96%	14.07%	15.48%	11.33%	13.96%	10.34%	6.38%	10.12%					
28	"11. ""Истинные патриоты России"""	59	9	2	5	0	3	5	1	2	10	2	9	4	5	2					
		0.73%	1.28%	0.26%	0.45%	0.0%	0.44%	0.88%	0.20%	0.49%	3.22%	0.98%	2.24%	0.91%	0.66%	0.31%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	121	6	7	19	21	15	7	5	3	4	2	9	7	8	8					
		1.51%	0.85%	0.91%	1.71%	3.86%	2.20%	1.24%	1.03%	0.74%	1.29%	0.98%	2.24%	1.60%	1.06%	1.26%					
30	"13. ""Демократическая партия России"""	30	1	4	3	2	5	2	2	2	0	2	1	3	0	3					
		0.37%	0.14%	0.52%	0.27%	0.36%	0.73%	0.35%	0.41%	0.49%	0.0%	0.98%	0.24%	0.68%	0.0%	0.47%					
31	"14. ""Великая Россия - Евразийский Союз"""	44	6	3	4	1	3	1	5	1	0	3	0	12	3	2					
		0.55%	0.85%	0.39%	0.36%	0.18%	0.44%	0.17%	1.03%	0.24%	0.0%	1.47%	0.0%	2.75%	0.39%	0.31%					
32	"15. ""Партия СЛОН"""	15	2	1	3	1	0	2	1	0	0	0	0	2	3	0					
		0.18%	0.28%	0.13%	0.27%	0.18%	0.0%	0.35%	0.20%	0.0%	0.0%	0.0%	0.0%	0.45%	0.39%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	677	37	112	137	49	67	29	41	26	9	18	23	36	54	39					
		8.48%	5.27%	14.62%	12.34%	9.02%	9.83%	5.15%	8.52%	6.41%	2.90%	8.86%	5.73%	8.27%	7.18%	6.17%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	22	3	3	1	1	1	1	2	2	0	0	1	5	2	0					
		0.27%	0.42%	0.39%	0.09%	0.18%	0.14%	0.17%	0.41%	0.49%	0.0%	0.0%	0.24%	1.14%	0.26%	0.0%					
35	"18. ""ЛДПР"""	1388	109	151	224	98	120	91	121	74	50	60	37	64	64	125					
		17.38%	15.54%	19.71%	20.18%	18.04%	17.62%	16.16%	25.15%	18.27%	16.12%	29.55%	9.22%	14.71%	8.51%	19.77%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	117	15	10	10	12	12	6	9	8	5	3	13	6	4	4					
		1.46%	2.13%	1.30%	0.90%	2.20%	1.76%	1.06%	1.87%	1.97%	1.61%	1.47%	3.24%	1.37%	0.53%	0.63%					
37	"20. ""Политическая партия ""Единая Россия"""	2309	238	233	290	156	179	133	107	118	86	45	145	84	328	167					
		28.92%	33.95%	30.41%	26.12%	28.72%	26.28%	23.62%	22.24%	29.13%	27.74%	22.16%	36.15%	19.31%	43.61%	26.42%					
38	"21. ""Российская Конституционно-демократическая партия"""	14	2	0	0	3	0	0	1	0	1	2	1	1	1	2					
		0.17%	0.28%	0.0%	0.0%	0.55%	0.0%	0.0%	0.20%	0.0%	0.32%	0.98%	0.24%	0.22%	0.13%	0.31%					
39	"22. ""Развитие предпринимательства"""	20	1	0	6	2	3	4	1	1	0	0	0	0	1	1					
		0.25%	0.14%	0.0%	0.54%	0.36%	0.44%	0.71%	0.20%	0.24%	0.0%	0.0%	0.0%	0.0%	0.13%	0.15%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1441	60	125	232	79	141	179	78	64	58	18	59	99	149	100					
		18.05%	8.55%	16.31%	20.90%	14.54%	20.70%	31.79%	16.21%	15.80%	18.70%	8.86%	14.71%	22.75%	19.81%	15.82%					
																					
41	Против всех	222	21	16	33	28	15	11	4	6	9	2	16	18	16	27					
		2.78%	2.99%	2.08%	2.97%	5.15%	2.20%	1.95%	0.83%	1.48%	2.90%	0.98%	3.99%	4.13%	2.12%	4.27%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
