Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																
Дата голосования: 02.12.2007																																																																
																																																																
Наименование Избирательной комиссии:    Хабаровская																																																																
																																																																
Сводная таблица результатов выборов																																																																
																																																																
		Сумма	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	888	20	10	11	20	23	15	10	2	50	10	20	5	16	3	10	10	5	10	5	5	5	5	20	10	5	10	5	40	10	10	30	30	35	5	5	25	15	25	5	13	35	10	15	5	15	35	28	20	27	10	24	16	45	5	5	20	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	784	20	10	10	14	23	15	10	2	50	10	20	2	12	3	3	6	0	2	0	0	1	0	20	10	4	10	5	32	6	7	30	27	35	2	5	25	15	25	3	13	34	10	15	3	15	26	28	20	27	10	24	15	40	5	2	20	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	574	13	44	6	12	12	15	7	8	6	7	9	1	6	7	3	5	0	1	0	2	1	1	5	49	3	2	11	21	2	7	36	12	20	10	3	26	12	16	3	13	6	10	13	2	16	8	13	16	2	14	6	12	18	13	0	6	2					
14	Число погашенных неиспользованных открепительных удостоверений	104	0	0	1	6	0	0	0	0	0	0	0	3	4	0	7	4	5	8	5	5	4	5	0	0	1	0	0	8	4	3	0	3	0	3	0	0	0	0	2	0	1	0	0	2	0	9	0	0	0	0	0	1	5	0	3	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																
18	1.Политическая партия «Аграрная партия России»	792	7	13	21	7	21	16	9	1	17	12	22	5	14	7	0	19	1	18	20	10	0	0	2	8	1	9	2	18	12	3	19	11	14	2	7	30	23	7	7	60	21	16	24	8	18	13	47	17	41	31	21	25	16	3	3	10	3					
		1.85%	0.88%	1.22%	2.39%	1.93%	1.85%	1.45%	1.57%	1.35%	1.75%	3.02%	1.34%	1.87%	1.90%	2.40%	0.00%	3.68%	1.96%	5.06%	9.66%	4.39%	0.00%	0.00%	0.68%	0.69%	0.59%	1.77%	3.08%	1.00%	1.15%	0.57%	0.90%	0.56%	1.80%	0.51%	1.99%	3.27%	2.27%	1.04%	4.67%	5.62%	2.22%	2.11%	2.28%	1.58%	1.76%	1.36%	3.23%	1.41%	2.63%	2.62%	1.97%	2.36%	1.32%	0.80%	4.11%	1.17%	1.38%					
19	2.Всероссийская политическая партия «Гражданская Сила»	293	6	9	7	4	3	5	3	1	6	7	12	0	8	2	0	1	0	0	0	0	2	0	2	7	0	3	0	16	5	2	21	5	4	3	1	5	4	4	2	7	17	7	8	0	1	11	11	11	12	8	6	6	18	3	0	6	1					
		0.69%	0.75%	0.84%	0.80%	1.10%	0.26%	0.45%	0.52%	1.35%	0.62%	1.76%	0.73%	0.00%	1.09%	0.68%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	2.78%	0.00%	0.68%	0.60%	0.00%	0.59%	0.00%	0.89%	0.48%	0.38%	0.99%	0.25%	0.51%	0.77%	0.28%	0.54%	0.40%	0.59%	1.33%	0.66%	1.80%	0.92%	0.76%	0.00%	0.10%	1.15%	0.76%	0.91%	0.77%	0.68%	0.56%	0.57%	1.48%	0.80%	0.00%	0.70%	0.46%					
20	3.Политическая партия «Демократическая партия России»	63	0	3	2	1	1	0	2	0	4	1	1	0	0	1	1	1	0	2	0	0	0	0	0	5	0	1	0	3	2	4	5	5	1	0	0	0	0	2	0	0	0	0	1	0	1	1	1	1	1	1	3	2	2	1	0	0	0					
		0.15%	0.00%	0.28%	0.23%	0.28%	0.09%	0.00%	0.35%	0.00%	0.41%	0.25%	0.06%	0.00%	0.00%	0.34%	0.23%	0.19%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.20%	0.00%	0.17%	0.19%	0.76%	0.24%	0.25%	0.13%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.10%	0.10%	0.07%	0.08%	0.06%	0.08%	0.28%	0.19%	0.16%	0.27%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2678	26	123	54	16	98	129	56	12	27	36	56	16	61	20	13	48	8	27	18	18	4	5	8	29	4	47	4	94	11	16	72	41	59	13	19	54	63	52	9	105	57	40	81	32	84	57	118	113	126	125	107	72	43	21	6	20	5					
		6.27%	3.26%	11.52%	6.14%	4.42%	8.64%	11.70%	9.74%	16.22%	2.79%	9.05%	3.40%	5.97%	8.30%	6.85%	3.05%	9.30%	15.69%	7.58%	8.70%	7.89%	5.56%	8.06%	2.71%	2.49%	2.35%	9.25%	6.15%	5.23%	1.05%	3.05%	3.41%	2.09%	7.57%	3.32%	5.40%	5.88%	6.23%	7.69%	6.00%	9.83%	6.03%	5.26%	7.71%	6.34%	8.23%	5.96%	8.12%	9.37%	8.10%	10.58%	10.02%	6.79%	3.54%	5.63%	8.22%	2.33%	2.30%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	239	4	13	3	3	4	13	2	0	10	1	5	1	7	3	2	1	0	1	0	1	0	0	0	4	1	2	0	7	0	5	11	8	4	0	0	6	7	3	1	5	9	8	3	2	6	7	6	5	12	12	7	8	10	2	0	3	1					
		0.56%	0.50%	1.22%	0.34%	0.83%	0.35%	1.18%	0.35%	0.00%	1.03%	0.25%	0.30%	0.37%	0.95%	1.03%	0.47%	0.19%	0.00%	0.28%	0.00%	0.44%	0.00%	0.00%	0.00%	0.34%	0.59%	0.39%	0.00%	0.39%	0.00%	0.95%	0.52%	0.41%	0.51%	0.00%	0.00%	0.65%	0.69%	0.44%	0.67%	0.47%	0.95%	1.05%	0.29%	0.40%	0.59%	0.73%	0.41%	0.41%	0.77%	1.02%	0.66%	0.75%	0.82%	0.54%	0.00%	0.35%	0.46%					
23	6.Политическая партия «Партия социальной справедливости»	90	3	2	0	0	1	2	2	1	2	1	8	0	2	0	1	2	0	0	0	0	0	0	2	2	0	3	0	5	0	0	3	3	1	0	0	3	2	1	1	3	3	1	3	6	1	2	2	5	2	1	2	3	2	0	0	1	0					
		0.21%	0.38%	0.19%	0.00%	0.00%	0.09%	0.18%	0.35%	1.35%	0.21%	0.25%	0.49%	0.00%	0.27%	0.00%	0.23%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.17%	0.00%	0.59%	0.00%	0.28%	0.00%	0.00%	0.14%	0.15%	0.13%	0.00%	0.00%	0.33%	0.20%	0.15%	0.67%	0.28%	0.32%	0.13%	0.29%	1.19%	0.10%	0.21%	0.14%	0.41%	0.13%	0.08%	0.19%	0.28%	0.16%	0.00%	0.00%	0.12%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	6751	118	170	109	48	167	202	124	19	175	53	162	71	85	43	83	84	6	43	27	29	7	13	50	270	14	78	8	350	71	112	378	239	145	114	74	137	141	118	20	198	120	138	159	116	184	209	204	180	225	133	125	133	190	73	9	166	32					
		15.81%	14.81%	15.92%	12.39%	13.26%	14.73%	18.31%	21.57%	25.68%	18.06%	13.32%	9.84%	26.49%	11.56%	14.73%	19.48%	16.28%	11.76%	12.08%	13.04%	12.72%	9.72%	20.97%	16.95%	23.16%	8.24%	15.35%	12.31%	19.48%	6.79%	21.33%	17.89%	12.18%	18.61%	29.16%	21.02%	14.92%	13.95%	17.46%	13.33%	18.54%	12.68%	18.16%	15.13%	22.97%	18.02%	21.86%	14.04%	14.93%	14.46%	11.26%	11.70%	12.54%	15.64%	19.57%	12.33%	19.35%	14.75%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2198	8	71	55	23	68	79	30	0	26	50	59	10	48	7	13	27	1	38	10	11	2	1	30	22	3	38	3	79	4	10	60	42	46	8	15	81	48	36	3	78	67	50	40	20	64	51	131	84	97	72	74	89	52	31	0	26	7					
		5.15%	1.00%	6.65%	6.25%	6.35%	5.99%	7.16%	5.22%	0.00%	2.68%	12.56%	3.58%	3.73%	6.53%	2.40%	3.05%	5.23%	1.96%	10.67%	4.83%	4.82%	2.78%	1.61%	10.17%	1.89%	1.76%	7.48%	4.62%	4.40%	0.38%	1.90%	2.84%	2.14%	5.91%	2.05%	4.26%	8.82%	4.75%	5.33%	2.00%	7.30%	7.08%	6.58%	3.81%	3.96%	6.27%	5.33%	9.02%	6.97%	6.23%	6.10%	6.93%	8.39%	4.28%	8.31%	0.00%	3.03%	3.23%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	372	5	7	9	7	18	7	14	0	12	11	6	2	7	1	1	4	0	3	2	4	1	0	2	6	0	2	0	11	5	8	7	15	7	3	1	8	10	3	0	13	7	8	8	2	6	12	9	16	18	10	17	9	13	7	1	4	3					
		0.87%	0.63%	0.66%	1.02%	1.93%	1.59%	0.63%	2.43%	0.00%	1.24%	2.76%	0.36%	0.75%	0.95%	0.34%	0.23%	0.78%	0.00%	0.84%	0.97%	1.75%	1.39%	0.00%	0.68%	0.51%	0.00%	0.39%	0.00%	0.61%	0.48%	1.52%	0.33%	0.76%	0.90%	0.77%	0.28%	0.87%	0.99%	0.44%	0.00%	1.22%	0.74%	1.05%	0.76%	0.40%	0.59%	1.26%	0.62%	1.33%	1.16%	0.85%	1.59%	0.85%	1.07%	1.88%	1.37%	0.47%	1.38%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	28422	612	631	597	247	735	613	321	39	681	210	1289	161	482	202	308	311	35	216	128	148	56	42	194	797	147	309	47	1176	928	357	1505	1573	477	239	225	578	683	437	104	567	621	470	712	313	640	583	890	744	995	764	692	696	844	230	54	612	155					
		66.55%	76.79%	59.08%	67.84%	68.23%	64.81%	55.58%	55.83%	52.70%	70.28%	52.76%	78.31%	60.07%	65.58%	69.18%	72.30%	60.27%	68.63%	60.67%	61.84%	64.91%	77.78%	67.74%	65.76%	68.35%	86.47%	60.83%	72.31%	65.44%	88.80%	68.00%	71.23%	80.17%	61.23%	61.13%	63.92%	62.96%	67.56%	64.64%	69.33%	53.09%	65.64%	61.84%	67.75%	61.98%	62.68%	60.98%	61.25%	61.69%	63.95%	64.69%	64.79%	65.60%	69.47%	61.66%	73.97%	71.33%	71.43%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	350	3	13	8	4	5	22	4	1	5	11	9	0	8	6	1	10	0	0	1	1	0	1	1	9	0	5	1	8	3	5	12	7	8	4	0	4	6	3	1	17	13	10	5	3	7	5	14	14	9	12	10	10	17	2	0	4	8					
		0.82%	0.38%	1.22%	0.91%	1.10%	0.44%	1.99%	0.70%	1.35%	0.52%	2.76%	0.55%	0.00%	1.09%	2.05%	0.23%	1.94%	0.00%	0.00%	0.48%	0.44%	0.00%	1.61%	0.34%	0.77%	0.00%	0.98%	1.54%	0.45%	0.29%	0.95%	0.57%	0.36%	1.03%	1.02%	0.00%	0.44%	0.59%	0.44%	0.67%	1.59%	1.37%	1.32%	0.48%	0.59%	0.69%	0.52%	0.96%	1.16%	0.58%	1.02%	0.94%	0.94%	1.40%	0.54%	0.00%	0.47%	3.69%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
