Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																							
Дата голосования: 04.12.2011																																																																							
																																																																							
"Наименование Избирательной комиссии:    Краснодар, Центральная"																																																																							
																																																																							
Сводная таблица результатов выборов																																																																							
																																																																							
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344	УИК №2345	УИК №2346	УИК №2347	УИК №2348	УИК №2349	УИК №2350	УИК №2351	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2356	УИК №2392	УИК №2393	УИК №2394	УИК №2395	УИК №2396	УИК №2397	УИК №2398	УИК №2399					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	3701	55	57	47	45	50	55	45	45	70	100	105	45	105	45	50	95	60	55	50	64	55	45	45	125	75	110	105	45	75	55	45	64	60	95	150	95	70	55	71	150	45	80	55	48	47	45	45	45	46	65	68	55	59	60	60	45	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	3605	50	57	47	36	50	55	45	45	70	100	104	45	105	41	50	93	54	52	50	64	53	45	45	125	62	110	105	45	75	54	45	47	60	83	150	95	70	55	68	150	45	80	53	47	47	38	41	45	46	65	68	55	59	57	60	44	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	6998	55	106	22	39	28	36	121	27	40	60	378	37	20	146	11	90	32	43	26	39	68	23	42	60	755	75	208	65	183	137	76	17	26	57	240	222	62	51	43	90	52	54	115	68	53	42	49	188	51	36	57	48	59	41	25	46	71	9	1267	38	525	113	28	107					
14	Число погашенных неиспользованных открепительных удостоверений	96	5	0	0	9	0	0	0	0	0	0	1	0	0	4	0	2	6	3	0	0	2	0	0	0	13	0	0	0	0	1	0	17	0	12	0	0	0	0	3	0	0	0	2	1	0	7	4	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	278	5	6	6	2	3	4	4	5	6	10	5	3	3	0	0	4	3	3	12	7	6	7	5	6	6	2	4	7	3	6	4	7	4	5	1	4	7	8	5	2	2	3	4	3	2	1	3	4	8	6	7	6	12	9	14	4	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	9404	122	183	173	111	160	208	153	158	123	184	193	101	168	156	21	194	153	180	204	182	260	143	122	207	263	183	121	230	148	114	132	110	169	178	270	194	66	170	200	202	62	208	195	152	190	108	197	167	196	62	189	67	194	139	225	120	31	36	10	18	120	60	21	28					
		10.69%	8.51%	9.67%	12.28%	8.58%	12.86%	11.48%	11.21%	9.42%	7.46%	12.94%	14.29%	8.91%	13.41%	12.48%	2.01%	13.17%	8.41%	12.32%	13.76%	9.51%	13.54%	14.79%	9.74%	10.89%	13.24%	10.97%	9.06%	13.22%	9.24%	10.97%	9.41%	12.35%	12.66%	9.89%	12.44%	11.43%	4.34%	11.49%	13.62%	13.19%	5.64%	10.84%	12.97%	8.44%	12.41%	10.13%	10.06%	13.81%	11.14%	4.29%	11.65%	4.93%	11.57%	9.43%	15.90%	10.07%	10.33%	9.89%	0.79%	8.74%	15.06%	15.04%	8.64%	9.46%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6467	131	34	163	101	18	21	11	85	51	104	132	62	46	162	44	81	144	210	177	92	4	175	102	201	25	176	16	11	105	138	160	124	123	66	190	219	40	57	141	116	24	335	10	71	132	107	168	110	212	153	171	101	106	79	195	96	13	14	76	20	113	37	47	19					
		7.35%	9.14%	1.80%	11.57%	7.81%	1.45%	1.16%	0.81%	5.07%	3.09%	7.31%	9.77%	5.47%	3.67%	12.96%	4.20%	5.50%	7.91%	14.37%	11.94%	4.81%	0.21%	18.10%	8.15%	10.57%	1.26%	10.55%	1.20%	0.63%	6.56%	13.28%	11.40%	13.92%	9.21%	3.67%	8.76%	12.91%	2.63%	3.85%	9.60%	7.58%	2.18%	17.47%	0.67%	3.94%	8.62%	10.04%	8.58%	9.10%	12.05%	10.60%	10.54%	7.44%	6.32%	5.36%	13.78%	8.05%	4.33%	3.85%	5.99%	9.71%	14.18%	9.27%	19.34%	6.42%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	723	22	4	20	11	8	4	8	8	0	16	11	8	5	19	5	0	2	17	26	11	1	13	15	1	3	18	6	29	11	18	10	13	21	28	6	27	15	8	10	0	16	26	5	9	11	15	23	17	33	18	2	6	8	1	29	14	3	2	3	4	10	4	4	2					
		0.82%	1.53%	0.21%	1.42%	0.85%	0.64%	0.22%	0.59%	0.48%	0.00%	1.13%	0.81%	0.71%	0.40%	1.52%	0.48%	0.00%	0.11%	1.16%	1.75%	0.58%	0.05%	1.34%	1.20%	0.05%	0.15%	1.08%	0.45%	1.67%	0.69%	1.73%	0.71%	1.46%	1.57%	1.56%	0.28%	1.59%	0.99%	0.54%	0.68%	0.00%	1.45%	1.36%	0.33%	0.50%	0.72%	1.41%	1.17%	1.41%	1.88%	1.25%	0.12%	0.44%	0.48%	0.07%	2.05%	1.17%	1.00%	0.55%	0.24%	1.94%	1.25%	1.00%	1.65%	0.68%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	16434	212	270	298	156	293	320	286	264	361	288	244	125	292	239	238	319	246	263	290	424	396	190	202	408	415	330	273	327	164	201	197	165	247	299	389	361	351	125	270	291	258	399	432	195	299	234	353	251	327	319	321	292	324	450	304	186	31	74	26	26	157	76	29	42					
		18.68%	14.78%	14.27%	21.15%	12.06%	23.55%	17.66%	20.95%	15.74%	21.89%	20.25%	18.06%	11.02%	23.30%	19.12%	22.73%	21.66%	13.52%	18.00%	19.55%	22.16%	20.63%	19.65%	16.13%	21.46%	20.89%	19.78%	20.45%	18.79%	10.24%	19.35%	14.04%	18.52%	18.50%	16.61%	17.93%	21.27%	23.06%	8.45%	18.39%	19.01%	23.45%	20.80%	28.74%	10.82%	19.53%	21.95%	18.03%	20.76%	18.58%	22.09%	19.79%	21.50%	19.32%	30.53%	21.48%	15.60%	10.33%	20.33%	2.05%	12.62%	19.70%	19.05%	11.93%	14.19%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2483	30	21	60	12	10	11	11	33	34	46	77	25	27	76	16	0	58	85	39	19	102	45	42	11	104	106	8	13	48	44	45	70	77	45	3	89	16	40	76	0	29	110	105	47	17	56	82	60	10	25	3	19	87	2	26	59	6	5	5	7	33	7	5	4					
		2.82%	2.09%	1.11%	4.26%	0.93%	0.80%	0.61%	0.81%	1.97%	2.06%	3.23%	5.70%	2.20%	2.15%	6.08%	1.53%	0.00%	3.19%	5.82%	2.63%	0.99%	5.31%	4.65%	3.35%	0.58%	5.23%	6.35%	0.60%	0.75%	2.99%	4.23%	3.21%	7.86%	5.77%	2.50%	0.14%	5.24%	1.05%	2.70%	5.18%	0.00%	2.64%	5.74%	6.99%	2.61%	1.11%	5.25%	4.19%	4.96%	0.57%	1.73%	0.18%	1.40%	5.19%	0.14%	1.84%	4.95%	2.00%	1.37%	0.39%	3.40%	4.14%	1.75%	2.06%	1.35%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	50948	895	1352	643	862	752	1219	866	1106	1078	752	671	805	692	566	706	879	1187	682	714	1161	1152	380	754	1045	1174	762	901	1098	1115	501	852	386	674	1162	1309	760	1013	973	742	922	691	785	756	1307	873	522	1034	580	962	837	933	865	949	787	608	702	142	223	1136	128	344	207	131	183					
		57.90%	62.41%	71.46%	45.64%	66.67%	60.45%	67.27%	63.44%	65.95%	65.37%	52.88%	49.67%	70.99%	55.23%	45.28%	67.43%	59.67%	65.22%	46.68%	48.15%	60.69%	60.00%	39.30%	60.22%	54.97%	59.08%	45.68%	67.49%	63.10%	69.64%	48.22%	60.73%	43.32%	50.49%	64.56%	60.32%	44.78%	66.56%	65.79%	50.54%	60.22%	62.82%	40.93%	50.30%	72.53%	57.02%	48.97%	52.81%	47.97%	54.66%	57.96%	57.52%	63.70%	56.59%	53.39%	42.97%	58.89%	47.33%	61.26%	89.66%	62.14%	43.16%	51.88%	53.91%	61.82%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	374	4	3	5	8	3	6	5	3	2	8	2	4	3	9	1	0	1	11	7	11	3	9	3	2	3	11	8	14	8	11	7	8	14	11	3	11	11	12	7	0	6	20	0	5	4	12	7	9	0	8	1	4	4	1	12	5	0	1	10	1	6	2	3	1					
		0.43%	0.28%	0.16%	0.35%	0.62%	0.24%	0.33%	0.37%	0.18%	0.12%	0.56%	0.15%	0.35%	0.24%	0.72%	0.10%	0.00%	0.05%	0.75%	0.47%	0.58%	0.16%	0.93%	0.24%	0.11%	0.15%	0.66%	0.60%	0.80%	0.50%	1.06%	0.50%	0.90%	1.05%	0.61%	0.14%	0.65%	0.72%	0.81%	0.48%	0.00%	0.55%	1.04%	0.00%	0.28%	0.26%	1.13%	0.36%	0.74%	0.00%	0.55%	0.06%	0.29%	0.24%	0.07%	0.85%	0.42%	0.00%	0.27%	0.79%	0.49%	0.75%	0.50%	1.23%	0.34%					
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
																																																																							
