Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Колосовская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834									
		39.13%	38.10%	42.62%	48.75%	27.91%	38.30%	39.22%	37.50%	28.57%	37.59%	35.29%	34.30%	54.42%	35.56%	35.41%	48.45%	51.00%	41.18%	30.14%	22.08%	65.31%	40.54%	23.26%	46.76%	50.31%	41.88%	48.69%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	15	0	1	0	0	0	0	0	0	1	2	4	0	2	1	1	0	0	0	0	0	1	0	2	0	0	0									
		0.30%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.29%	0.55%	0.00%	0.84%	0.39%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	1.35%	0.00%	0.68%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	1	1	1	0	1	0	0	2	3	1	2	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0									
		0.32%	1.19%	0.82%	0.63%	0.00%	2.13%	0.00%	0.00%	3.57%	0.45%	0.14%	0.28%	0.00%	0.42%	0.39%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	803	6	19	36	14	10	4	2	2	125	134	135	20	24	38	9	15	14	22	34	5	11	6	48	28	14	28									
		15.95%	7.14%	15.57%	22.50%	32.56%	21.28%	7.84%	2.78%	3.57%	18.80%	19.14%	18.67%	13.61%	10.04%	14.79%	4.64%	15.00%	20.59%	30.14%	14.72%	10.20%	14.86%	13.95%	16.38%	17.61%	11.97%	10.49%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	1	0	0	0	0	0	0	0	5	3	1	0	1	0	1	1	0	1	2	0	1	0	0	0	0	0									
		0.34%	1.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%	0.43%	0.14%	0.00%	0.42%	0.00%	0.52%	1.00%	0.00%	1.37%	0.87%	0.00%	1.35%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	0	0	0	0	0	0	2	0	6	10	8	2	0	3	1	0	0	2	0	0	0	0	0	0	0	0									
		0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.78%	0.00%	0.90%	1.43%	1.11%	1.36%	0.00%	1.17%	0.52%	0.00%	0.00%	2.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	1	0	0	0	0	0	0	1	3	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1									
		0.22%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.43%	0.00%	0.68%	0.42%	0.00%	0.00%	1.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.37%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	37	1	0	0	0	0	0	0	0	6	6	5	0	3	1	0	0	1	1	4	1	0	1	2	2	1	2									
		0.74%	1.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.86%	0.69%	0.00%	1.26%	0.39%	0.00%	0.00%	1.47%	1.37%	1.73%	2.04%	0.00%	2.33%	0.68%	1.26%	0.85%	0.75%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1490	26	30	26	10	15	19	29	24	178	204	225	29	81	101	60	18	17	20	105	9	23	15	73	31	40	82									
		29.60%	30.95%	24.59%	16.25%	23.26%	31.91%	37.25%	40.28%	42.86%	26.77%	29.14%	31.12%	19.73%	33.89%	39.30%	30.93%	18.00%	25.00%	27.40%	45.45%	18.37%	31.08%	34.88%	24.91%	19.50%	34.19%	30.71%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	0	0	0	0	0	0	1	0	3	1	1	0	0	0	2	0	0	0	1	0	0	0	2	0	0	1									
		0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	0.00%	0.45%	0.14%	0.14%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.37%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	85	2	3	1	0	2	0	0	1	15	14	14	2	3	2	1	2	1	0	3	0	1	1	6	5	2	4									
		1.69%	2.38%	2.46%	0.63%	0.00%	4.26%	0.00%	0.00%	1.79%	2.26%	2.00%	1.94%	1.36%	1.26%	0.78%	0.52%	2.00%	1.47%	0.00%	1.30%	0.00%	1.35%	2.33%	2.05%	3.14%	1.71%	1.50%									
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
