Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Мантуровская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723									
		0.22%	0.00%	0.00%	1.15%	0.39%	0.00%	0.00%	0.47%	0.00%	0.17%	0.00%	0.00%	0.44%	0.70%	0.00%	1.28%	0.59%	0.45%	0.14%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	748	23	11	24	37	31	26	39	36	187	22	17	27	12	20	10	14	20	107	16	10	59									
		12.89%	12.71%	8.40%	9.23%	14.34%	10.69%	12.75%	18.48%	18.18%	15.87%	13.50%	8.06%	11.84%	8.45%	8.73%	12.82%	8.24%	8.93%	14.76%	7.08%	6.67%	17.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	0	0	0	1	0	0	0	0	3	0	0	1	1	2	0	0	0	2	1	0	1									
		0.21%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.44%	0.70%	0.87%	0.00%	0.00%	0.00%	0.28%	0.44%	0.00%	0.29%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	0	0	0	1	0	0	2	0	10	0	0	0	0	1	0	0	0	3	1	0	1									
		0.33%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.95%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.41%	0.44%	0.00%	0.29%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0									
		0.12%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.47%	0.00%	0.08%	0.61%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.45%	0.14%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	24	0	0	0	0	0	1	2	0	11	0	1	1	2	0	0	0	1	3	0	1	1									
		0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.95%	0.00%	0.93%	0.00%	0.47%	0.44%	1.41%	0.00%	0.00%	0.00%	0.45%	0.41%	0.00%	0.67%	0.29%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	850	8	22	28	28	30	24	29	33	208	16	27	27	6	34	14	28	30	109	29	31	89									
		14.65%	4.42%	16.79%	10.77%	10.85%	10.34%	11.76%	13.74%	16.67%	17.66%	9.82%	12.80%	11.84%	4.23%	14.85%	17.95%	16.47%	13.39%	15.03%	12.83%	20.67%	25.87%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	32	0	0	1	1	0	1	0	2	9	1	2	2	1	2	1	2	0	5	1	1	0									
		0.55%	0.00%	0.00%	0.38%	0.39%	0.00%	0.49%	0.00%	1.01%	0.76%	0.61%	0.95%	0.88%	0.70%	0.87%	1.28%	1.18%	0.00%	0.69%	0.44%	0.67%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	91	0	2	3	2	3	4	2	1	26	3	4	1	1	2	1	1	2	17	3	5	8									
		1.57%	0.00%	1.53%	1.15%	0.78%	1.03%	1.96%	0.95%	0.51%	2.21%	1.84%	1.90%	0.44%	0.70%	0.87%	1.28%	0.59%	0.89%	2.34%	1.33%	3.33%	2.33%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
