11	Число полученных открепительных  удостоверений	3370	60	50	50	50	40	60	50	80	50	60	70	50	50	60	50	40	40	50	60	50	70	55	50	50	50	70	40	60	50	50	65	50	80	70	50	50	40	45	40	60	80	50	70	50	70	60	60	100	60	60	25	10	60	70	80	60	50	60	70	60	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2912	56	43	43	31	26	51	46	68	47	58	51	45	43	57	47	40	39	50	43	42	50	51	48	41	46	70	40	44	49	41	59	48	58	43	40	39	32	40	25	59	75	41	57	34	44	45	59	90	58	50	21	5	60	70	80	53	44	60	59	58	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1578	24	26	26	58	23	25	44	31	17	19	29	25	19	23	21	13	19	8	31	30	18	22	22	35	17	12	16	37	20	25	26	36	20	24	26	6	38	27	15	8	30	15	14	16	26	20	32	50	22	41	13	9	25	13	31	25	21	21	66	44	28	55					
14	Число неиспользованных открепительных удостоверений	458	4	7	7	19	14	9	4	12	3	2	19	5	7	3	3	0	1	0	17	8	20	4	2	9	4	0	0	16	1	9	6	2	22	27	10	11	8	5	15	1	5	9	13	16	26	15	1	10	2	10	4	5	0	0	0	7	6	0	11	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	110	3	5	2	1	1	2	2	1	0	2	2	2	3	0	5	1	1	3	1	3	1	1	3	2	1	2	2	1	1	2	0	5	4	1	0	0	2	2	2	0	2	4	2	0	3	1	1	1	3	5	0	0	2	1	3	1	0	2	2	5	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																					
18	Богданов Андрей Владимирович	1741	30	22	35	25	24	14	33	44	13	21	28	27	40	31	38	20	28	27	35	33	34	27	30	29	29	16	28	24	18	34	36	58	32	20	17	38	26	18	25	30	29	29	29	22	30	29	29	38	41	29	21	2	21	26	27	28	32	48	32	38	9	15					
		2.01%	2.18%	1.55%	2.39%	1.77%	2.31%	1.29%	2.24%	2.99%	0.87%	1.14%	1.74%	2.15%	2.70%	2.01%	2.56%	1.15%	1.59%	1.93%	2.55%	2.52%	2.34%	1.45%	1.81%	1.85%	1.75%	1.12%	2.03%	1.81%	1.44%	2.36%	2.15%	3.61%	2.19%	1.41%	1.73%	3.05%	2.24%	1.13%	2.13%	2.16%	2.20%	2.03%	2.01%	1.83%	2.06%	1.56%	1.70%	1.88%	2.32%	2.59%	4.20%	1.32%	1.57%	1.78%	1.80%	2.18%	2.75%	3.22%	1.89%	2.07%	2.34%	2.80%					
19	Жириновский Владимир Вольфович	6396	132	123	100	118	80	69	116	156	94	77	84	103	107	87	103	116	117	109	109	100	130	126	126	79	105	94	105	103	89	106	151	139	121	134	109	102	108	108	86	113	132	103	120	89	110	99	109	113	93	69	49	11	110	113	94	82	104	102	94	148	47	71					
		7.40%	9.61%	8.64%	6.82%	8.36%	7.70%	6.34%	7.88%	10.63%	6.30%	4.17%	5.22%	8.20%	7.21%	5.65%	6.93%	6.66%	6.64%	7.81%	7.94%	7.63%	8.93%	6.78%	7.62%	5.04%	6.34%	6.61%	7.61%	7.78%	7.10%	7.37%	9.03%	8.64%	8.27%	9.46%	11.11%	8.18%	9.30%	6.78%	7.32%	8.15%	10.02%	7.21%	8.30%	7.40%	7.57%	5.33%	6.39%	5.60%	5.26%	6.16%	9.80%	7.24%	8.23%	7.75%	6.26%	6.37%	8.93%	6.85%	5.55%	8.04%	12.24%	13.25%					
20	Зюганов Геннадий Андреевич	15317	262	296	346	262	199	249	321	246	173	260	323	271	346	345	305	492	323	288	269	264	332	261	265	196	265	160	196	269	166	296	327	300	289	272	164	184	239	271	225	260	226	229	237	216	267	222	233	304	232	186	84	29	232	214	243	189	235	263	264	317	46	72					
		17.73%	19.08%	20.80%	23.59%	18.57%	19.15%	22.89%	21.79%	16.76%	11.60%	14.09%	20.06%	21.58%	23.32%	22.42%	20.52%	28.26%	18.33%	20.63%	19.59%	20.14%	22.80%	14.05%	16.03%	12.51%	16.01%	11.24%	14.20%	20.32%	13.24%	20.58%	19.55%	18.66%	19.75%	19.21%	16.72%	14.76%	20.59%	17.00%	19.15%	18.76%	17.15%	16.04%	16.40%	17.97%	18.38%	11.94%	13.66%	15.07%	13.12%	16.59%	16.80%	19.08%	17.37%	14.67%	16.19%	14.69%	20.17%	17.66%	15.58%	17.23%	11.98%	13.43%					
21	Медведев Дмитрий Анатольевич	61414	919	962	952	991	708	734	970	968	1188	1461	1140	816	967	1047	1011	1078	1267	949	930	893	935	1415	1199	1244	1220	1141	1028	905	961	981	1136	1080	1002	960	661	897	763	1168	813	958	906	1055	1038	857	1021	1483	1308	1527	1379	809	334	107	956	1087	1103	964	770	1050	1283	1305	279	375					
		71.07%	66.93%	67.60%	64.89%	70.23%	68.14%	67.46%	65.85%	65.94%	79.68%	79.19%	70.81%	64.97%	65.16%	68.03%	68.03%	61.92%	71.91%	67.98%	67.73%	68.12%	64.22%	76.16%	72.53%	79.39%	73.72%	80.18%	74.49%	68.35%	76.63%	68.22%	67.90%	67.16%	68.49%	67.80%	67.38%	71.93%	65.72%	73.27%	69.19%	69.12%	68.74%	73.88%	71.83%	71.30%	70.27%	79.77%	76.67%	75.71%	77.99%	72.17%	66.80%	70.39%	71.56%	74.50%	73.48%	74.90%	66.09%	70.52%	75.69%	70.92%	72.66%	69.96%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
