Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    район Покровское-Стрешнево																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №2964	УИК №2965	УИК №2966	УИК №2967	УИК №2968	УИК №2969	УИК №2970	УИК №2971	УИК №2972	УИК №2973	УИК №2974	УИК №2975	УИК №2976	УИК №2977	УИК №2978	УИК №2979	УИК №3769	УИК №3770	УИК №3771	УИК №3772	УИК №3773	УИК №3774	УИК №3775	УИК №8273	УИК №8375									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	934	49	58	46	47	59	54	57	7	87	91	73	49	44	46	27	36	0	7	2	5	7	2	1	63	17									
		6.34%	5.45%	8.90%	6.23%	7.16%	5.64%	5.63%	6.15%	5.11%	9.44%	8.75%	7.34%	7.73%	6.05%	6.04%	4.29%	6.27%	0.00%	6.25%	4.00%	3.33%	8.43%	1.42%	2.86%	4.85%	3.44%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	306	24	9	13	15	27	26	17	2	23	26	15	12	14	21	17	13	1	6	1	3	0	1	1	16	3									
		2.08%	2.67%	1.38%	1.76%	2.29%	2.58%	2.71%	1.83%	1.46%	2.49%	2.50%	1.51%	1.89%	1.93%	2.76%	2.70%	2.26%	1.61%	5.36%	2.00%	2.00%	0.00%	0.71%	2.86%	1.23%	0.61%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	422	25	23	33	19	24	42	28	3	16	27	26	16	27	32	15	12	6	1	2	9	2	5	3	19	7									
		2.87%	2.78%	3.53%	4.47%	2.90%	2.29%	4.38%	3.02%	2.19%	1.74%	2.60%	2.62%	2.52%	3.71%	4.20%	2.38%	2.09%	9.68%	0.89%	4.00%	6.00%	2.41%	3.55%	8.57%	1.46%	1.42%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4899	360	217	248	198	355	343	294	43	294	355	336	212	267	247	251	255	24	40	20	70	27	68	10	327	38									
		33.28%	40.04%	33.28%	33.60%	30.18%	33.94%	35.73%	31.72%	31.39%	31.89%	34.13%	33.80%	33.44%	36.73%	32.46%	39.84%	44.43%	38.71%	35.71%	40.00%	46.67%	32.53%	48.23%	28.57%	25.19%	7.69%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	223	16	9	15	14	15	12	13	1	17	19	8	8	9	12	7	5	0	0	1	0	3	3	1	30	5									
		1.51%	1.78%	1.38%	2.03%	2.13%	1.43%	1.25%	1.40%	0.73%	1.84%	1.83%	0.80%	1.26%	1.24%	1.58%	1.11%	0.87%	0.00%	0.00%	2.00%	0.00%	3.61%	2.13%	2.86%	2.31%	1.01%									
24	"6. Политическая партия ""Гражданская Платформа"""	62	8	3	2	1	5	5	3	0	8	6	4	1	3	2	2	1	0	1	0	1	0	2	0	2	2									
		0.42%	0.89%	0.46%	0.27%	0.15%	0.48%	0.52%	0.32%	0.00%	0.87%	0.58%	0.40%	0.16%	0.41%	0.26%	0.32%	0.17%	0.00%	0.89%	0.00%	0.67%	0.00%	1.42%	0.00%	0.15%	0.40%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1785	122	66	99	85	117	122	97	23	101	122	116	96	92	136	100	96	8	25	6	14	13	29	5	83	12									
		12.12%	13.57%	10.12%	13.41%	12.96%	11.19%	12.71%	10.46%	16.79%	10.95%	11.73%	11.67%	15.14%	12.65%	17.87%	15.87%	16.72%	12.90%	22.32%	12.00%	9.33%	15.66%	20.57%	14.29%	6.39%	2.43%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	428	11	11	19	18	29	10	23	5	9	17	27	15	18	8	11	8	1	0	1	3	3	4	0	121	56									
		2.91%	1.22%	1.69%	2.57%	2.74%	2.77%	1.04%	2.48%	3.65%	0.98%	1.63%	2.72%	2.37%	2.48%	1.05%	1.75%	1.39%	1.61%	0.00%	2.00%	2.00%	3.61%	2.84%	0.00%	9.32%	11.34%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	493	17	17	21	20	49	24	39	9	57	38	39	11	36	12	15	6	1	0	3	3	2	3	1	47	23									
		3.35%	1.89%	2.61%	2.85%	3.05%	4.68%	2.50%	4.21%	6.57%	6.18%	3.65%	3.92%	1.74%	4.95%	1.58%	2.38%	1.05%	1.61%	0.00%	6.00%	2.00%	2.41%	2.13%	2.86%	3.62%	4.66%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	48	2	3	4	2	2	0	5	0	2	6	2	5	2	1	1	0	1	0	0	0	1	1	0	8	0									
		0.33%	0.22%	0.46%	0.54%	0.30%	0.19%	0.00%	0.54%	0.00%	0.22%	0.58%	0.20%	0.79%	0.28%	0.13%	0.16%	0.00%	1.61%	0.00%	0.00%	0.00%	1.20%	0.71%	0.00%	0.62%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2242	83	93	70	80	160	91	151	21	134	135	127	70	71	83	50	29	5	8	2	5	7	5	1	464	297									
		15.23%	9.23%	14.26%	9.49%	12.20%	15.30%	9.48%	16.29%	15.33%	14.53%	12.98%	12.78%	11.04%	9.77%	10.91%	7.94%	5.05%	8.06%	7.14%	4.00%	3.33%	8.43%	3.55%	2.86%	35.75%	60.12%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1845	116	83	100	98	144	142	137	14	115	133	138	91	99	99	80	67	11	13	8	23	12	13	7	88	14									
		12.53%	12.90%	12.73%	13.55%	14.94%	13.77%	14.79%	14.78%	10.22%	12.47%	12.79%	13.88%	14.35%	13.62%	13.01%	12.70%	11.67%	17.74%	11.61%	16.00%	15.33%	14.46%	9.22%	20.00%	6.78%	2.83%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	67	7	4	2	1	4	4	3	0	3	1	8	2	1	4	2	6	0	2	3	1	0	0	1	6	2									
		0.46%	0.78%	0.61%	0.27%	0.15%	0.38%	0.42%	0.32%	0.00%	0.33%	0.10%	0.80%	0.32%	0.14%	0.53%	0.32%	1.05%	0.00%	1.79%	6.00%	0.67%	0.00%	0.00%	2.86%	0.46%	0.40%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	744	33	45	59	52	43	64	48	5	47	49	59	38	36	41	32	31	4	8	1	12	3	3	4	18	9									
		5.05%	3.67%	6.90%	7.99%	7.93%	4.11%	6.67%	5.18%	3.65%	5.10%	4.71%	5.94%	5.99%	4.95%	5.39%	5.08%	5.40%	6.45%	7.14%	2.00%	8.00%	3.61%	2.13%	11.43%	1.39%	1.82%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
