Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Чамзинская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.33%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	846	41	36	49	29	49	96	50	38	35	39	23	48	48	33	41	32	43	5	15	6	6	5	5	1	0	9	5	6	21	10	22									
		3.68%	3.47%	2.91%	3.72%	3.51%	3.64%	7.64%	10.89%	2.92%	3.05%	3.27%	3.22%	4.11%	4.00%	2.74%	3.55%	3.64%	6.71%	3.33%	1.84%	1.99%	4.05%	2.05%	2.27%	0.19%	0.00%	2.37%	3.88%	1.81%	3.87%	1.83%	6.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	16	0	0	0	0	0	0	2	0	0	0	1	10	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.14%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	12	0	0	1	0	3	0	1	0	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.08%	0.00%	0.22%	0.00%	0.22%	0.00%	0.00%	0.17%	0.14%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.08%	0.14%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	64	5	0	0	2	6	0	0	37	0	5	1	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.28%	0.42%	0.00%	0.00%	0.24%	0.45%	0.00%	0.00%	2.84%	0.00%	0.42%	0.14%	0.34%	0.08%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	846	53	61	63	40	55	14	14	54	69	35	28	28	59	20	55	53	16	0	19	1	2	7	7	0	0	26	4	6	26	21	10									
		3.68%	4.48%	4.94%	4.79%	4.84%	4.08%	1.11%	3.05%	4.14%	6.01%	2.94%	3.92%	2.40%	4.92%	1.66%	4.76%	6.04%	2.50%	0.00%	2.33%	0.33%	1.35%	2.87%	3.18%	0.00%	0.00%	6.86%	3.10%	1.81%	4.79%	3.85%	2.78%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	3	1	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.25%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.17%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	437	30	33	32	20	7	11	7	38	34	33	27	27	31	7	33	4	10	0	9	2	3	0	4	1	0	4	1	3	16	10	0									
		1.90%	2.54%	2.67%	2.43%	2.42%	0.52%	0.88%	1.53%	2.92%	2.96%	2.77%	3.78%	2.31%	2.59%	0.58%	2.86%	0.46%	1.56%	0.00%	1.10%	0.66%	2.03%	0.00%	1.82%	0.19%	0.00%	1.06%	0.78%	0.90%	2.95%	1.83%	0.00%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
